Hour,pr_e,pr_fre_u,pr_fre_d
0,30.86776612014443,2.7008314541483154,12.0
1,30.86776612014443,2.6917885123843805,12.0
2,30.86776612014443,2.699937345458107,12.0
3,30.86776612014443,2.7006803108336865,12.0
4,30.86776612014443,2.688605572932464,12.0
5,30.86776612014443,2.7079687948625755,12.0
6,30.86776612014443,2.5429846599080306,0.0005031074178736212
7,30.86776612014443,0.0009962192295314939,12.0
8,30.86776612014443,0.0010654587888237882,0.0005486228111083897
9,30.86776612014443,0.0009962192295314939,12.0
10,30.86776612014443,0.0009962192295314939,12.0
11,30.86776612014443,0.0009962192295314939,12.0
12,30.86776612014443,0.0009962192295314939,12.0
13,30.86776612014443,0.0010654587888237882,12.0
14,30.86776612014443,0.0009962192295314939,12.0
15,30.86776612014443,2.5429846599080306,12.0
16,32.24673883688964,2.6836834480486558,12.0
17,65.96367213598542,2.8646738836889645,12.0
18,59.291361470598616,2.8646738836889645,12.0
19,32.24673883688964,2.8367549262561482,12.0
20,32.24673883688964,2.772386520102386,12.0
21,32.24673883688964,2.8646738836889645,12.0
22,31.461613931061923,2.7726193490191693,12.0
23,31.461613931061923,2.7852353291355563,12.0
