DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[202977.73907429422],[103777.86438943438],[0.0],[10569.44546091669],[-88630.42922394315]
[377896.8448189403],[332589.603941572],[0.0],[11292.162],[-34015.0788773683]
[248665.7468340947],[152611.82745290367],[0.0],[11481.729000000001],[-84572.19038119103]
[229007.86566382408],[114325.68103161457],[0.0],[11678.066054544604],[-103004.1185776649]
[316184.94082474406],[231965.70677993988],[0.0],[11304.224054544604],[-72915.00999025957]
[259745.16978939343],[121073.4672019582],[0.0],[11241.458406372087],[-127430.24418106314]
[218769.6889355858],[103017.81473953239],[0.0],[10777.557000000003],[-104974.3171960534]
[179829.57973199157],[85570.4067972266],[0.0],[10341.8044454027],[-83917.36848936227]
[338588.78058518283],[322744.6515454527],[0.0],[11214.168000000001],[-4629.961039730115]
[242739.7519630954],[138010.32065020505],[0.0],[11473.441039030615],[-93255.99027385973]
[542328.1533998145],[406282.18416985276],[0.0],[11595.778460916688],[-124450.19076904503]
