"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","LOAD_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_AREA_NAME","LABEL","XML_DATA_ITEM","POS","MW","EXECUTION_TYPE","GROUP"
"1","2019-10-06T06:00:00-00:00","2019-10-06T07:00:00-00:00",0,"2019-10-05",24,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2894,"ACTUAL",1
"2","2019-10-05T12:00:00-00:00","2019-10-05T13:00:00-00:00",0,"2019-10-05",6,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2569,"ACTUAL",1
"3","2019-10-06T01:00:00-00:00","2019-10-06T02:00:00-00:00",0,"2019-10-05",19,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4023,"ACTUAL",1
"4","2019-10-05T19:00:00-00:00","2019-10-05T20:00:00-00:00",0,"2019-10-05",13,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3400,"ACTUAL",1
"5","2019-10-05T09:00:00-00:00","2019-10-05T10:00:00-00:00",0,"2019-10-05",3,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2595,"ACTUAL",1
"6","2019-10-05T23:00:00-00:00","2019-10-06T00:00:00-00:00",0,"2019-10-05",17,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4226,"ACTUAL",1
"7","2019-10-05T22:00:00-00:00","2019-10-05T23:00:00-00:00",0,"2019-10-05",16,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4096,"ACTUAL",1
"8","2019-10-05T20:00:00-00:00","2019-10-05T21:00:00-00:00",0,"2019-10-05",14,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3660,"ACTUAL",1
"9","2019-10-05T16:00:00-00:00","2019-10-05T17:00:00-00:00",0,"2019-10-05",10,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2777,"ACTUAL",1
"10","2019-10-06T04:00:00-00:00","2019-10-06T05:00:00-00:00",0,"2019-10-05",22,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3357,"ACTUAL",1
"11","2019-10-06T00:00:00-00:00","2019-10-06T01:00:00-00:00",0,"2019-10-05",18,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4203,"ACTUAL",1
"12","2019-10-05T15:00:00-00:00","2019-10-05T16:00:00-00:00",0,"2019-10-05",9,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2680,"ACTUAL",1
"13","2019-10-06T03:00:00-00:00","2019-10-06T04:00:00-00:00",0,"2019-10-05",21,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3566,"ACTUAL",1
"14","2019-10-05T11:00:00-00:00","2019-10-05T12:00:00-00:00",0,"2019-10-05",5,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2527,"ACTUAL",1
"15","2019-10-05T10:00:00-00:00","2019-10-05T11:00:00-00:00",0,"2019-10-05",4,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2532,"ACTUAL",1
"16","2019-10-06T05:00:00-00:00","2019-10-06T06:00:00-00:00",0,"2019-10-05",23,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3121,"ACTUAL",1
"17","2019-10-05T21:00:00-00:00","2019-10-05T22:00:00-00:00",0,"2019-10-05",15,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3895,"ACTUAL",1
"18","2019-10-05T17:00:00-00:00","2019-10-05T18:00:00-00:00",0,"2019-10-05",11,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2945,"ACTUAL",1
"19","2019-10-05T13:00:00-00:00","2019-10-05T14:00:00-00:00",0,"2019-10-05",7,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2602,"ACTUAL",1
"20","2019-10-05T08:00:00-00:00","2019-10-05T09:00:00-00:00",0,"2019-10-05",2,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2696,"ACTUAL",1
"21","2019-10-05T18:00:00-00:00","2019-10-05T19:00:00-00:00",0,"2019-10-05",12,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3156,"ACTUAL",1
"22","2019-10-05T14:00:00-00:00","2019-10-05T15:00:00-00:00",0,"2019-10-05",8,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2627,"ACTUAL",1
"23","2019-10-06T02:00:00-00:00","2019-10-06T03:00:00-00:00",0,"2019-10-05",20,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3787,"ACTUAL",1
"24","2019-10-06T04:00:00-00:00","2019-10-06T05:00:00-00:00",0,"2019-10-05",22,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1101,"ACTUAL",2
"25","2019-10-06T02:00:00-00:00","2019-10-06T03:00:00-00:00",0,"2019-10-05",20,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1198,"ACTUAL",2
"26","2019-10-05T09:00:00-00:00","2019-10-05T10:00:00-00:00",0,"2019-10-05",3,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,834,"ACTUAL",2
"27","2019-10-05T21:00:00-00:00","2019-10-05T22:00:00-00:00",0,"2019-10-05",15,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1064,"ACTUAL",2
"28","2019-10-05T22:00:00-00:00","2019-10-05T23:00:00-00:00",0,"2019-10-05",16,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1095,"ACTUAL",2
"29","2019-10-05T12:00:00-00:00","2019-10-05T13:00:00-00:00",0,"2019-10-05",6,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,871,"ACTUAL",2
"30","2019-10-05T16:00:00-00:00","2019-10-05T17:00:00-00:00",0,"2019-10-05",10,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1019,"ACTUAL",2
"31","2019-10-05T17:00:00-00:00","2019-10-05T18:00:00-00:00",0,"2019-10-05",11,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1029,"ACTUAL",2
"32","2019-10-05T19:00:00-00:00","2019-10-05T20:00:00-00:00",0,"2019-10-05",13,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1032,"ACTUAL",2
"33","2019-10-05T11:00:00-00:00","2019-10-05T12:00:00-00:00",0,"2019-10-05",5,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,837,"ACTUAL",2
"34","2019-10-05T13:00:00-00:00","2019-10-05T14:00:00-00:00",0,"2019-10-05",7,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,917,"ACTUAL",2
"35","2019-10-05T15:00:00-00:00","2019-10-05T16:00:00-00:00",0,"2019-10-05",9,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,994,"ACTUAL",2
"36","2019-10-05T20:00:00-00:00","2019-10-05T21:00:00-00:00",0,"2019-10-05",14,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1044,"ACTUAL",2
"37","2019-10-06T01:00:00-00:00","2019-10-06T02:00:00-00:00",0,"2019-10-05",19,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1184,"ACTUAL",2
"38","2019-10-05T08:00:00-00:00","2019-10-05T09:00:00-00:00",0,"2019-10-05",2,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,858,"ACTUAL",2
"39","2019-10-06T00:00:00-00:00","2019-10-06T01:00:00-00:00",0,"2019-10-05",18,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1165,"ACTUAL",2
"40","2019-10-05T18:00:00-00:00","2019-10-05T19:00:00-00:00",0,"2019-10-05",12,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1031,"ACTUAL",2
"41","2019-10-05T23:00:00-00:00","2019-10-06T00:00:00-00:00",0,"2019-10-05",17,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1135,"ACTUAL",2
"42","2019-10-06T03:00:00-00:00","2019-10-06T04:00:00-00:00",0,"2019-10-05",21,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1159,"ACTUAL",2
"43","2019-10-05T14:00:00-00:00","2019-10-05T15:00:00-00:00",0,"2019-10-05",8,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,953,"ACTUAL",2
"44","2019-10-06T05:00:00-00:00","2019-10-06T06:00:00-00:00",0,"2019-10-05",23,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1028,"ACTUAL",2
"45","2019-10-06T06:00:00-00:00","2019-10-06T07:00:00-00:00",0,"2019-10-05",24,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,955,"ACTUAL",2
"46","2019-10-05T10:00:00-00:00","2019-10-05T11:00:00-00:00",0,"2019-10-05",4,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,824,"ACTUAL",2
"47","2019-10-05T17:00:00-00:00","2019-10-05T18:00:00-00:00",0,"2019-10-05",11,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6889,"ACTUAL",3
"48","2019-10-05T11:00:00-00:00","2019-10-05T12:00:00-00:00",0,"2019-10-05",5,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5440,"ACTUAL",3
"49","2019-10-05T18:00:00-00:00","2019-10-05T19:00:00-00:00",0,"2019-10-05",12,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6829,"ACTUAL",3
"50","2019-10-05T22:00:00-00:00","2019-10-05T23:00:00-00:00",0,"2019-10-05",16,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6464,"ACTUAL",3
"51","2019-10-06T00:00:00-00:00","2019-10-06T01:00:00-00:00",0,"2019-10-05",18,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6605,"ACTUAL",3
"52","2019-10-06T06:00:00-00:00","2019-10-06T07:00:00-00:00",0,"2019-10-05",24,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5821,"ACTUAL",3
"53","2019-10-05T19:00:00-00:00","2019-10-05T20:00:00-00:00",0,"2019-10-05",13,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6710,"ACTUAL",3
"54","2019-10-05T23:00:00-00:00","2019-10-06T00:00:00-00:00",0,"2019-10-05",17,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6498,"ACTUAL",3
"55","2019-10-05T16:00:00-00:00","2019-10-05T17:00:00-00:00",0,"2019-10-05",10,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6862,"ACTUAL",3
"56","2019-10-06T01:00:00-00:00","2019-10-06T02:00:00-00:00",0,"2019-10-05",19,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6729,"ACTUAL",3
"57","2019-10-05T14:00:00-00:00","2019-10-05T15:00:00-00:00",0,"2019-10-05",8,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6341,"ACTUAL",3
"58","2019-10-05T08:00:00-00:00","2019-10-05T09:00:00-00:00",0,"2019-10-05",2,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5488,"ACTUAL",3
