"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","LOAD_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_AREA_NAME","LABEL","XML_DATA_ITEM","POS","MW","EXECUTION_TYPE","GROUP"
"1","2019-09-07T02:00:00-00:00","2019-09-07T03:00:00-00:00",0,"2019-09-06",20,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5844,"ACTUAL",1
"2","2019-09-06T09:00:00-00:00","2019-09-06T10:00:00-00:00",0,"2019-09-06",3,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3958,"ACTUAL",1
"3","2019-09-06T17:00:00-00:00","2019-09-06T18:00:00-00:00",0,"2019-09-06",11,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4772,"ACTUAL",1
"4","2019-09-06T14:00:00-00:00","2019-09-06T15:00:00-00:00",0,"2019-09-06",8,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4132,"ACTUAL",1
"5","2019-09-07T03:00:00-00:00","2019-09-07T04:00:00-00:00",0,"2019-09-06",21,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5630,"ACTUAL",1
"6","2019-09-06T18:00:00-00:00","2019-09-06T19:00:00-00:00",0,"2019-09-06",12,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5114,"ACTUAL",1
"7","2019-09-06T08:00:00-00:00","2019-09-06T09:00:00-00:00",0,"2019-09-06",2,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4102,"ACTUAL",1
"8","2019-09-07T06:00:00-00:00","2019-09-07T07:00:00-00:00",0,"2019-09-06",24,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4640,"ACTUAL",1
"9","2019-09-07T05:00:00-00:00","2019-09-07T06:00:00-00:00",0,"2019-09-06",23,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4986,"ACTUAL",1
"10","2019-09-06T16:00:00-00:00","2019-09-06T17:00:00-00:00",0,"2019-09-06",10,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4466,"ACTUAL",1
"11","2019-09-06T15:00:00-00:00","2019-09-06T16:00:00-00:00",0,"2019-09-06",9,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4243,"ACTUAL",1
"12","2019-09-06T13:00:00-00:00","2019-09-06T14:00:00-00:00",0,"2019-09-06",7,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4071,"ACTUAL",1
"13","2019-09-06T12:00:00-00:00","2019-09-06T13:00:00-00:00",0,"2019-09-06",6,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4000,"ACTUAL",1
