"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","LOAD_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_AREA_NAME","LABEL","XML_DATA_ITEM","POS","MW","EXECUTION_TYPE","GROUP"
"1","2019-12-23T00:00:00-00:00","2019-12-23T01:00:00-00:00",0,"2019-12-22",17,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3187,"ACTUAL",1
"2","2019-12-22T14:00:00-00:00","2019-12-22T15:00:00-00:00",0,"2019-12-22",7,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3084,"ACTUAL",1
"3","2019-12-22T10:00:00-00:00","2019-12-22T11:00:00-00:00",0,"2019-12-22",3,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2644,"ACTUAL",1
"4","2019-12-23T06:00:00-00:00","2019-12-23T07:00:00-00:00",0,"2019-12-22",23,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2614,"ACTUAL",1
"5","2019-12-23T03:00:00-00:00","2019-12-23T04:00:00-00:00",0,"2019-12-22",20,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3057,"ACTUAL",1
"6","2019-12-22T15:00:00-00:00","2019-12-22T16:00:00-00:00",0,"2019-12-22",8,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2939,"ACTUAL",1
"7","2019-12-22T11:00:00-00:00","2019-12-22T12:00:00-00:00",0,"2019-12-22",4,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2747,"ACTUAL",1
"8","2019-12-22T16:00:00-00:00","2019-12-22T17:00:00-00:00",0,"2019-12-22",9,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2758,"ACTUAL",1
"9","2019-12-23T07:00:00-00:00","2019-12-23T08:00:00-00:00",0,"2019-12-22",24,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2587,"ACTUAL",1
"10","2019-12-23T05:00:00-00:00","2019-12-23T06:00:00-00:00",0,"2019-12-22",22,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2734,"ACTUAL",1
"11","2019-12-22T20:00:00-00:00","2019-12-22T21:00:00-00:00",0,"2019-12-22",13,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2495,"ACTUAL",1
"12","2019-12-22T12:00:00-00:00","2019-12-22T13:00:00-00:00",0,"2019-12-22",5,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2899,"ACTUAL",1
"13","2019-12-22T08:00:00-00:00","2019-12-22T09:00:00-00:00",0,"2019-12-22",1,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2603,"ACTUAL",1
"14","2019-12-22T22:00:00-00:00","2019-12-22T23:00:00-00:00",0,"2019-12-22",15,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2748,"ACTUAL",1
"15","2019-12-22T21:00:00-00:00","2019-12-22T22:00:00-00:00",0,"2019-12-22",14,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2587,"ACTUAL",1
"16","2019-12-22T18:00:00-00:00","2019-12-22T19:00:00-00:00",0,"2019-12-22",11,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2522,"ACTUAL",1
"17","2019-12-23T04:00:00-00:00","2019-12-23T05:00:00-00:00",0,"2019-12-22",21,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2905,"ACTUAL",1
"18","2019-12-23T02:00:00-00:00","2019-12-23T03:00:00-00:00",0,"2019-12-22",19,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3140,"ACTUAL",1
"19","2019-12-23T01:00:00-00:00","2019-12-23T02:00:00-00:00",0,"2019-12-22",18,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3175,"ACTUAL",1
"20","2019-12-22T19:00:00-00:00","2019-12-22T20:00:00-00:00",0,"2019-12-22",12,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2457,"ACTUAL",1
"21","2019-12-22T13:00:00-00:00","2019-12-22T14:00:00-00:00",0,"2019-12-22",6,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3041,"ACTUAL",1
"22","2019-12-22T09:00:00-00:00","2019-12-22T10:00:00-00:00",0,"2019-12-22",2,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2604,"ACTUAL",1
"23","2019-12-22T23:00:00-00:00","2019-12-23T00:00:00-00:00",0,"2019-12-22",16,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3034,"ACTUAL",1
"24","2019-12-22T17:00:00-00:00","2019-12-22T18:00:00-00:00",0,"2019-12-22",10,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2611,"ACTUAL",1
"25","2019-12-23T04:00:00-00:00","2019-12-23T05:00:00-00:00",0,"2019-12-22",21,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1262,"ACTUAL",2
"26","2019-12-23T02:00:00-00:00","2019-12-23T03:00:00-00:00",0,"2019-12-22",19,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1342,"ACTUAL",2
"27","2019-12-22T11:00:00-00:00","2019-12-22T12:00:00-00:00",0,"2019-12-22",4,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,975,"ACTUAL",2
"28","2019-12-22T18:00:00-00:00","2019-12-22T19:00:00-00:00",0,"2019-12-22",11,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1264,"ACTUAL",2
"29","2019-12-22T21:00:00-00:00","2019-12-22T22:00:00-00:00",0,"2019-12-22",14,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1285,"ACTUAL",2
"30","2019-12-22T23:00:00-00:00","2019-12-23T00:00:00-00:00",0,"2019-12-22",16,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1308,"ACTUAL",2
"31","2019-12-23T00:00:00-00:00","2019-12-23T01:00:00-00:00",0,"2019-12-22",17,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1369,"ACTUAL",2
"32","2019-12-23T07:00:00-00:00","2019-12-23T08:00:00-00:00",0,"2019-12-22",24,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1069,"ACTUAL",2
"33","2019-12-22T10:00:00-00:00","2019-12-22T11:00:00-00:00",0,"2019-12-22",3,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,959,"ACTUAL",2
"34","2019-12-22T14:00:00-00:00","2019-12-22T15:00:00-00:00",0,"2019-12-22",7,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1119,"ACTUAL",2
"35","2019-12-22T15:00:00-00:00","2019-12-22T16:00:00-00:00",0,"2019-12-22",8,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1188,"ACTUAL",2
"36","2019-12-23T01:00:00-00:00","2019-12-23T02:00:00-00:00",0,"2019-12-22",18,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1363,"ACTUAL",2
"37","2019-12-22T13:00:00-00:00","2019-12-22T14:00:00-00:00",0,"2019-12-22",6,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1056,"ACTUAL",2
"38","2019-12-22T19:00:00-00:00","2019-12-22T20:00:00-00:00",0,"2019-12-22",12,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1262,"ACTUAL",2
"39","2019-12-23T05:00:00-00:00","2019-12-23T06:00:00-00:00",0,"2019-12-22",22,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1182,"ACTUAL",2
"40","2019-12-22T09:00:00-00:00","2019-12-22T10:00:00-00:00",0,"2019-12-22",2,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,964,"ACTUAL",2
"41","2019-12-22T17:00:00-00:00","2019-12-22T18:00:00-00:00",0,"2019-12-22",10,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1265,"ACTUAL",2
