"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","LOAD_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_AREA_NAME","LABEL","XML_DATA_ITEM","POS","MW","EXECUTION_TYPE","GROUP"
"1","2019-07-06T02:00:00-00:00","2019-07-06T03:00:00-00:00",0,"2019-07-05",20,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5204,"ACTUAL",1
"2","2019-07-05T09:00:00-00:00","2019-07-05T10:00:00-00:00",0,"2019-07-05",3,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3081,"ACTUAL",1
"3","2019-07-05T12:00:00-00:00","2019-07-05T13:00:00-00:00",0,"2019-07-05",6,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2960,"ACTUAL",1
"4","2019-07-05T10:00:00-00:00","2019-07-05T11:00:00-00:00",0,"2019-07-05",4,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2978,"ACTUAL",1
"5","2019-07-05T15:00:00-00:00","2019-07-05T16:00:00-00:00",0,"2019-07-05",9,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3417,"ACTUAL",1
"6","2019-07-06T01:00:00-00:00","2019-07-06T02:00:00-00:00",0,"2019-07-05",19,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5461,"ACTUAL",1
"7","2019-07-05T08:00:00-00:00","2019-07-05T09:00:00-00:00",0,"2019-07-05",2,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3257,"ACTUAL",1
"8","2019-07-06T04:00:00-00:00","2019-07-06T05:00:00-00:00",0,"2019-07-05",22,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4549,"ACTUAL",1
"9","2019-07-06T03:00:00-00:00","2019-07-06T04:00:00-00:00",0,"2019-07-05",21,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4926,"ACTUAL",1
"10","2019-07-05T22:00:00-00:00","2019-07-05T23:00:00-00:00",0,"2019-07-05",16,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5287,"ACTUAL",1
"11","2019-07-05T19:00:00-00:00","2019-07-05T20:00:00-00:00",0,"2019-07-05",13,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4489,"ACTUAL",1
"12","2019-07-05T16:00:00-00:00","2019-07-05T17:00:00-00:00",0,"2019-07-05",10,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3642,"ACTUAL",1
