"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","LOAD_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_AREA_NAME","LABEL","XML_DATA_ITEM","POS","MW","EXECUTION_TYPE","GROUP"
"1","2019-06-07T09:00:00-00:00","2019-06-07T10:00:00-00:00",0,"2019-06-07",3,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3006,"ACTUAL",1
"2","2019-06-07T08:00:00-00:00","2019-06-07T09:00:00-00:00",0,"2019-06-07",2,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3185,"ACTUAL",1
"3","2019-06-08T00:00:00-00:00","2019-06-08T01:00:00-00:00",0,"2019-06-07",18,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4958,"ACTUAL",1
"4","2019-06-07T21:00:00-00:00","2019-06-07T22:00:00-00:00",0,"2019-06-07",15,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4507,"ACTUAL",1
"5","2019-06-07T19:00:00-00:00","2019-06-07T20:00:00-00:00",0,"2019-06-07",13,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4020,"ACTUAL",1
"6","2019-06-07T16:00:00-00:00","2019-06-07T17:00:00-00:00",0,"2019-06-07",10,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3416,"ACTUAL",1
"7","2019-06-07T12:00:00-00:00","2019-06-07T13:00:00-00:00",0,"2019-06-07",6,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2905,"ACTUAL",1
"8","2019-06-07T11:00:00-00:00","2019-06-07T12:00:00-00:00",0,"2019-06-07",5,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2872,"ACTUAL",1
"9","2019-06-08T01:00:00-00:00","2019-06-08T02:00:00-00:00",0,"2019-06-07",19,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4890,"ACTUAL",1
"10","2019-06-07T13:00:00-00:00","2019-06-07T14:00:00-00:00",0,"2019-06-07",7,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3024,"ACTUAL",1
"11","2019-06-07T10:00:00-00:00","2019-06-07T11:00:00-00:00",0,"2019-06-07",4,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2898,"ACTUAL",1
"12","2019-06-08T05:00:00-00:00","2019-06-08T06:00:00-00:00",0,"2019-06-07",23,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3922,"ACTUAL",1
"13","2019-06-08T02:00:00-00:00","2019-06-08T03:00:00-00:00",0,"2019-06-07",20,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4662,"ACTUAL",1
"14","2019-06-07T20:00:00-00:00","2019-06-07T21:00:00-00:00",0,"2019-06-07",14,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4271,"ACTUAL",1
"15","2019-06-07T18:00:00-00:00","2019-06-07T19:00:00-00:00",0,"2019-06-07",12,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3799,"ACTUAL",1
"16","2019-06-07T17:00:00-00:00","2019-06-07T18:00:00-00:00",0,"2019-06-07",11,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3591,"ACTUAL",1
"17","2019-06-07T15:00:00-00:00","2019-06-07T16:00:00-00:00",0,"2019-06-07",9,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3278,"ACTUAL",1
"18","2019-06-07T23:00:00-00:00","2019-06-08T00:00:00-00:00",0,"2019-06-07",17,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4853,"ACTUAL",1
"19","2019-06-07T14:00:00-00:00","2019-06-07T15:00:00-00:00",0,"2019-06-07",8,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3167,"ACTUAL",1
"20","2019-06-08T06:00:00-00:00","2019-06-08T07:00:00-00:00",0,"2019-06-07",24,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3557,"ACTUAL",1
"21","2019-06-08T03:00:00-00:00","2019-06-08T04:00:00-00:00",0,"2019-06-07",21,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4571,"ACTUAL",1
"22","2019-06-07T22:00:00-00:00","2019-06-07T23:00:00-00:00",0,"2019-06-07",16,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4631,"ACTUAL",1
"23","2019-06-08T04:00:00-00:00","2019-06-08T05:00:00-00:00",0,"2019-06-07",22,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4293,"ACTUAL",1
"24","2019-06-07T15:00:00-00:00","2019-06-07T16:00:00-00:00",0,"2019-06-07",9,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1095,"ACTUAL",2
"25","2019-06-07T10:00:00-00:00","2019-06-07T11:00:00-00:00",0,"2019-06-07",4,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,877,"ACTUAL",2
"26","2019-06-07T13:00:00-00:00","2019-06-07T14:00:00-00:00",0,"2019-06-07",7,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,997,"ACTUAL",2
"27","2019-06-07T18:00:00-00:00","2019-06-07T19:00:00-00:00",0,"2019-06-07",12,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1189,"ACTUAL",2
"28","2019-06-07T08:00:00-00:00","2019-06-07T09:00:00-00:00",0,"2019-06-07",2,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,925,"ACTUAL",2
"29","2019-06-07T12:00:00-00:00","2019-06-07T13:00:00-00:00",0,"2019-06-07",6,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,939,"ACTUAL",2
"30","2019-06-07T23:00:00-00:00","2019-06-08T00:00:00-00:00",0,"2019-06-07",17,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1319,"ACTUAL",2
"31","2019-06-08T03:00:00-00:00","2019-06-08T04:00:00-00:00",0,"2019-06-07",21,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1277,"ACTUAL",2
"32","2019-06-07T20:00:00-00:00","2019-06-07T21:00:00-00:00",0,"2019-06-07",14,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1233,"ACTUAL",2
"33","2019-06-07T14:00:00-00:00","2019-06-07T15:00:00-00:00",0,"2019-06-07",8,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1059,"ACTUAL",2
"34","2019-06-07T09:00:00-00:00","2019-06-07T10:00:00-00:00",0,"2019-06-07",3,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,890,"ACTUAL",2
"35","2019-06-07T16:00:00-00:00","2019-06-07T17:00:00-00:00",0,"2019-06-07",10,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1127,"ACTUAL",2
"36","2019-06-08T04:00:00-00:00","2019-06-08T05:00:00-00:00",0,"2019-06-07",22,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1265,"ACTUAL",2
"37","2019-06-07T19:00:00-00:00","2019-06-07T20:00:00-00:00",0,"2019-06-07",13,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1205,"ACTUAL",2
