"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","LOAD_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_AREA_NAME","LABEL","XML_DATA_ITEM","POS","MW","EXECUTION_TYPE","GROUP"
"1","2019-07-16T14:00:00-00:00","2019-07-16T15:00:00-00:00",0,"2019-07-16",8,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4201,"ACTUAL",1
"2","2019-07-16T09:00:00-00:00","2019-07-16T10:00:00-00:00",0,"2019-07-16",3,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4038,"ACTUAL",1
"3","2019-07-16T17:00:00-00:00","2019-07-16T18:00:00-00:00",0,"2019-07-16",11,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5200,"ACTUAL",1
"4","2019-07-16T08:00:00-00:00","2019-07-16T09:00:00-00:00",0,"2019-07-16",2,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4278,"ACTUAL",1
"5","2019-07-17T03:00:00-00:00","2019-07-17T04:00:00-00:00",0,"2019-07-16",21,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6156,"ACTUAL",1
"6","2019-07-17T06:00:00-00:00","2019-07-17T07:00:00-00:00",0,"2019-07-16",24,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4888,"ACTUAL",1
"7","2019-07-17T04:00:00-00:00","2019-07-17T05:00:00-00:00",0,"2019-07-16",22,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5759,"ACTUAL",1
"8","2019-07-17T01:00:00-00:00","2019-07-17T02:00:00-00:00",0,"2019-07-16",19,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6610,"ACTUAL",1
"9","2019-07-17T00:00:00-00:00","2019-07-17T01:00:00-00:00",0,"2019-07-16",18,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6787,"ACTUAL",1
"10","2019-07-16T16:00:00-00:00","2019-07-16T17:00:00-00:00",0,"2019-07-16",10,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4804,"ACTUAL",1
"11","2019-07-17T02:00:00-00:00","2019-07-17T03:00:00-00:00",0,"2019-07-16",20,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6375,"ACTUAL",1
"12","2019-07-16T15:00:00-00:00","2019-07-16T16:00:00-00:00",0,"2019-07-16",9,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,4462,"ACTUAL",1
"13","2019-07-16T12:00:00-00:00","2019-07-16T13:00:00-00:00",0,"2019-07-16",6,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3883,"ACTUAL",1
"14","2019-07-16T22:00:00-00:00","2019-07-16T23:00:00-00:00",0,"2019-07-16",16,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6641,"ACTUAL",1
"15","2019-07-16T18:00:00-00:00","2019-07-16T19:00:00-00:00",0,"2019-07-16",12,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5598,"ACTUAL",1
"16","2019-07-16T11:00:00-00:00","2019-07-16T12:00:00-00:00",0,"2019-07-16",5,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3852,"ACTUAL",1
"17","2019-07-17T05:00:00-00:00","2019-07-17T06:00:00-00:00",0,"2019-07-16",23,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5296,"ACTUAL",1
"18","2019-07-16T23:00:00-00:00","2019-07-17T00:00:00-00:00",0,"2019-07-16",17,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6780,"ACTUAL",1
"19","2019-07-16T20:00:00-00:00","2019-07-16T21:00:00-00:00",0,"2019-07-16",14,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6313,"ACTUAL",1
"20","2019-07-16T19:00:00-00:00","2019-07-16T20:00:00-00:00",0,"2019-07-16",13,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5977,"ACTUAL",1
"21","2019-07-16T13:00:00-00:00","2019-07-16T14:00:00-00:00",0,"2019-07-16",7,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3998,"ACTUAL",1
"22","2019-07-16T10:00:00-00:00","2019-07-16T11:00:00-00:00",0,"2019-07-16",4,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3895,"ACTUAL",1
"23","2019-07-16T21:00:00-00:00","2019-07-16T22:00:00-00:00",0,"2019-07-16",15,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6518,"ACTUAL",1
"24","2019-07-16T14:00:00-00:00","2019-07-16T15:00:00-00:00",0,"2019-07-16",8,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1271,"ACTUAL",2
"25","2019-07-17T02:00:00-00:00","2019-07-17T03:00:00-00:00",0,"2019-07-16",20,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1981,"ACTUAL",2
"26","2019-07-16T09:00:00-00:00","2019-07-16T10:00:00-00:00",0,"2019-07-16",3,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1070,"ACTUAL",2
"27","2019-07-16T19:00:00-00:00","2019-07-16T20:00:00-00:00",0,"2019-07-16",13,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1794,"ACTUAL",2
"28","2019-07-17T00:00:00-00:00","2019-07-17T01:00:00-00:00",0,"2019-07-16",18,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2259,"ACTUAL",2
"29","2019-07-17T04:00:00-00:00","2019-07-17T05:00:00-00:00",0,"2019-07-16",22,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1662,"ACTUAL",2
"30","2019-07-16T11:00:00-00:00","2019-07-16T12:00:00-00:00",0,"2019-07-16",5,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1067,"ACTUAL",2
"31","2019-07-16T13:00:00-00:00","2019-07-16T14:00:00-00:00",0,"2019-07-16",7,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1181,"ACTUAL",2
"32","2019-07-16T12:00:00-00:00","2019-07-16T13:00:00-00:00",0,"2019-07-16",6,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1118,"ACTUAL",2
"33","2019-07-16T21:00:00-00:00","2019-07-16T22:00:00-00:00",0,"2019-07-16",15,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2111,"ACTUAL",2
"34","2019-07-16T15:00:00-00:00","2019-07-16T16:00:00-00:00",0,"2019-07-16",9,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1358,"ACTUAL",2
"35","2019-07-16T20:00:00-00:00","2019-07-16T21:00:00-00:00",0,"2019-07-16",14,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1955,"ACTUAL",2
"36","2019-07-16T23:00:00-00:00","2019-07-17T00:00:00-00:00",0,"2019-07-16",17,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2309,"ACTUAL",2
"37","2019-07-17T03:00:00-00:00","2019-07-17T04:00:00-00:00",0,"2019-07-16",21,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1834,"ACTUAL",2
"38","2019-07-17T05:00:00-00:00","2019-07-17T06:00:00-00:00",0,"2019-07-16",23,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1456,"ACTUAL",2
"39","2019-07-17T06:00:00-00:00","2019-07-17T07:00:00-00:00",0,"2019-07-16",24,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1283,"ACTUAL",2
"40","2019-07-16T08:00:00-00:00","2019-07-16T09:00:00-00:00",0,"2019-07-16",2,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1132,"ACTUAL",2
"41","2019-07-16T16:00:00-00:00","2019-07-16T17:00:00-00:00",0,"2019-07-16",10,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1422,"ACTUAL",2
"42","2019-07-16T10:00:00-00:00","2019-07-16T11:00:00-00:00",0,"2019-07-16",4,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1046,"ACTUAL",2
"43","2019-07-16T17:00:00-00:00","2019-07-16T18:00:00-00:00",0,"2019-07-16",11,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1524,"ACTUAL",2
"44","2019-07-16T18:00:00-00:00","2019-07-16T19:00:00-00:00",0,"2019-07-16",12,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1650,"ACTUAL",2
"45","2019-07-16T22:00:00-00:00","2019-07-16T23:00:00-00:00",0,"2019-07-16",16,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2250,"ACTUAL",2
"46","2019-07-17T01:00:00-00:00","2019-07-17T02:00:00-00:00",0,"2019-07-16",19,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2136,"ACTUAL",2
"47","2019-07-16T14:00:00-00:00","2019-07-16T15:00:00-00:00",0,"2019-07-16",8,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6471,"ACTUAL",3
"48","2019-07-16T09:00:00-00:00","2019-07-16T10:00:00-00:00",0,"2019-07-16",3,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5172,"ACTUAL",3
"49","2019-07-16T08:00:00-00:00","2019-07-16T09:00:00-00:00",0,"2019-07-16",2,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5286,"ACTUAL",3
"50","2019-07-16T15:00:00-00:00","2019-07-16T16:00:00-00:00",0,"2019-07-16",9,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6787,"ACTUAL",3
"51","2019-07-16T18:00:00-00:00","2019-07-16T19:00:00-00:00",0,"2019-07-16",12,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,7151,"ACTUAL",3
"52","2019-07-16T19:00:00-00:00","2019-07-16T20:00:00-00:00",0,"2019-07-16",13,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,7196,"ACTUAL",3
"53","2019-07-16T21:00:00-00:00","2019-07-16T22:00:00-00:00",0,"2019-07-16",15,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,7267,"ACTUAL",3
"54","2019-07-17T06:00:00-00:00","2019-07-17T07:00:00-00:00",0,"2019-07-16",24,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5799,"ACTUAL",3
"55","2019-07-16T22:00:00-00:00","2019-07-16T23:00:00-00:00",0,"2019-07-16",16,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,7283,"ACTUAL",3
"56","2019-07-17T00:00:00-00:00","2019-07-17T01:00:00-00:00",0,"2019-07-16",18,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,7321,"ACTUAL",3
"57","2019-07-16T16:00:00-00:00","2019-07-16T17:00:00-00:00",0,"2019-07-16",10,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6965,"ACTUAL",3
"58","2019-07-16T20:00:00-00:00","2019-07-16T21:00:00-00:00",0,"2019-07-16",14,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,7231,"ACTUAL",3
"59","2019-07-17T04:00:00-00:00","2019-07-17T05:00:00-00:00",0,"2019-07-16",22,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6681,"ACTUAL",3
"60","2019-07-17T02:00:00-00:00","2019-07-17T03:00:00-00:00",0,"2019-07-16",20,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,7012,"ACTUAL",3
"61","2019-07-16T12:00:00-00:00","2019-07-16T13:00:00-00:00",0,"2019-07-16",6,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5474,"ACTUAL",3
"62","2019-07-16T13:00:00-00:00","2019-07-16T14:00:00-00:00",0,"2019-07-16",7,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5969,"ACTUAL",3
"63","2019-07-16T23:00:00-00:00","2019-07-17T00:00:00-00:00",0,"2019-07-16",17,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,7341,"ACTUAL",3
