"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","LOAD_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_AREA_NAME","LABEL","XML_DATA_ITEM","POS","MW","EXECUTION_TYPE","GROUP"
"1","2019-05-12T15:00:00-00:00","2019-05-12T16:00:00-00:00",0,"2019-05-12",9,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2413,"ACTUAL",1
"2","2019-05-12T08:00:00-00:00","2019-05-12T09:00:00-00:00",0,"2019-05-12",2,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2553,"ACTUAL",1
"3","2019-05-13T04:00:00-00:00","2019-05-13T05:00:00-00:00",0,"2019-05-12",22,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3231,"ACTUAL",1
"4","2019-05-12T17:00:00-00:00","2019-05-12T18:00:00-00:00",0,"2019-05-12",11,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2465,"ACTUAL",1
"5","2019-05-12T18:00:00-00:00","2019-05-12T19:00:00-00:00",0,"2019-05-12",12,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2530,"ACTUAL",1
"6","2019-05-12T14:00:00-00:00","2019-05-12T15:00:00-00:00",0,"2019-05-12",8,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2386,"ACTUAL",1
"7","2019-05-13T06:00:00-00:00","2019-05-13T07:00:00-00:00",0,"2019-05-12",24,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2729,"ACTUAL",1
"8","2019-05-12T22:00:00-00:00","2019-05-12T23:00:00-00:00",0,"2019-05-12",16,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3001,"ACTUAL",1
"9","2019-05-12T10:00:00-00:00","2019-05-12T11:00:00-00:00",0,"2019-05-12",4,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2408,"ACTUAL",1
"10","2019-05-13T01:00:00-00:00","2019-05-13T02:00:00-00:00",0,"2019-05-12",19,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3317,"ACTUAL",1
"11","2019-05-12T23:00:00-00:00","2019-05-13T00:00:00-00:00",0,"2019-05-12",17,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3057,"ACTUAL",1
"12","2019-05-12T11:00:00-00:00","2019-05-12T12:00:00-00:00",0,"2019-05-12",5,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2388,"ACTUAL",1
"13","2019-05-13T05:00:00-00:00","2019-05-13T06:00:00-00:00",0,"2019-05-12",23,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2988,"ACTUAL",1
"14","2019-05-13T03:00:00-00:00","2019-05-13T04:00:00-00:00",0,"2019-05-12",21,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3387,"ACTUAL",1
"15","2019-05-13T02:00:00-00:00","2019-05-13T03:00:00-00:00",0,"2019-05-12",20,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3369,"ACTUAL",1
"16","2019-05-13T00:00:00-00:00","2019-05-13T01:00:00-00:00",0,"2019-05-12",18,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3212,"ACTUAL",1
"17","2019-05-12T21:00:00-00:00","2019-05-12T22:00:00-00:00",0,"2019-05-12",15,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3024,"ACTUAL",1
"18","2019-05-12T20:00:00-00:00","2019-05-12T21:00:00-00:00",0,"2019-05-12",14,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3036,"ACTUAL",1
"19","2019-05-12T19:00:00-00:00","2019-05-12T20:00:00-00:00",0,"2019-05-12",13,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2721,"ACTUAL",1
"20","2019-05-12T16:00:00-00:00","2019-05-12T17:00:00-00:00",0,"2019-05-12",10,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2409,"ACTUAL",1
"21","2019-05-12T13:00:00-00:00","2019-05-12T14:00:00-00:00",0,"2019-05-12",7,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2357,"ACTUAL",1
"22","2019-05-12T12:00:00-00:00","2019-05-12T13:00:00-00:00",0,"2019-05-12",6,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2374,"ACTUAL",1
"23","2019-05-12T09:00:00-00:00","2019-05-12T10:00:00-00:00",0,"2019-05-12",3,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2460,"ACTUAL",1
"24","2019-05-13T05:00:00-00:00","2019-05-13T06:00:00-00:00",0,"2019-05-12",23,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1149,"ACTUAL",2
"25","2019-05-12T14:00:00-00:00","2019-05-12T15:00:00-00:00",0,"2019-05-12",8,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,889,"ACTUAL",2
"26","2019-05-13T02:00:00-00:00","2019-05-13T03:00:00-00:00",0,"2019-05-12",20,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1340,"ACTUAL",2
"27","2019-05-12T13:00:00-00:00","2019-05-12T14:00:00-00:00",0,"2019-05-12",7,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,848,"ACTUAL",2
"28","2019-05-12T16:00:00-00:00","2019-05-12T17:00:00-00:00",0,"2019-05-12",10,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,988,"ACTUAL",2
"29","2019-05-12T19:00:00-00:00","2019-05-12T20:00:00-00:00",0,"2019-05-12",13,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1070,"ACTUAL",2
"30","2019-05-12T23:00:00-00:00","2019-05-13T00:00:00-00:00",0,"2019-05-12",17,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1317,"ACTUAL",2
"31","2019-05-13T03:00:00-00:00","2019-05-13T04:00:00-00:00",0,"2019-05-12",21,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1331,"ACTUAL",2
"32","2019-05-13T01:00:00-00:00","2019-05-13T02:00:00-00:00",0,"2019-05-12",19,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1386,"ACTUAL",2
"33","2019-05-13T06:00:00-00:00","2019-05-13T07:00:00-00:00",0,"2019-05-12",24,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1025,"ACTUAL",2
"34","2019-05-12T22:00:00-00:00","2019-05-12T23:00:00-00:00",0,"2019-05-12",16,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1238,"ACTUAL",2
"35","2019-05-13T00:00:00-00:00","2019-05-13T01:00:00-00:00",0,"2019-05-12",18,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1376,"ACTUAL",2
"36","2019-05-12T10:00:00-00:00","2019-05-12T11:00:00-00:00",0,"2019-05-12",4,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,844,"ACTUAL",2
"37","2019-05-12T11:00:00-00:00","2019-05-12T12:00:00-00:00",0,"2019-05-12",5,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,839,"ACTUAL",2
"38","2019-05-12T17:00:00-00:00","2019-05-12T18:00:00-00:00",0,"2019-05-12",11,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1019,"ACTUAL",2
"39","2019-05-12T18:00:00-00:00","2019-05-12T19:00:00-00:00",0,"2019-05-12",12,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1047,"ACTUAL",2
"40","2019-05-12T20:00:00-00:00","2019-05-12T21:00:00-00:00",0,"2019-05-12",14,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1106,"ACTUAL",2
"41","2019-05-12T21:00:00-00:00","2019-05-12T22:00:00-00:00",0,"2019-05-12",15,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1162,"ACTUAL",2
"42","2019-05-13T04:00:00-00:00","2019-05-13T05:00:00-00:00",0,"2019-05-12",22,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1270,"ACTUAL",2
"43","2019-05-12T09:00:00-00:00","2019-05-12T10:00:00-00:00",0,"2019-05-12",3,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,866,"ACTUAL",2
"44","2019-05-12T12:00:00-00:00","2019-05-12T13:00:00-00:00",0,"2019-05-12",6,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,847,"ACTUAL",2
"45","2019-05-12T15:00:00-00:00","2019-05-12T16:00:00-00:00",0,"2019-05-12",9,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,946,"ACTUAL",2
"46","2019-05-12T08:00:00-00:00","2019-05-12T09:00:00-00:00",0,"2019-05-12",2,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,905,"ACTUAL",2
"47","2019-05-12T21:00:00-00:00","2019-05-12T22:00:00-00:00",0,"2019-05-12",15,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6391,"ACTUAL",3
"48","2019-05-12T23:00:00-00:00","2019-05-13T00:00:00-00:00",0,"2019-05-12",17,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6474,"ACTUAL",3
"49","2019-05-13T03:00:00-00:00","2019-05-13T04:00:00-00:00",0,"2019-05-12",21,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6536,"ACTUAL",3
"50","2019-05-12T08:00:00-00:00","2019-05-12T09:00:00-00:00",0,"2019-05-12",2,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5275,"ACTUAL",3
"51","2019-05-12T10:00:00-00:00","2019-05-12T11:00:00-00:00",0,"2019-05-12",4,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5114,"ACTUAL",3
"52","2019-05-12T17:00:00-00:00","2019-05-12T18:00:00-00:00",0,"2019-05-12",11,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6427,"ACTUAL",3
"53","2019-05-13T00:00:00-00:00","2019-05-13T01:00:00-00:00",0,"2019-05-12",18,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6582,"ACTUAL",3
"54","2019-05-13T04:00:00-00:00","2019-05-13T05:00:00-00:00",0,"2019-05-12",22,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6520,"ACTUAL",3
"55","2019-05-12T12:00:00-00:00","2019-05-12T13:00:00-00:00",0,"2019-05-12",6,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5128,"ACTUAL",3
"56","2019-05-12T22:00:00-00:00","2019-05-12T23:00:00-00:00",0,"2019-05-12",16,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6408,"ACTUAL",3
"57","2019-05-13T02:00:00-00:00","2019-05-13T03:00:00-00:00",0,"2019-05-12",20,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6523,"ACTUAL",3
"58","2019-05-13T06:00:00-00:00","2019-05-13T07:00:00-00:00",0,"2019-05-12",24,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5718,"ACTUAL",3
"59","2019-05-12T11:00:00-00:00","2019-05-12T12:00:00-00:00",0,"2019-05-12",5,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,5109,"ACTUAL",3
"60","2019-05-12T15:00:00-00:00","2019-05-12T16:00:00-00:00",0,"2019-05-12",9,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6031,"ACTUAL",3
"61","2019-05-12T20:00:00-00:00","2019-05-12T21:00:00-00:00",0,"2019-05-12",14,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6421,"ACTUAL",3
"62","2019-05-13T05:00:00-00:00","2019-05-13T06:00:00-00:00",0,"2019-05-12",23,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6157,"ACTUAL",3
"63","2019-05-12T18:00:00-00:00","2019-05-12T19:00:00-00:00",0,"2019-05-12",12,0,"ACTUAL","BCHA","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,6463,"ACTUAL",3
