"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","LOAD_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_AREA_NAME","LABEL","XML_DATA_ITEM","POS","MW","EXECUTION_TYPE","GROUP"
"1","2019-12-16T05:00:00-00:00","2019-12-16T06:00:00-00:00",0,"2019-12-15",22,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2928,"ACTUAL",1
"2","2019-12-15T10:00:00-00:00","2019-12-15T11:00:00-00:00",0,"2019-12-15",3,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2440,"ACTUAL",1
"3","2019-12-15T13:00:00-00:00","2019-12-15T14:00:00-00:00",0,"2019-12-15",6,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2757,"ACTUAL",1
"4","2019-12-15T15:00:00-00:00","2019-12-15T16:00:00-00:00",0,"2019-12-15",8,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2788,"ACTUAL",1
"5","2019-12-15T11:00:00-00:00","2019-12-15T12:00:00-00:00",0,"2019-12-15",4,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2492,"ACTUAL",1
"6","2019-12-16T04:00:00-00:00","2019-12-16T05:00:00-00:00",0,"2019-12-15",21,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3105,"ACTUAL",1
"7","2019-12-16T02:00:00-00:00","2019-12-16T03:00:00-00:00",0,"2019-12-15",19,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3268,"ACTUAL",1
"8","2019-12-15T14:00:00-00:00","2019-12-15T15:00:00-00:00",0,"2019-12-15",7,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2849,"ACTUAL",1
"9","2019-12-15T08:00:00-00:00","2019-12-15T09:00:00-00:00",0,"2019-12-15",1,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2466,"ACTUAL",1
"10","2019-12-16T07:00:00-00:00","2019-12-16T08:00:00-00:00",0,"2019-12-15",24,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2639,"ACTUAL",1
"11","2019-12-16T06:00:00-00:00","2019-12-16T07:00:00-00:00",0,"2019-12-15",23,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2776,"ACTUAL",1
"12","2019-12-15T22:00:00-00:00","2019-12-15T23:00:00-00:00",0,"2019-12-15",15,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2499,"ACTUAL",1
"13","2019-12-15T20:00:00-00:00","2019-12-15T21:00:00-00:00",0,"2019-12-15",13,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2269,"ACTUAL",1
