DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
152542.41942161144,0.0,0.0,8167.425000000001,-144374.99442161145
114422.01491924952,0.0,0.0,10041.711786083428,-104380.30313316609
137483.87396147405,0.0,0.0,7799.429999999986,-129684.44396147405
96530.92484104648,0.0,0.0,5858.892000000029,-90672.03284104646
99604.96629091384,0.0,0.0,8290.702129430032,-91314.2641614838
125544.6548489732,0.0,0.0,7098.576,-118446.0788489732
128520.93595355964,0.0,0.0,7637.5110519040845,-120883.42490165556
131758.51927048335,0.0,0.0,7547.844,-124210.67527048335
144800.67168807957,0.0,0.0,8419.287174034758,-136381.38451404482
194298.92309373975,0.0,0.0,7965.84,-186333.08309373975
151125.3656034694,0.0,0.0,7867.904567873832,-143257.46103559557
97721.94050906313,0.0,0.0,7923.292357324979,-89798.64815173816
129258.84197364055,0.0,0.0,8027.9062193030295,-121230.93575433752
199615.24886809892,0.0,0.0,8242.080468240345,-191373.16839985858
121433.48925953441,0.0,0.0,8017.2750000000015,-113416.2142595344
135120.45630047025,0.0,0.0,7544.2080000000005,-127576.24830047025
133872.20375119773,0.0,0.0,7709.306567873831,-126162.89718332389
160518.32314499136,0.0,0.0,7343.496051904129,-153174.82709308722
146869.05386043238,0.0,0.0,6299.799000000029,-140569.25486043235
95328.1492777816,0.0,0.0,7649.028,-87679.1212777816
118373.32367697565,0.0,0.0,9014.859000000002,-109358.46467697565
135890.15068518015,0.0,0.0,7734.696,-128155.45468518016
155406.75341295826,0.0,0.0,8961.272760395179,-146445.4806525631
144696.67467259034,0.0,0.0,8004.663000000001,-136692.01167259034
101829.923711147,0.0,0.0,7453.942357324979,-94375.98135382202
147441.63996349045,0.0,0.0,6965.052,-140476.58796349046
116114.81648131601,0.0,0.0,6824.853000000001,-109289.96348131601
139817.7771177601,0.0,0.0,7887.810000000001,-131929.9671177601
