"","OPR_DT","OPR_HR","OPR_INTERVAL","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","TRADING_HUB","RENEWABLE_TYPE","LABEL","XML_DATA_ITEM","MARKET_RUN_ID_POS","RENEW_POS","MW","MARKET_RUN_ID","GROUP"
"1","2019-10-10",2,0,"2019-10-10T08:00:00-00:00","2019-10-10T09:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-2.21872,"ACTUAL",1
"2","2019-10-10",3,0,"2019-10-10T09:00:00-00:00","2019-10-10T10:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-2.21918,"ACTUAL",1
"3","2019-10-10",4,0,"2019-10-10T10:00:00-00:00","2019-10-10T11:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-2.95342,"ACTUAL",1
"4","2019-10-10",5,0,"2019-10-10T11:00:00-00:00","2019-10-10T12:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-2.48618,"ACTUAL",1
"5","2019-10-10",6,0,"2019-10-10T12:00:00-00:00","2019-10-10T13:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-2.48644,"ACTUAL",1
"6","2019-10-10",7,0,"2019-10-10T13:00:00-00:00","2019-10-10T14:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-2.51522,"ACTUAL",1
"7","2019-10-10",8,0,"2019-10-10T14:00:00-00:00","2019-10-10T15:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,114.72145,"ACTUAL",1
"8","2019-10-10",9,0,"2019-10-10T15:00:00-00:00","2019-10-10T16:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,762.82531,"ACTUAL",1
"9","2019-10-10",10,0,"2019-10-10T16:00:00-00:00","2019-10-10T17:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1142.50546,"ACTUAL",1
"10","2019-10-10",11,0,"2019-10-10T17:00:00-00:00","2019-10-10T18:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1187.04701,"ACTUAL",1
"11","2019-10-10",12,0,"2019-10-10T18:00:00-00:00","2019-10-10T19:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1163.02098,"ACTUAL",1
"12","2019-10-10",13,0,"2019-10-10T19:00:00-00:00","2019-10-10T20:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1124.85841,"ACTUAL",1
"13","2019-10-10",14,0,"2019-10-10T20:00:00-00:00","2019-10-10T21:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1138.5753,"ACTUAL",1
"14","2019-10-10",15,0,"2019-10-10T21:00:00-00:00","2019-10-10T22:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1164.92572,"ACTUAL",1
"15","2019-10-10",16,0,"2019-10-10T22:00:00-00:00","2019-10-10T23:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1140.00658,"ACTUAL",1
"16","2019-10-10",17,0,"2019-10-10T23:00:00-00:00","2019-10-11T00:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,937.56376,"ACTUAL",1
