"","OPR_DT","OPR_HR","OPR_INTERVAL","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","TRADING_HUB","RENEWABLE_TYPE","LABEL","XML_DATA_ITEM","MARKET_RUN_ID_POS","RENEW_POS","MW","MARKET_RUN_ID","GROUP"
"1","2019-03-10",1,0,"2019-03-10T08:00:00-00:00","2019-03-10T09:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.2157,"ACTUAL",1
"2","2019-03-10",2,0,"2019-03-10T09:00:00-00:00","2019-03-10T10:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.23043,"ACTUAL",1
"3","2019-03-10",4,0,"2019-03-10T10:00:00-00:00","2019-03-10T11:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.23428,"ACTUAL",1
"4","2019-03-10",5,0,"2019-03-10T11:00:00-00:00","2019-03-10T12:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.26401,"ACTUAL",1
"5","2019-03-10",6,0,"2019-03-10T12:00:00-00:00","2019-03-10T13:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.26589,"ACTUAL",1
"6","2019-03-10",7,0,"2019-03-10T13:00:00-00:00","2019-03-10T14:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.25434,"ACTUAL",1
"7","2019-03-10",8,0,"2019-03-10T14:00:00-00:00","2019-03-10T15:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,25.75462,"ACTUAL",1
"8","2019-03-10",9,0,"2019-03-10T15:00:00-00:00","2019-03-10T16:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,548.352,"ACTUAL",1
"9","2019-03-10",10,0,"2019-03-10T16:00:00-00:00","2019-03-10T17:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1016.6417,"ACTUAL",1
"10","2019-03-10",11,0,"2019-03-10T17:00:00-00:00","2019-03-10T18:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1211.37264,"ACTUAL",1
"11","2019-03-10",12,0,"2019-03-10T18:00:00-00:00","2019-03-10T19:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1327.57153,"ACTUAL",1
"12","2019-03-10",13,0,"2019-03-10T19:00:00-00:00","2019-03-10T20:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1314.74002,"ACTUAL",1
"13","2019-03-10",14,0,"2019-03-10T20:00:00-00:00","2019-03-10T21:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1220.1521,"ACTUAL",1
"14","2019-03-10",15,0,"2019-03-10T21:00:00-00:00","2019-03-10T22:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1210.15727,"ACTUAL",1
"15","2019-03-10",16,0,"2019-03-10T22:00:00-00:00","2019-03-10T23:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1112.94881,"ACTUAL",1
"16","2019-03-10",17,0,"2019-03-10T23:00:00-00:00","2019-03-11T00:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,752.01813,"ACTUAL",1
"17","2019-03-10",18,0,"2019-03-11T00:00:00-00:00","2019-03-11T01:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,426.94925,"ACTUAL",1
"18","2019-03-10",19,0,"2019-03-11T01:00:00-00:00","2019-03-11T02:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,78.44676,"ACTUAL",1
"19","2019-03-10",20,0,"2019-03-11T02:00:00-00:00","2019-03-11T03:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.42992,"ACTUAL",1
"20","2019-03-10",21,0,"2019-03-11T03:00:00-00:00","2019-03-11T04:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.34563,"ACTUAL",1
