"","OPR_DT","OPR_HR","OPR_INTERVAL","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","TRADING_HUB","RENEWABLE_TYPE","LABEL","XML_DATA_ITEM","MARKET_RUN_ID_POS","RENEW_POS","MW","MARKET_RUN_ID","GROUP"
"1","2019-02-24",1,0,"2019-02-24T08:00:00-00:00","2019-02-24T09:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-1.2676,"ACTUAL",1
"2","2019-02-24",2,0,"2019-02-24T09:00:00-00:00","2019-02-24T10:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-1.31441,"ACTUAL",1
"3","2019-02-24",3,0,"2019-02-24T10:00:00-00:00","2019-02-24T11:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-1.28188,"ACTUAL",1
"4","2019-02-24",4,0,"2019-02-24T11:00:00-00:00","2019-02-24T12:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-1.29944,"ACTUAL",1
"5","2019-02-24",5,0,"2019-02-24T12:00:00-00:00","2019-02-24T13:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-1.30329,"ACTUAL",1
"6","2019-02-24",6,0,"2019-02-24T13:00:00-00:00","2019-02-24T14:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-1.29525,"ACTUAL",1
"7","2019-02-24",7,0,"2019-02-24T14:00:00-00:00","2019-02-24T15:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,6.8602,"ACTUAL",1
"8","2019-02-24",8,0,"2019-02-24T15:00:00-00:00","2019-02-24T16:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,306.13885,"ACTUAL",1
"9","2019-02-24",9,0,"2019-02-24T16:00:00-00:00","2019-02-24T17:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,955.85171,"ACTUAL",1
"10","2019-02-24",10,0,"2019-02-24T17:00:00-00:00","2019-02-24T18:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1183.39549,"ACTUAL",1
