DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[566813.3197533607],[432525.4252873118],[0.0],[27505.142189647657],[-106782.75227640127]
[516743.77681364975],[329979.1598622673],[0.0],[27507.28205665022],[-159257.33489473222]
[537304.1164656924],[379745.4008296182],[0.0],[26340.122056650216],[-131218.59357942396]
[475011.0353603336],[398145.59415149875],[0.0],[25702.400000000005],[-51163.04120883485]
[946470.2893688125],[1028336.2149632691],[0.0],[28221.240000000005],[110087.16559445672]
[792037.9561216693],[565038.3105805505],[0.0],[28556.46218964766],[-198443.1833514712]
[587496.1895250271],[465407.2021716138],[0.0],[27284.40205665022],[-94804.58529676305]
[3885.2959586722045],[6289799.521379194],[0.0],[26029.424246297865],[6311943.64966682]
[0.0],[6227064.966518591],[0.0],[25319.879999999997],[6252384.846518591]
[444822.1532392688],[260393.51673584885],[0.0],[23531.882056650218],[-160896.75444676972]
