DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
585196.628235095,403591.1049588794,0.0,27505.14218964766,-154100.38108656788
500903.925722518,173241.7437214652,0.0,27507.28205665022,-300154.89994440257
495655.50411446334,329976.6625742343,0.0,26332.680000000004,-139346.16154022905
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
896823.6519581829,275477.88073281525,0.0,27276.960000000006,-594068.8112253677
523420.26158465876,0.0,0.0,23343.142189647653,-500077.1193950111
752335.1026174943,0.0,0.0,25319.88,-727015.2226174943
474430.15188144293,0.0,0.0,21178.682056650217,-453251.4698247927
526904.4504977629,0.0,0.0,22949.320000000007,-503955.1304977629
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
583981.9961202227,160234.37490822852,0.0,26900.800000000017,-396846.82121199416
578806.0483375059,0.0,0.0,20609.360000000015,-558196.6883375059
467638.64609287377,0.0,0.0,20299.960000000003,-447338.68609287374
460889.3314567592,0.0,0.0,25336.36,-435552.9714567592
455275.7546091129,0.0,0.0,26075.640000000003,-429200.1146091129
468284.9891833777,0.0,0.0,27414.520000000004,-440870.4691833777
483469.7594752908,366091.8119025732,0.0,27634.800000000003,-89743.14757271757
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
522498.0079727565,335569.7921120137,0.0,26753.342189647658,-160174.87367109518
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
498060.8870747326,370210.66506595287,0.0,28348.640000000003,-99501.58200877969
1666.209054018759,6209838.160626743,0.0,28589.802056650216,6236761.753629375
