Hour,pr_e,pr_fre_u,pr_fre_d
0,31.65455129,2.68314355,12.0
1,31.65455129,2.668058799,12.0
2,31.65455129,2.667638754,12.0
3,31.65455129,2.667376149,12.0
4,31.65455129,2.683683448,12.0
5,31.65455129,2.687091492,12.0
6,31.65455129,2.6863489080000003,2.667376149
7,31.65455129,2.6617541730000003,12.0
8,31.65455129,2.660691992,12.0
9,31.65455129,2.66607497,12.0
10,31.65455129,2.6843548630000003,12.0
11,31.65455129,2.700831454,12.0
12,31.65455129,2.72465504,12.0
13,31.65455129,2.785235329,12.0
14,31.65455129,2.805455129,12.0
15,46.53808768,2.880730072,12.0
16,46.53808768,4.206808768,12.0
17,65.9687994,4.206808768,12.0
18,65.9687994,4.206808768,12.0
19,65.9687994,4.206808768,12.0
20,46.53808768,4.206808768,12.0
21,33.71991447,3.00858634,12.0
22,33.71991447,2.726008249,12.0
23,33.71991447,2.691788512,12.0
