netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
397.3362282007732,0.0,0.0,0.0
579.9186104269131,0.0,0.0,0.0
402.8857919999999,0.0,0.0,119.63
802.7986273628693,0.0,0.0,117.905
1447.2312081572795,0.0,0.0,116.55
1707.1298329679164,0.0,0.0,115.72000000000001
2083.2151615577654,0.0,0.0,114.74499999999998
1866.5011840122022,0.0,0.0,114.98
2363.2099952894314,0.0,0.0,116.3
1199.6043531513772,0.0,0.0,120.81
151.91996472958147,0.0,0.0,124.56
0.0,0.0,0.0,132.22000000000003
0.0,0.0,0.0,132.69000000000003
932.2686603860104,0.0,0.0,127.08
467.2798474702872,0.0,0.0,117.89
619.4182775419432,0.0,0.0,108.915
1150.8460573046339,0.0,0.0,103.57499999999999
