Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,6215.22,0.6002030671189345,521.3321319531983
vehicle,1,2,6215.22,0.0,436.3690133053266
vehicle,1,3,6215.22,0.0,589.8739999999975
vehicle,1,4,6215.22,0.0,968.7851517117291
vehicle,1,5,6130.08,0.0,4322.4147338928415
vehicle,1,6,6073.32,0.0,8172.0767864917625
vehicle,1,7,6286.17,0.0,0.0
vehicle,1,8,6101.7,0.0,4150.768011631325
vehicle,1,9,6640.92,0.0,4613.293777672502
vehicle,1,10,6740.25,0.0,4740.590986931801
vehicle,1,11,6867.96,0.0,6005.064178352074
vehicle,1,12,6896.34,0.0,5911.264132702236
vehicle,1,13,6953.1,0.0,5316.128951967577
vehicle,1,14,7024.05,0.0,5458.9448543496555
vehicle,1,15,7052.43,0.0,5567.813791054164
vehicle,1,16,6527.4,0.0,6759.95852777576
vehicle,1,17,6428.07,0.0,9824.901208411668
vehicle,1,18,5973.99,0.0,6707.913545540177
vehicle,1,19,6229.41,0.0,6856.096673767814
vehicle,1,20,5874.66,0.0,5604.554719119387
vehicle,1,21,6016.56,0.0,6523.191148055974
vehicle,1,22,5959.8,0.0,5874.7852001306655
vehicle,1,23,6079.7791131104,0.0,9877.358297713794
vehicle,1,24,6130.08,0.0,41640.77169756693
