netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.0,0.0,0.0,0.0
9.792363,0.0,0.0,0.0
0.0,0.0,0.0,0.0
9.792363,0.0,0.0,0.0
9.792363,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,128.23499999999999
42.45303693334767,0.0,0.0,0.0
50.36072399999999,0.0,0.0,131.13000000000002
0.0,0.0,0.0,133.375
151.08217199999999,0.0,0.0,137.31500000000003
201.44289599999996,0.0,0.0,143.06500000000003
240.91624488062388,0.0,0.0,149.765
154.42544336668414,0.0,0.0,155.46499999999997
0.0,0.0,0.0,158.82500000000005
100.72144799999998,0.0,0.0,158.67999999999995
0.0,0.0,0.0,158.395
0.0,0.0,0.0,155.58500000000004
2854.144568919343,0.0,0.0,147.8
2770.3962782591198,0.0,0.0,138.55
2768.1611291999916,0.0,0.0,127.74500000000002
2348.488429199991,0.0,0.0,118.36500000000004
3713.4039404999558,0.0,0.0,112.30000000000001
