DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[493716.3838135107],[292416.13287237595],[0.0],[20400.782189647656],[-180899.4687514871]
[407558.37911879306],[0.0],[0.0],[20138.362056650214],[-387420.01706214284]
[450248.3861680076],[242672.0384846001],[0.0],[20124.362056650214],[-187451.98562675732]
[515256.37246379786],[0.0],[0.0],[20200.040000000005],[-495056.3324637979]
[398246.3761110875],[0.0],[0.0],[20030.800000000003],[-378215.5761110875]
[332865.77809169906],[0.0],[0.0],[18170.742189647655],[-314695.03590205143]
[432725.3124797696],[0.0],[0.0],[18038.722056650215],[-414686.59042311937]
[484395.49512066133],[0.0],[0.0],[20890.10424629787],[-463505.3908743635]
[414276.2579647782],[0.0],[0.0],[19735.72],[-394540.53796477825]
[400217.1252177575],[0.0],[0.0],[19791.802056650216],[-380425.32316110726]
[416677.81979881634],[0.0],[0.0],[20288.38218964765],[-396389.4376091687]
[415934.486304746],[258763.58244538936],[0.0],[19723.32],[-137447.58385935664]
[402342.47271385195],[0.0],[0.0],[18344.52],[-383997.95271385193]
[312834.8658887358],[0.0],[0.0],[17647.62424629787],[-295187.24164243793]
[445882.31989707355],[0.0],[0.0],[19998.26424629787],[-425884.05565077567]
[385604.0362748483],[0.0],[0.0],[20323.70424629787],[-365280.3320285504]
[431623.676929598],[285844.6486575677],[0.0],[20500.920000000006],[-125278.10827203031]
[456967.13680264],[325752.2371213761],[0.0],[21472.08205665022],[-109742.8176246137]
[467532.9122821165],[0.0],[0.0],[21000.56205665022],[-446532.35022546625]
[313638.9145165809],[0.0],[0.0],[18835.222189647655],[-294803.6923269332]
