Hour,pr_e,pr_fre_u,pr_fre_d
0,31.97431932293307,2.7006803108336865,0.0005486228111083897
1,31.97431932293307,2.6911499784796886,0.0005097841772272428
2,31.97431932293307,2.689031255521112,0.0005031074178736212
3,31.97431932293307,2.689031255521112,0.0005097841772272428
4,31.97431932293307,2.7029221818511573,0.0005486228111083897
5,31.97431932293307,2.6605399918372683,0.0005486228111083897
6,30.867868225027188,2.5466437961516224,0.0005663432964649272
7,30.867868225027188,0.0010654587888237882,12.0
8,30.867868225027188,0.0013327824985744595,0.0006116632901213827
9,30.867868225027188,0.0012785900610706126,12.0
10,30.867868225027188,0.0012785900610706126,12.0
11,30.867868225027188,0.0012785900610706126,12.0
12,30.867868225027188,0.0012785900610706126,12.0
13,30.867868225027188,0.0013327824985744595,12.0
14,30.867868225027188,0.0013327824985744595,12.0
15,30.867868225027188,2.5466437961516224,12.0
16,30.867868225027188,2.6595900715582688,12.0
17,31.64374999153381,2.6869030156860525,12.0
18,65.94914582290343,3.0955432735814625,12.0
19,65.94914582290343,3.0955432735814625,12.0
20,34.55543273581463,2.9155797970795803,12.0
21,31.64374999153381,2.7726193490191693,12.0
22,31.35239339451138,2.7246550398748832,12.0
23,31.35239339451138,2.7752393394511383,12.0
