DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[0.0],[0.0],[0.0],[0.0]
[628011.795099301],[337948.44015810086],[0.0],[19819.722056650215],[-270243.63288454997]
[8475.637789265631],[6370626.517247282],[0.0],[19370.642056650213],[6381521.521514667]
[549032.2688188552],[324713.7358097408],[0.0],[21411.0],[-202907.53300911438]
[741648.9749297982],[296859.3906860667],[0.0],[20460.280000000002],[-424329.3042437314]
[524862.1851767348],[334359.0744833298],[0.0],[21492.342189647658],[-169010.76850375737]
[926638.6418426766],[501507.47558892175],[0.0],[21642.042056650214],[-403489.1241971046]
[597553.5635576458],[352646.56162519555],[0.0],[21329.744246297872],[-223577.25768615236]
[745356.8226887602],[458664.33086814557],[0.0],[19931.56],[-266760.93182061467]
[492828.0891421283],[271366.284404335],[0.0],[19617.242056650215],[-201844.56268114306]
[525729.6076851443],[430211.33817372564],[0.0],[21189.982189647657],[-74328.28732177097]
[623772.8922232311],[369597.9149291142],[0.0],[21906.320000000007],[-232268.6572941169]
[945123.2506138285],[475564.69210800354],[0.0],[22079.800000000003],[-447478.758505825]
