Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,0.0,0.0,43.57325
vehicle,1,2,0.0,0.0,42.25375
vehicle,1,3,0.0,0.0,41.72175
vehicle,1,4,0.0,0.0,33.10999999999999
vehicle,1,5,0.0,0.0,22.789999999996777
vehicle,1,6,0.0,0.0,18.06
vehicle,1,7,0.0,0.0,0.0
vehicle,1,8,0.0,0.0,36.98000000000001
vehicle,1,9,0.0,0.0,0.0
vehicle,1,10,0.0,0.0,12.04
vehicle,1,11,0.0,0.0,3.01
vehicle,1,12,0.0,0.0,46.44
vehicle,1,13,0.0,0.0,59.85875
vehicle,1,14,0.0,0.0,63.115500000000004
vehicle,1,15,0.0,0.0,65.884
vehicle,1,16,0.0,0.0,64.93000000000004
vehicle,1,17,0.0,0.0,68.49325
vehicle,1,18,0.0,0.0,67.49575
vehicle,1,19,0.0,0.0,65.51650000000001
vehicle,1,20,0.0,0.0,63.180249999999994
vehicle,1,21,0.0,0.0,59.45275000000001
vehicle,1,22,0.0,0.0,54.703250000000004
vehicle,1,23,0.0,0.0,50.28975000000001
vehicle,1,24,0.0,0.0,46.7075
