DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[722384.2198000939],[563571.8208179076],[0.0],[20592.782189647656],[-138219.61679253867]
[497846.20219009824],[387755.5536758886],[0.0],[21358.162056650213],[-88732.48645755945]
[534623.2480933141],[385742.77650508157],[0.0],[21457.482056650217],[-127422.98953158234]
[477712.69408886734],[282402.2848742838],[0.0],[21115.72],[-174194.68921458354]
[573894.718037851],[237618.2396108704],[0.0],[18804.72],[-317471.75842698064]
[493711.5342593904],[435458.1431613767],[0.0],[19962.462189647656],[-38290.92890836601]
[1120245.037137865],[976257.1782648582],[0.0],[22827.362056650218],[-121160.49681635667]
[494435.1484355441],[317407.7758588196],[0.0],[22640.74424629787],[-154386.62833042664]
[509618.7941352791],[296318.8113181161],[0.0],[21027.520000000004],[-192272.46281716297]
[466922.82024596696],[264854.46271886834],[0.0],[20941.562056650215],[-181126.7954704484]
[1271762.1733586837],[1039574.3705971229],[0.0],[21265.342189647654],[-210922.46057191305]
[506996.7937798855],[354352.43436894077],[0.0],[19682.120000000003],[-132962.23941094475]
[536542.0324530851],[287388.97209795716],[0.0],[18808.320000000003],[-230344.7403551279]
[490327.53045885626],[353088.91448348155],[0.0],[20751.30424629787],[-116487.31172907684]
[762544.6555321349],[435138.0985185809],[0.0],[21564.70424629787],[-305841.85276725615]
[968690.0109018225],[546563.4503948793],[0.0],[22206.82424629787],[-399919.7362606453]
[458997.34899318515],[248950.13242291985],[0.0],[21313.802056650216],[-188733.41451361508]
[455297.26957974944],[248526.79253829332],[0.0],[20845.122056650216],[-185925.35498480592]
[471861.1774305919],[192561.13318526215],[0.0],[18591.371889530215],[-260708.67235579953]
[471745.4725874233],[275950.99713962193],[0.0],[19097.182189647654],[-176697.29325815372]
