DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[102.58544737051034],[6320413.920660187],[0.0],[7046.179766376679],[6327357.514979193]
[799653.7566034833],[454926.2561219851],[0.0],[7530.712719827581],[-337196.78776167065]
[914314.1872155486],[450276.80097588024],[0.0],[7657.090719827576],[-456380.2955198408]
[1730221.4740743227],[1044021.9433581729],[0.0],[7785.288000000007],[-678414.2427161499]
[1703451.4297822407],[974423.699361859],[0.0],[7536.06],[-721491.6704203816]
[0.0],[0.0],[0.0],[0.0],[0.0]
[971669.3523386103],[547401.3307112616],[0.0],[7187.6427198275815],[-417080.37890752114]
[1049045.5079465976],[516860.6159205752],[0.0],[6896.268486204254],[-525288.6235398182]
[723939.1784361461],[380270.88049729867],[0.0],[7476.112000000003],[-336192.1859388474]
[950804.9870153205],[460193.5116469589],[0.0],[7650.7207198275755],[-482960.754648534]
[1072091.6676065968],[825424.577345449],[0.0],[7730.401766376679],[-238936.68849477114]
[825186.6655770898],[758074.7317705374],[0.0],[7547.176000000001],[-59564.75780655234]
[797142.3665237341],[251536.4831160755],[0.0],[7122.304000000001],[-538483.5794076585]
