gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.3717749333333333,0.0,0.010054568924596196
0.3703954320901392,0.0,0.007575729625530138
0.36775972759373027,0.0,0.009333333333333334
0.0,0.0,0.01127575395717274
0.3603475076509724,0.0,0.3638118197973603
0.3240360507712078,0.0,0.3631333333333333
0.0,0.0,0.047086240476700944
0.24076873323014225,0.0,0.2098560712475872
0.28883280974978154,0.0,0.3024333647406
0.24870376143651116,0.0,0.27715470580907137
0.2517265938429732,0.0,0.2772350666666668
0.21650392173140912,0.0,0.2804744
0.0,0.0,0.07873169770711257
0.19334837537839997,0.0,0.12904951750787574
0.20181998786530295,0.0,0.20572293580975393
0.18620523523630433,0.0,0.2108362315323792
0.21817034765307153,0.0,0.2638241333333342
0.24563591322170322,0.0,0.2748858502610003
0.28064162974966506,0.0,0.31922714427244697
0.30160763591658935,0.0,0.348806375028688
0.26369820925659865,0.0,0.3736683525434037
0.11483554115253651,0.0,0.3765341333333336
0.06426300101592033,0.0,0.4039124000000006
0.0,0.0,0.41547851628533494
0.3717749333333333,0.0,0.010054568924596196
