gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.3696,0.029666666666666668,0.3945333333333333
0.3696,0.031466666666666684,0.39272791562799925
0.3696,0.029433333333333332,0.3947666666666667
0.3582539343716029,0.0293,0.3949
0.3696,0.03256666666666667,0.3902333333333333
0.363,0.02623333333333333,0.38904
0.35292826666666643,0.024133333333333333,0.38794666666666666
0.3685,0.023546666666666743,0.3874933333333333
0.3762,0.026353333333333333,0.3969866666666667
0.3685,0.020286666666666668,0.39254
0.3487,0.01554,0.3808333333333333
0.3278,0.01587333333333338,0.36246
0.2830636819683309,0.017746666666666668,0.3524066666666667
0.3201,0.018966666666666666,0.3566733333333335
0.3025,0.012986666666666665,0.34602
0.2992,0.013486666666666666,0.3316133333333333
0.3179,0.01476,0.3558466666666667
0.3124,0.01692,0.34268
0.3256,0.01488000000000003,0.36336666666666667
0.3124,0.014173333333333335,0.3545333333333333
0.325636135421332,0.015186666666666666,0.3653133333333333
0.3476,0.012373333333333333,0.3876866666666667
0.3641,0.017233333333333333,0.4058
0.2737429622831162,0.012366666666666666,0.41183333333333333
0.3696,0.029666666666666668,0.3945333333333333
