gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.0,0.002141038467863485,0.31657181736348544
0.0,0.0,0.38044031455718624
0.0,0.0,0.368087997441158
0.0,0.0026666666666666666,0.07877393574024281
0.0,0.0011,0.1366168635215286
0.0,0.00424,0.11092430328253355
0.0,0.00218,0.09968725292805974
0.0,0.00594,0.12465198829071424
0.0,0.03654,0.13484236011167747
0.0,0.026266666666666667,0.10952752802901451
0.0,0.14177333333333333,0.31537428129966666
0.0,0.14353333333333335,0.2987365258943976
0.0,0.14066,0.29934187579661653
0.0,0.13507333333333335,0.3238448779269127
0.0,0.0883,0.23051769275087633
0.0,0.07646,0.21525335804363188
0.0,0.10599333333333333,0.24015132308564113
0.0,0.06718,0.18422948439561052
0.0,0.10620666666666667,0.25752892539149486
0.0,0.09418463705026667,0.2831123889579855
0.0,0.09229333333333332,0.21292939701251754
0.0,0.07784943832960188,0.12696702567355678
0.0007633333333333334,0.10556642462111517,0.063363408293982
0.0,0.080585839266926,0.0077
0.0,0.002141038467863485,0.31657181736348544
