gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.4048,0.03846666666666666,0.013533333333333335
0.4092,0.024733333333333333,0.022866666666666667
0.4081,0.023966666666666667,0.024733333333333333
0.0,0.4217389245308684,0.03476666666666666
0.1762421948403602,0.2211686534773677,0.0329
0.0022,0.3988196564610665,0.03546666666666667
0.0,0.3913977483545989,0.030169765876201807
0.19138402832960047,0.19533565993660107,0.02170666666666667
0.3555830569425975,0.037573333333333334,0.019366666666666667
0.0627,0.32886198454673143,0.015413333333333334
0.0693,0.30732113011399875,0.010053333333333334
0.275,0.08455145573666617,0.00304
0.0,0.3577066666666667,0.0047
0.1527840742602,0.2089254150037332,0.005406666666666667
0.15031906204539858,0.17342,0.009773333333333334
0.1316533769557043,0.17608865729200002,0.009346666666666666
0.1581732789237322,0.15692593401779756,0.008653333333333334
0.2651,0.05441333333333325,0.010666666666666666
0.3354189203685989,0.04156,0.01102
0.3451181260466663,0.051353333333333334,0.009806666666666667
0.2222,0.19196666666666654,0.007253333333333333
0.040873783097225315,0.3854066666666667,0.0023333333333333335
0.0011,0.44791333333333333,0.0028
0.0,0.4491,0.0077
0.4048,0.03846666666666666,0.013533333333333335
