Hour,pr_e,pr_fre_u,pr_fre_d
0,31.07848903,2.6863489080000003,2.659467746
1,31.07848903,2.68473503,2.547173335
2,31.07848903,2.685313823,2.547173335
3,31.07848903,2.699937345,2.659467746
4,31.07848903,2.72465504,2.659467746
5,31.07848903,2.719049477,2.659482394
6,30.97112865,2.6843548630000003,2.66607497
7,30.97112865,2.68473503,2.660198172
8,30.97112865,2.68473503,2.660198172
9,30.97112865,2.68473503,2.660198172
10,30.97112865,2.685313823,2.660198172
11,30.97112865,2.685319365,2.660539992
12,30.97112865,2.685737744,2.660691992
13,30.97112865,2.686903016,2.660691992
14,30.97112865,2.687091492,2.661669453
15,30.97112865,2.691788512,2.666851265
16,30.97112865,2.726827984,2.661669453
17,31.64374999,2.8043749989999998,2.661669453
18,65.9883258,3.2670610339999997,2.661669453
19,65.9883258,3.4028508669999997,2.661669453
20,37.62850867,3.4028508669999997,2.661340809
21,37.62850867,2.866804011,2.660539992
22,31.6247425,2.737252873,2.659590072
23,31.6247425,2.7200231319999997,2.659482394
