DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[151889.2267559577],[114755.16020606064],[0.0],[10465.781406372087],[-26668.285143524976]
[144907.10191277496],[67781.80189410804],[0.0],[10189.375039030616],[-66935.9249796363]
[210397.3634621782],[76480.1606638696],[0.0],[11532.997039030613],[-122384.205759278]
[142632.81937129414],[124347.03424391634],[0.0],[12471.102],[-5814.683127377793]
[147726.40926934735],[135028.43870603887],[0.0],[13010.411054544604],[312.44049123613513]
[144781.9622297476],[78895.60083102642],[0.0],[12073.92746091669],[-53812.43393780448]
[143668.799143049],[72237.59839395608],[0.0],[11430.307039030613],[-60000.8937100623]
[231544.38206077658],[216945.21832986886],[0.0],[11082.348445402698],[-3516.8152855050284]
[367185.4856177713],[374844.5267763512],[0.0],[11858.666054544603],[19517.70721312455]
[196438.85763154918],[138512.03318303687],[0.0],[11606.096779030613],[-46320.72766948171]
[302382.26463564066],[326170.20992657536],[0.0],[15462.907460916693],[39250.85275185137]
[143803.7441231077],[128468.655083639],[0.0],[14826.554054544604],[-508.5349849241029]
[161950.8782160128],[95382.08421117696],[0.0],[13035.792000000001],[-53533.00200483583]
[119833.76740565035],[73336.51471897968],[0.0],[12184.379406372089],[-34312.873280298576]
[208647.03946244123],[179335.040552205],[0.0],[11155.0504454027],[-18156.94846483352]
[127709.84613999317],[66304.33866238639],[0.0],[10682.837406372088],[-50722.670071234694]
[155230.88931031397],[67241.57599483372],[0.0],[12256.678039030616],[-75732.63527644964]
[148892.31139031606],[100754.36506930512],[0.0],[12871.138039030615],[-35266.808281980324]
[157126.98637401356],[128016.729715008],[0.0],[13008.961039030615],[-16101.29561997496]
[141079.71509978184],[125503.99206451217],[0.0],[12290.135406372086],[-3285.5876288975705]
