Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,0.0,0.0,33.341
vehicle,1,2,0.0,0.0,32.817750000000004
vehicle,1,3,0.0,0.0,32.7845
vehicle,1,4,0.0,0.0,33.804750000000006
vehicle,1,5,0.0,0.0,36.3265
vehicle,1,6,0.0,0.0,39.69525
vehicle,1,7,0.0,0.0,0.0
vehicle,1,8,0.0,0.0,41.86525
vehicle,1,9,0.0,0.0,0.0
vehicle,1,10,0.0,0.0,40.03475
vehicle,1,11,0.0,0.0,39.3645
vehicle,1,12,0.0,0.0,39.12125
vehicle,1,13,0.0,0.0,39.52375
vehicle,1,14,0.0,0.0,40.190500000000014
vehicle,1,15,0.0,0.0,41.023500000000006
vehicle,1,16,0.0,0.0,41.993
vehicle,1,17,0.0,0.0,43.6275
vehicle,1,18,72.24000000000005,0.0,44.74575000000001
vehicle,1,19,742.3487909466827,0.0,46.68125
vehicle,1,20,809.9964742460387,0.0,46.92624999999999
vehicle,1,21,491.42749318903606,0.0,44.805250000000015
vehicle,1,22,103.87426021652963,0.0,41.3875
vehicle,1,23,93.31000000000003,0.0,38.275999999999996
vehicle,1,24,90.30000000000004,0.0,36.26
