DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[581030.2791678475],[288905.12689919356],[0.0],[7014.553766376683],[-285110.5985022772]
[549964.8549548116],[281634.2478239407],[0.0],[6785.548000000001],[-261545.0591308709]
[790550.1335618407],[0.0],[0.0],[6470.198719827575],[-784079.9348420132]
[551095.3055810134],[284867.66646198754],[0.0],[7137.130000000006],[-259090.5091190259]
[845969.1764599531],[403737.9728009141],[0.0],[7449.022000000001],[-434782.181659039]
[562959.4047584778],[278509.5800267849],[0.0],[7425.509766376679],[-277024.3149653162]
[508199.5339276318],[236180.14431864914],[0.0],[7252.308000000007],[-264767.08160898264]
[6260.156226957264],[6442173.9285083935],[0.0],[7136.928486204254],[6443050.700767641]
[519347.63642875233],[252161.31971407647],[0.0],[6919.6680000000015],[-260266.64871467586]
[692736.8087966719],[277775.8406485043],[0.0],[6528.384253047145],[-408432.5838951204]
