netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
118.90726500000001,0.0,0.0,100.655
148.284354,0.0,0.0,98.23
144.0222869248954,0.0,0.0,97.16
88.131267,0.0,0.0,97.91499999999996
109.114902,0.0,0.0,101.30500000000002
109.114902,0.0,0.0,106.36
230.92032563778164,0.0,0.0,0.0
112.23839064995303,0.0,0.0,110.73500000000001
499.1204986990436,0.0,0.0,0.0
513.399603,0.0,0.0,105.535
275.19503019374764,0.0,0.0,103.405
515.8368874537788,0.0,0.0,102.34
553.3830820052663,0.0,0.0,103.245
137.19600813244224,0.0,0.0,106.30500000000002
657.7157910350069,0.0,0.0,110.385
472.831242,0.0,0.0,115.405
386.76691676936724,0.0,0.0,121.63271530127673
0.0,0.0,0.0,126.47999999999996
415.98443892628643,0.0,0.0,125.20500000000001
292.6154603999941,0.0,0.0,121.70000000000002
369.8254673993186,0.0,0.0,117.33500000000005
508.20342491959013,0.0,0.0,111.07
539.6579068314112,0.0,0.0,105.14877089
8299.447315199945,5405.735030206844,0.0,100.14377089000001
