DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[180291.0652419598],[114337.67850880956],[0.0],[10162.92746091669],[-55790.45927223354]
[370669.01695599686],[373385.4736450374],[0.0],[11179.357039030614],[13895.813728071167]
[240581.96071261528],[127182.38020618474],[0.0],[10859.499000000002],[-102540.08150643055]
[236898.56309445528],[151676.19597811037],[0.0],[11274.522],[-73947.84511634492]
[203719.2672878203],[98592.44535951872],[0.0],[11148.971054544603],[-93977.85087375696]
[163922.26131650887],[77502.63896900139],[0.0],[10601.462406372086],[-75818.1599411354]
[344182.2061430733],[285022.0063650482],[0.0],[11149.411039030612],[-48010.78873899451]
[246487.38945226098],[134373.50611338098],[0.0],[11167.440445402699],[-100946.4428934773]
[444676.0038950009],[362899.748450982],[0.0],[11091.095054544603],[-70685.1603894743]
[401290.3148743877],[352348.18022182415],[0.0],[11012.757000000001],[-37929.37765256356]
[205133.57386444267],[104567.64625500246],[0.0],[11123.341460916688],[-89442.58614852352]
[207439.36696154246],[82330.80679326713],[0.0],[10256.463],[-114852.09716827533]
[179484.29661460398],[82871.68543440886],[0.0],[10044.300000000001],[-86568.31118019512]
[291424.1245469253],[212998.6764319497],[0.0],[11529.935406372086],[-66895.51270860352]
[200971.1232874227],[99648.03355577271],[0.0],[11523.572406372086],[-89799.5173252779]
[192854.14484583662],[107370.35600597071],[0.0],[11313.9154454027],[-74169.87339446321]
[167799.11050386904],[85460.26547968952],[0.0],[11278.155000000002],[-71060.69002417952]
[177824.72862497845],[92148.49060122852],[0.0],[10788.372],[-74887.86602374993]
[182747.8806708154],[41791.90930340514],[0.0],[9409.771039030615],[-131546.20032837964]
[178960.0545150162],[89182.29568802749],[0.0],[9774.65846091669],[-80003.10036607203]
[158521.58618818969],[72364.7609189928],[0.0],[10645.257000000001],[-75511.56826919688]
[672912.9391340197],[626853.9739583725],[0.0],[11022.333],[-35036.63217564719]
[277912.50898680254],[262393.7512529657],[0.0],[11026.397406372087],[-4492.360327464761]
[184995.0041852417],[115939.01211358959],[0.0],[10968.886460916689],[-58087.10561073542]
[208184.92306020722],[134309.2968829574],[0.0],[10754.90940637209],[-63120.71677087774]
[171349.10942961194],[79326.9564672564],[0.0],[9949.324039030613],[-82072.82892332492]
[173969.73742783815],[84538.24098936419],[0.0],[9544.276039030614],[-79887.22039944335]
[405859.8902935937],[365095.30935311265],[0.0],[10772.315054544604],[-29992.265885936446]
[449904.5536212553],[346297.1620232114],[0.0],[10751.696406372086],[-92855.69519167184]
