Hour,pr_e,pr_fre_u,pr_fre_d
0,30.469030156860526,2.6616694532098832,8.0
1,30.469030156860526,2.660691992151889,8.0
2,30.469030156860526,2.6616694532098832,8.0
3,30.469030156860526,2.66175417304156,8.0
4,30.469030156860526,2.6660749703112274,8.0
5,30.216694532098824,2.54717333503316,8.0
6,17.54767928298358,0.00141251128080525,0.002108918850588151
7,17.54767928298358,0.0012785900610706126,8.0
8,17.54767928298358,0.00186112322224073,0.0010654587888237882
9,17.54767928298358,0.0012785900610706126,8.0
10,17.54767928298358,0.0012785900610706126,8.0
11,17.54767928298358,0.0012785900610706126,8.0
12,17.54767928298358,0.0013327824985744595,8.0
13,17.54767928298358,0.0013327824985744595,8.0
14,17.54767928298358,0.0015046772552772415,8.0
15,17.54767928298358,0.0017770943921310844,8.0
16,17.54767928298358,0.002108918850588151,8.0
17,30.19590071558269,2.6594677462018343,8.0
18,31.97468286457417,2.6638171251961857,8.0
19,65.9553137722021,2.837468286457417,8.0
20,31.97468286457417,2.837468286457417,8.0
21,31.97468286457417,2.837468286457417,8.0
22,31.97468286457417,2.837468286457417,8.0
23,31.97468286457417,2.837468286457417,8.0
