Hour,pr_e,pr_fre_u,pr_fre_d
0,37.22782257,2.700680311,0.000548623
1,37.22782257,2.700831454,0.000548623
2,37.22782257,2.702737683,8.0
3,37.22782257,2.707968795,8.0
4,37.22782257,2.719148989,0.000548623
5,37.22782257,2.726776612,0.000548623
6,37.22782257,2.546643796,0.000548623
7,37.22782257,0.001065459,8.0
8,37.22782257,0.00127859,8.0
9,37.22782257,0.001332782,8.0
10,37.22782257,0.001323045,8.0
11,37.22782257,2.54298466,8.0
12,37.22782257,2.547173335,8.0
13,37.22782257,2.685313823,8.0
14,37.22782257,2.7267868230000003,8.0
15,37.22782257,2.804380427,8.0
16,37.22782257,2.837468286457417,8.0
17,38.00315258,3.438903788,8.0
18,65.96367214,3.440315258,8.0
19,59.756777189999994,3.4058970669999997,8.0
20,59.756777189999994,3.440315258,8.0
21,37.98903788,2.837468286457417,8.0
22,37.98903788,2.837468286457417,8.0
23,37.98903788,2.837468286457417,8.0
