Hour,pr_e,pr_fre_u,pr_fre_d
0,30.679687948625755,2.6660749703112274,0.0005787861068105055
1,30.679687948625755,2.66175417304156,0.0005767179249809138
2,30.679687948625755,2.6660749703112274,0.0005767179249809138
3,30.679687948625755,2.6843548631021843,0.0005787861068105055
4,30.679687948625755,2.7006803108336865,0.0007777030026413668
5,31.97468286457417,2.54717333503316,0.0009785922106222782
6,26.54995326293332,2.837468286457417,0.0009962192295314939
7,26.54995326293332,0.0017519511851640413,8.0
8,26.54995326293332,0.002067150639027064,0.0009962192295314939
9,26.54995326293332,0.0013327824985744595,8.0
10,26.54995326293332,0.0015046772552772415,8.0
11,26.54995326293332,0.0015046772552772415,8.0
12,26.54995326293332,0.0015046772552772415,8.0
13,26.54995326293332,0.0015225330005593958,8.0
14,26.54995326293332,0.0017770943921310844,8.0
15,26.54995326293332,0.00186112322224073,8.0
16,30.217541730415608,2.6594677462018343,8.0
17,31.97468286457417,2.667638754395772,8.0
18,31.97468286457417,2.837468286457417,8.0
19,73.37765390262962,2.837468286457417,8.0
20,59.75677719245546,2.837468286457417,8.0
21,31.97468286457417,2.837468286457417,8.0
22,31.97468286457417,2.837468286457417,8.0
23,31.97468286457417,2.837468286457417,8.0
