DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[156076.59565700797],[147186.2957303008],[0.0],[10809.91646091669],[1919.6165342095192]
[133955.2025264948],[81503.31878874432],[0.0],[11002.012039030615],[-41449.87169871987]
[168685.78608257096],[74159.17166318014],[0.0],[11086.369039030613],[-83440.24538036021]
[127623.56003723727],[93913.92594575629],[0.0],[10210.14505454461],[-23499.48903693637]
[126412.55230330188],[72796.03192366211],[0.0],[9447.299054544605],[-44169.22132509516]
[149804.64699390237],[38416.594642709344],[0.0],[10380.25646091669],[-101007.79589027633]
[125801.83066911613],[90867.27168077895],[0.0],[11009.355000000001],[-23925.203988337176]
[122500.32844906936],[83873.08737846803],[0.0],[11265.020406372088],[-27362.220664229244]
[165201.59332182],[71768.1319492923],[0.0],[10715.972054544603],[-82717.48931798308]
[154273.55057333177],[76061.42184828609],[0.0],[10985.947039030614],[-67226.18168601507]
[139983.1455173523],[77758.45479982787],[0.0],[10153.259406372088],[-52071.43131115234]
[161191.8085772491],[84502.32260961845],[0.0],[10002.854054544605],[-66686.63191308604]
[124531.47029066486],[90806.4230847888],[0.0],[11181.752054544602],[-22543.295151331462]
[152669.45716007368],[38971.38932288108],[0.0],[10704.075445402701],[-102993.9923917899]
[199491.72884352686],[86246.5339010458],[0.0],[11235.914406372089],[-102009.28053610897]
[157416.4360020166],[127987.12157236469],[0.0],[10715.051406372088],[-18714.26302327981]
[125667.13529442114],[78070.99743781617],[0.0],[10408.132039030614],[-37188.00581757436]
[144161.65769019548],[76139.21495859185],[0.0],[9990.393000000002],[-58032.049731603634]
[151487.78899724563],[76357.95574957476],[0.0],[9513.231000000002],[-65616.60224767087]
[340347.0500599709],[362740.42969233345],[0.0],[10246.268406372088],[32639.648038734682]
[133206.1025004287],[77140.5551510121],[0.0],[9989.826000000001],[-46075.721349416606]
[127897.53742615167],[76151.17084157286],[0.0],[10414.719000000001],[-41331.64758457881]
[227224.0115055759],[146570.38126170845],[0.0],[10717.851445402699],[-69935.77879846477]
[155243.3462284946],[68668.18229479618],[0.0],[10326.30746091669],[-76248.85647278173]
[165143.91074399056],[70587.74134512906],[0.0],[9429.872406372087],[-85126.29699248941]
[131379.7632909884],[133850.75706718434],[0.0],[9132.102],[11603.095776195958]
