netload,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
96.79403906369487,0.0,0.0,0.0
165.93735934791874,0.0,0.0,39.396
172.4514093941791,0.0,0.0,0.0
141.64200000000005,0.0,0.0,38.8815
331.8309999999999,0.0,0.0,38.9095
428.44823846185545,0.0,0.0,39.341750000000005
534.9078192878419,0.0,0.0,40.31475
518.0912744814285,0.0,0.0,30.95999999999999
565.0050280837836,0.0,0.0,43.44375
682.8051589437616,0.0,0.0,45.356500000000004
265.89535306959044,0.0,0.0,47.3235
240.8224967627661,0.0,0.0,49.30625
0.0,0.0,0.0,49.86275
0.0,0.0,0.0,50.03425000000002
0.0,0.0,0.0,49.09450000000001
0.0,0.0,0.0,46.01975
147.80230293458885,0.0,0.0,42.60725
665.1556184008764,0.0,0.0,39.985749999999996
