Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,8514.0,0.0,10.134056225567976
vehicle,1,2,8514.0,0.0,15.839895699952388
vehicle,1,3,8514.0,0.0,9.05312110963156
vehicle,1,4,8514.0,0.0,410.59500607298753
vehicle,1,5,8428.86,0.0,7872.930120740601
vehicle,1,6,8091.978888888889,0.0,9127.518003821293
vehicle,1,7,7931.027500000002,0.0,0.0
vehicle,1,8,7416.04875,0.0,11317.386344634833
vehicle,1,9,8002.634444444445,0.0,0.0
vehicle,1,10,7968.473333333333,0.0,5505.020045867482
vehicle,1,11,7970.838333333336,0.0,5607.984610935653
vehicle,1,12,7931.421666666666,0.0,5725.556317843842
vehicle,1,13,7865.99,0.0,5634.94943291363
vehicle,1,14,7641.315,0.0,5442.224534125475
vehicle,1,15,7725.666666666669,0.0,5712.192272234478
vehicle,1,16,7217.38875,0.0,5695.732102490575
vehicle,1,17,7537.255,0.0,5587.3882837962465
vehicle,1,18,7266.856666666668,0.0,5323.7449002018075
vehicle,1,19,8011.043333333332,0.0,5950.738653857137
vehicle,1,20,7673.636666666667,0.0,5548.299371684547
vehicle,1,21,8311.135555555558,0.0,5696.307160027704
vehicle,1,22,8147.425000000001,0.0,5697.609873944483
vehicle,1,23,8434.18125,0.0,18125.156953071782
vehicle,1,24,8514.0,0.0,75447.54394817681
