DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
154058.90000648447,84137.26374454235,0.0,10809.782406372087,-59111.853855570036
132528.9190785532,86177.9511998544,0.0,11000.970750000002,-35349.9971286988
148319.7232499427,74185.05983964453,0.0,11085.236054544606,-63049.42735575358
211036.73875382595,175872.67366909795,0.0,10210.145054544606,-24953.92003018339
138065.8720052261,81889.87766064845,0.0,9447.299054544606,-46728.695290033036
125650.7574862582,88913.64227402344,0.0,10853.669054544604,-25883.446157690152
124913.41230488148,71596.97220276485,0.0,11009.489054544603,-42306.95104757203
119251.08960139871,68390.14675020386,0.0,11265.020406372088,-39595.92244482276
129470.97811501868,58503.81049655138,0.0,11298.042000000001,-59669.1256184673
141012.4946170865,74499.90926734559,0.0,10985.947039030614,-55526.63831071029
145976.3381975711,73735.74888690816,0.0,10153.185000000001,-62087.404310662954
147441.34904850338,69501.76544990065,0.0,10002.720000000001,-67936.86359860274
136644.38375140796,132490.62863389644,0.0,11181.618000000002,7027.862882488465
149297.77909375093,82903.53894729991,0.0,11274.761054544604,-55119.47909190641
111849.03337906014,67956.5060892915,0.0,11235.840000000002,-32656.68728976864
130373.75288627268,14117.00037540366,0.0,10217.067000000001,-106039.68551086902
