DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[542842.8907951834],[350188.3374168073],[0.0],[6775.1677663766795],[-185879.38561199937]
[946240.4344801414],[388788.1711461986],[0.0],[6760.453602843576],[-550691.8097310993]
[956949.1177286853],[123676.0066256436],[156.6778080000106],[6876.9051169840095],[-826239.5281780576]
[762343.4355658265],[445429.56623009034],[0.0],[7516.348000000007],[-309397.52133573615]
[0.0],[0.0],[0.0],[0.0],[0.0]
[620401.8427291985],[320916.48577464477],[0.0],[7067.613766376684],[-292417.74318817706]
[737718.4764567703],[419159.3313715019],[0.0],[7434.700719827576],[-311124.44436544087]
[1152372.4987219623],[513803.6739531097],[0.0],[7446.692486204253],[-631122.1322826484]
[873170.5853782916],[411603.1009703532],[0.0],[7393.974000000006],[-454173.5104079384]
[739351.8850475063],[487766.454322797],[0.0],[7344.442719827575],[-244240.9880048817]
[1142313.739462444],[882758.3281259923],[0.0],[7415.443766376687],[-252139.96757007507]
[1047470.0128693511],[476757.8477317741],[0.0],[6837.642000000005],[-563874.523137577]
[599424.5638613265],[343360.6185480038],[0.0],[6696.200000000001],[-249367.74531332275]
[998820.6662064428],[513363.6591711704],[0.0],[7689.2004862042595],[-477767.80654906813]
[1053275.2268763734],[505501.064090597],[0.0],[7684.958486204254],[-540089.2042995722]
[1007492.3471772552],[487394.4731391627],[0.0],[7541.737766376679],[-512556.1362717158]
[835324.8872730164],[440126.13600199856],[0.0],[7518.770000000008],[-387679.9812710178]
[889577.8940651816],[421613.13652451313],[0.0],[7194.852719827575],[-460769.9048208409]
[583434.0619892903],[304068.2358782605],[0.0],[6602.036719827581],[-272763.7893912022]
[672177.3013542409],[284471.2576809443],[0.0],[6516.321766376691],[-381189.7219069199]
[616916.559130308],[314153.98035427125],[0.0],[7096.838000000006],[-295665.74077603675]
[627696.2119350256],[433362.9419694374],[0.0],[7350.826719827575],[-186982.44324576063]
[1247737.7398787853],[861330.4850494862],[0.0],[7353.508486204255],[-379053.746343095]
[629185.7321047315],[351846.2393991585],[0.0],[7312.473766376679],[-270027.0189391963]
[845168.6166537905],[371386.9300724663],[0.0],[7169.911766376686],[-466611.77481494745]
[618404.169619807],[324313.0080489485],[0.0],[6634.642719827575],[-287456.51885103097]
[590853.5723897866],[331935.26262868114],[0.0],[6364.610719827576],[-252553.69904127787]
[804801.2392395037],[429263.2473201258],[0.0],[7181.454000000008],[-368356.5379193779]
[982007.0364692666],[536234.0151800079],[0.0],[7170.374486204255],[-438602.6468030545]
[703679.4728086005],[399395.7568996232],[0.0],[7125.252486204254],[-297158.46342277306]
[792383.1718550102],[372626.9132217795],[0.0],[7255.3404862042535],[-412500.91814702644]
