Hour,pr_e,pr_fre_u,pr_fre_d
0,46.53808767760486,2.6870914922975584,8.0
1,46.53808767760486,2.6836834480486558,8.0
2,46.53808767760486,2.6829038174265727,8.0
3,46.53808767760486,2.668058799181161,8.0
4,46.53808767760486,2.6863489075000864,8.0
5,46.53808767760486,2.7029221818511573,8.0
6,46.53808767760486,2.7829619220830013,0.0005486228111083897
7,46.53808767760486,2.8054551287410487,8.0
8,46.53808767760486,2.7260082489679984,0.0005767179249809138
9,46.53808767760486,2.7079687948625755,8.0
10,46.53808767760486,2.7039157270969736,8.0
11,46.53808767760486,2.7152639008078343,8.0
12,46.53808767760486,2.6870914922975584,8.0
13,46.53808767760486,2.5466437961516224,8.0
14,46.53808767760486,2.7200231321570865,8.0
15,46.53808767760486,3.008586339818464,8.0
16,65.95673617499342,4.411699743119164,8.0
17,48.58699743119164,4.2019480212948,8.0
18,48.58699743119164,3.3595174532692798,8.0
19,48.58699743119164,3.0566521786777168,8.0
20,48.58699743119164,3.734718946319824,8.0
21,65.9553137722021,4.411699743119164,8.0
22,65.9553137722021,2.8054551287410487,8.0
23,65.96362088204617,4.411699743119164,8.0
