maxcap_ws,maxcap_ws
11087.71655,248.32801
9087.23778,296.95612
5774.1195,409.60001
1258.74732,556.88159
-13.80906,592.88468
-41.06156,890.96579
-40.31643,1153.14605
-39.9526,1097.35353
-53.05077,954.88443
-65.05099,968.82847
-65.90064,981.8051
-66.85104,973.11349
-65.74895,1022.42206
-65.82927,1298.324
-70.57104,1194.84342
19.22836,1179.45551
2991.6131,1046.38986
8168.35661,1223.63491
11644.08598,1580.92642
12998.23182,1411.19014
13655.61766,1321.91218
13868.73154,1511.26234
13316.97108,1853.22647
13536.88949,2550.84292
11071.29059,2879.64561
9222.84531,3093.78345
6507.43854,3391.35027
1764.23798,2908.83235
-16.85503,2452.71571
-62.80261,2380.16789
-62.53257,2155.75459
-63.02516,1625.48194
-66.50222,1647.67812
-65.43132,2771.47002
-66.36285,2401.08652
-66.94807,2269.50174
-67.83522,2308.66003
-66.77869,2162.35783
-72.05873,2096.36186
95.96626,2084.01964
3126.08948,1936.35646
8241.04244,1498.19328
12047.95579,1125.06339
13002.2701,910.53359
13716.72931,746.05865
13073.28251,731.87957
11958.97069,876.2803
13098.08707,997.52794
11421.18696,1070.84147
11182.57794,1108.28497
7390.65517,1324.46975
1797.02653,1422.14239
-48.69493,1480.54193
-63.37823,1455.76082
-62.8266,1384.72202
-63.99298,1411.19127
-64.73056,1393.11669
-63.15583,1180.96064
-61.861,933.87467
-62.27961,735.88839
-64.04334,717.79632
-64.28091,820.99309
-70.32923,851.19779
22.88364,947.66538
2428.16654,1120.6232
5322.99083,1202.11305
8935.86446,1271.74052
10707.33964,1203.10815
12030.68583,1137.39771
12971.74037,1243.18406
12759.13046,1326.31972
13320.77464,1368.37224
10436.29856,1367.36244
6743.56254,1650.77573
4807.64407,1920.68336
1114.78521,1792.15498
-18.66189,1539.14579
-66.44177,1279.10776
-63.95144,1372.18447
-64.18174,1552.16417
-65.84425,1663.90683
-64.85895,1859.78651
-66.06543,2148.84569
-65.25422,2398.59248
-64.44783,2474.9605
-64.30351,2443.49391
-69.65052,2177.26788
84.09179,2193.78993
3738.43556,2415.04561
9688.03141,2526.94153
12679.9804,2395.75402
13202.20525,2241.5363
13394.5927,2491.24565
13477.59847,2672.49848
13248.13706,2944.04358
11989.79021,3369.26949
10132.36724,3359.79353
9023.08572,3138.04031
7049.8019,2986.42632
2027.91437,2698.4806
-48.98287,2560.76152
-66.43382,2405.57119
-61.72372,2548.67311
-63.17829,2967.87321
-64.96809,3009.09094
-64.36368,3323.94788
-63.268,3388.69553
-62.64284,3490.54331
-62.47097,3456.07681
-61.78937,3315.60576
-65.62699,2488.25068
155.20765,2263.45269
4573.48099,2567.48211
11252.57817,2466.3512
13701.68593,2357.95825
14504.54986,1727.5039
13902.19028,1746.23724
13122.11522,1646.48412
12161.10136,1938.34746
11382.03871,2048.38947
10976.06722,2191.32255
11239.97592,2362.10597
8587.8869,2775.18986
2642.49926,3084.40716
8.33209,3020.2616
-61.39795,3051.36743
-60.8557,2946.06796
-60.36153,3105.26491
-60.6806,2864.46479
-59.85558,2528.34548
-59.28047,2276.97359
-58.93401,2266.03672
-60.12717,2481.13827
-60.74783,2024.38931
-64.0893,1757.9431
166.71727,1582.86365
4169.115,1384.78453
9651.07714,1046.8761
11366.02966,1455.3497
10221.04518,1658.34345
9515.76175,1627.7003
10431.01988,1443.43717
10699.63893,1956.70626
11080.55651,1827.74009
12756.59812,1596.37895
11432.23227,1858.13743
8297.25409,2463.75692
2291.63603,2887.50825
32.97434,3025.43579
-62.47083,3059.14884
-61.57809,2919.16382
-59.76501,2840.23525
-60.94961,2636.17236
-59.57832,2399.62037
-59.44074,2434.95116
-59.48517,2243.99054
-61.13973,2118.42258
-61.2874,2233.85497
-67.90563,2011.04389
232.95848,1955.03729
3516.61872,1495.56519
8909.26814,791.7056
11508.86027,469.29752
13707.54811,436.70575
14201.58749,544.90621
14275.37828,987.24611
12562.67923,1263.49422
12349.60829,2046.03972
10880.63337,2622.23307
9376.01735,2712.21873
5632.09906,3008.66616
2066.69254,2985.35051
78.10415,2745.04105
-27.19864,2663.5076
-23.96787,2913.51424
-23.46607,2915.97248
-26.58008,3220.02022
-25.24068,3273.41932
-25.69591,2746.59375
-24.70995,2841.35467
-22.65165,2820.6402
-23.8752,2930.28473
-30.31245,2762.97028
237.88269,2761.08955
3367.94487,2998.41793
8567.37083,3030.99276
10748.07196,3156.17577
11013.61691,3242.21115
11891.33856,3146.46494
12260.54229,3020.32736
13129.54552,2915.92509
12790.06261,3092.78673
12643.60435,3185.11007
11518.98078,3427.71832
8571.00338,3699.98965
2438.70509,3387.04114
30.93688,2483.93503
-26.77802,1898.62408
-24.21662,2305.36387
-24.36961,3120.64678
-26.50349,3089.44484
-25.9889,3455.08073
-26.1775,3548.43898
-25.34505,3578.88186
-24.61823,3061.90831
-26.30873,2638.24361
-33.65323,2300.76775
312.14654,2325.38939
4704.00559,2531.64336
11493.54557,2580.27999
12932.06549,2872.8803
13371.3758,3126.41377
13056.85707,3496.67464
12770.90199,3527.28624
13966.92643,3324.62487
15054.62677,3147.30622
14339.66414,3020.71215
13201.41233,3218.48641
9987.44852,3306.65571
3237.97294,3224.49083
122.14348,3326.41068
-3.92868,3416.59223
-3.8436,3380.37848
-4.80243,3263.66224
-22.01669,3105.48107
-62.98982,2898.70111
-63.47105,2307.96326
-61.35356,2172.56921
-60.15743,1998.60581
-58.63056,1978.45074
-64.63998,1754.91966
300.54834,1525.58004
4874.02649,1538.73159
9867.71238,1520.05482
11125.88094,2021.13717
13913.11581,2738.82384
12883.72234,2945.16517
12098.2397,2589.61825
11170.5275,2509.24251
10583.04458,2900.21413
8215.30669,3416.67634
6959.44033,3426.12477
5624.03293,3360.99477
1682.58667,3468.07686
-33.51317,3068.18651
-62.79364,3109.23307
-59.02682,3398.84152
-62.32241,3416.51212
-63.92563,3754.45844
-63.76168,3972.8885
-65.33718,4020.84993
-62.96557,3827.88911
-61.77365,3691.28966
-61.997,3626.7801
-67.58935,3215.56515
155.87459,2627.77236
3696.82765,2192.62626
9655.55828,2050.59598
12596.26408,1716.6024
13410.0754,1541.0348
13965.56728,1221.6976
13929.7059,1153.94888
13741.06859,1180.02512
13862.3127,1393.36906
13334.29782,1798.2947
12568.62145,1911.92816
10056.71182,2151.98062
3326.85776,2556.29275
97.69277,2756.40058
-67.3003,2610.76594
-63.10478,2558.59516
-65.05144,2014.29835
-65.05644,1326.43386
-63.98389,1036.88654
-65.03096,874.3153
-63.44732,670.30452
-62.48634,521.741
-62.85698,448.79127
-67.03563,332.99157
421.93892,178.87827
5580.28098,133.30507
12011.44751,138.20481
14447.52115,234.09692
15375.69552,241.58676
15653.63794,206.3614
15734.88944,142.92147
15910.49904,94.22237
15799.31177,150.97874
14916.82139,535.62509
12415.83081,1169.44484
9799.833,1497.16995
3241.4845,1729.00884
80.53798,1923.09057
-61.59117,2016.41451
-60.65388,2191.21447
-60.36476,2525.73333
-60.64773,2826.79782
-58.65319,2865.68919
-58.43344,2559.48233
-58.56314,2912.2559
-59.91616,2947.47264
-61.15767,2647.16738
-64.02776,2504.97352
440.19364,2194.97036
4904.90425,1644.46002
8559.35264,1309.13027
9705.32872,1644.20604
9653.64225,1778.83052
9981.06376,1943.4782
9963.10356,2416.96157
9264.99023,3038.66853
9304.49452,3160.86787
9616.8142,3219.92703
10098.94985,3210.39506
7553.50748,3236.21338
2911.25461,3211.37782
64.45652,3080.97182
-63.07753,2774.54461
-62.12238,2555.90337
-59.77046,2656.25648
-60.09028,2817.64159
-59.02991,2992.80801
-58.9192,2987.34837
-58.56306,2669.76414
-58.58345,2595.12981
-58.24851,2421.75515
-65.12559,2521.6045
358.2929,2581.89845
3949.4167,2565.97047
9895.1418,2638.90377
12390.07217,2683.68797
12927.97059,2441.22594
13354.22877,2295.24498
13629.87816,2453.26672
13437.83766,2659.03305
12900.65381,3104.3936
11755.82236,3011.41045
9373.07016,3218.23135
6589.72637,3016.69146
2121.4769,2852.49574
3.45326,2496.20931
-62.52269,1955.81135
-61.39738,1757.10643
-60.0941,1995.86528
-61.20557,2537.43906
-60.30081,3008.36072
-61.58594,3042.02037
-63.21619,2898.67612
-60.94051,2600.58859
-60.87651,2611.3853
-65.75925,2571.61132
132.88364,2701.18911
3039.52527,2563.30043
6691.45733,3041.33817
8531.52085,3004.2205
9605.66789,3006.00871
10275.77305,3015.59243
10136.31022,3157.48862
9362.73694,3113.04007
10191.76625,2836.20389
8473.78546,3030.43543
8815.45914,3101.97483
6912.94353,3293.45477
2709.61896,3332.50058
3.97962,3245.08205
-62.41863,3320.86868
-61.96469,3242.21247
-64.74884,3130.40064
-67.26805,3005.04187
-65.48931,3052.02458
-65.99987,3101.17545
-65.70923,2710.417
-62.98819,2718.62996
-62.33558,2844.01146
-66.52556,2717.38632
567.06047,2120.33055
5966.19037,1382.97042
12034.14889,842.88577
14299.76752,630.9181
15173.28214,484.07001
15610.22163,513.64198
15907.77487,512.624
16149.28142,436.62179
15928.40352,427.0705
15209.11424,408.22072
13801.15187,457.85635
10618.25949,548.76792
4033.92497,866.93124
149.57736,1037.13696
-65.32911,1453.98489
-62.89178,1745.1388
-63.66857,1098.39145
-65.46435,945.83798
-64.51684,720.30219
-64.2744,648.12261
-63.47519,741.95456
-63.43876,714.06066
-65.93641,627.42853
-71.65422,500.94362
681.94901,513.82643
6477.77252,556.52538
12741.90098,587.78088
14886.88756,725.03991
15768.42044,585.3334
16067.58606,549.62373
15899.12886,483.20049
15915.8544,449.43013
15288.4223,372.12725
14554.79636,270.66972
13444.22311,174.37696
10773.51649,112.19448
4181.60009,93.20682
357.82384,81.8376
7.76112,163.72436
-64.3862,334.76777
-63.85484,476.48491
-66.2048,591.49283
-64.56802,529.92886
-64.55847,427.32548
-63.64858,401.41775
-63.87072,330.41711
-66.82514,341.52297
-71.21357,287.90856
659.58668,217.93139
6227.50896,127.73328
10322.72508,94.2964
12317.23872,75.858
12970.81912,142.86318
13773.33777,183.86016
13319.13174,199.73552
12578.81521,166.14585
13675.72553,231.19749
12742.37467,532.03721
11887.99341,1095.60838
8624.01075,1683.01164
2661.96255,2050.7617
280.84322,1999.49108
-41.9518,2533.81307
-64.87569,2640.1211
-64.38976,2609.19805
-66.03468,2801.61465
5070.09916,2789.72203
-65.08572,2879.7843
-64.07551,3014.39352
2311.99159,3078.61301
2723.94614,3194.85569
-70.27301,3416.90294
590.49135,3458.13732
5611.05823,3442.67063
11594.24236,3515.95486
13917.45058,3561.35613
14646.3365,3654.60166
12823.0183,4072.96744
12875.72737,4140.69295
11190.46626,4272.82693
10446.99404,4421.60686
11708.38253,4309.09744
10412.47719,4349.37551
8727.69117,4216.67968
3627.41536,3906.04514
222.49112,3431.3377
-62.9088,3221.38181
-61.05737,3192.15847
-59.37859,2953.79824
-59.50427,2756.48287
-59.44007,2427.6641
-59.23297,2440.16354
-59.36584,2957.55507
-60.88092,3103.55536
-62.55234,2904.01553
-64.83267,2882.52678
755.73594,2779.45603
6122.44923,2524.41429
9392.96569,2807.95869
9477.52524,3246.37875
9734.69897,3042.55531
9875.35432,2616.56489
10478.65727,2631.70689
10074.04008,2976.46564
9838.50371,3362.35348
9126.92711,3763.38948
8393.56194,4193.14946
8102.27914,4264.04643
3758.12881,4263.76761
201.79725,4265.82336
-40.39895,4312.23167
-38.65113,4195.87163
-36.35924,4036.38533
-37.4601,3911.73762
-36.7827,3372.0547
-36.20502,2504.30847
-36.12913,2144.65709
-37.74789,2038.11569
-37.9959,1662.8672
-46.13236,1356.44947
734.49265,1163.80247
6404.07855,1003.23595
12279.70828,700.61854
13986.86939,590.14693
14693.4725,833.64776
14548.7592,1241.87164
15161.74489,1307.91641
14722.71845,1269.8963
13327.73467,1508.83251
12034.94418,2123.73227
11373.48325,2453.57476
8588.06029,2296.01184
3656.1345,2230.74937
150.28959,1823.67455
-39.24698,1954.02399
-39.10838,1846.17094
-37.77287,1654.58147
-39.33126,1380.94957
-39.9684,1425.72563
-42.24699,1377.29071
-41.26095,1233.49748
-40.22712,1163.01746
-39.81746,1036.83279
-46.75139,705.65357
921.4252,591.50162
6022.74796,566.56212
11445.59628,423.7977
13724.02577,551.90899
14930.97064,593.31675
15521.3293,647.54477
16005.08044,515.65836
15740.08178,433.69741
15699.99063,472.70741
14876.54376,587.19242
13787.37817,791.79921
10945.41922,1318.62862
4405.4113,1673.96759
222.89407,2024.47524
-66.77934,2133.45581
-64.83213,2100.46891
-62.53568,1883.1316
-66.07622,1782.73528
-64.87027,1615.99234
-64.97507,1782.99016
-64.76496,1668.09976
-64.52984,1466.33792
-66.36121,1079.23299
-70.64953,726.73626
942.71446,487.80102
7095.69391,309.82522
12850.07634,288.23754
14774.73169,279.9157
15710.76506,277.61816
16070.07151,272.64973
15928.24355,366.34304
15875.68727,541.78361
15773.0018,1006.76085
15136.39465,1403.72606
13843.52972,1767.27393
10944.51214,2025.30669
4542.87337,2207.36794
448.26225,2325.48578
-69.14156,2336.74212
-66.43493,2263.22265
-65.285,2428.42135
-67.16944,2640.70346
-64.29288,2802.74292
-63.73155,2746.23028
-62.63564,2690.2988
-59.1615,2652.59969
-60.08376,2669.29083
-68.50997,2342.30609
918.69224,1947.25036
6821.24717,1376.61968
12478.70349,972.41256
14538.53881,700.49454
15467.93672,556.24455
15927.42352,441.56245
16025.21545,435.87859
15495.17322,549.52411
14524.99406,896.33158
14195.98349,1466.73016
13398.97472,2201.80669
10243.18884,2536.30342
3988.97786,2675.25262
300.63822,2753.97268
-63.11394,2723.44121
-63.16125,2820.92047
-64.61379,2893.32801
-64.35127,2705.50676
-63.71632,2725.59125
-63.38103,2616.48158
-62.50229,2402.08623
-62.02024,2568.94988
-60.55281,2576.36424
-65.88704,2144.44658
951.08584,1988.83256
6447.72735,1689.98424
12353.18577,1471.13384
14310.45338,1517.61341
15034.79124,1438.3759
15124.31429,1633.09713
15045.58032,1800.76873
15235.90762,1994.44461
15434.45766,2356.57068
14748.31464,2460.80525
13347.0538,2823.79939
9951.84521,3047.93763
3835.96217,3119.14533
219.29566,3100.21373
-68.53399,3111.53534
-64.47049,3068.84096
-62.75669,3333.33146
-63.11208,3549.31269
-64.39424,3671.51809
-64.81633,3833.88462
-62.40527,3849.80395
-61.34725,3903.49056
-62.93565,3941.05317
-66.74347,3494.95471
1048.50342,3224.08686
5536.52667,3036.21579
8989.82218,2951.27755
11543.34382,2942.20742
11324.65437,2701.4785
11045.7216,2594.7248
11707.09776,2648.97689
12230.77207,2939.47902
12962.78212,3055.89016
11723.83062,3450.89226
9957.89548,3810.51226
8634.15614,3710.18419
4114.84968,3764.54388
281.10103,3815.28667
-44.41635,3925.67826
-43.53464,3322.48621
-42.12632,3172.34798
-41.43676,3251.0495
-40.9862,3339.23117
-41.13488,3030.01856
-40.91383,3126.45918
-42.15975,3048.0466
-43.66794,2961.8108
-48.44129,2680.13364
1131.22633,2457.76889
6935.94344,1977.44328
11166.8055,1643.73723
13668.17218,1181.65917
14701.40759,926.20865
14251.53283,858.62855
14089.73211,857.12294
14412.6817,901.70427
12135.82354,1431.51495
9263.39996,2036.20086
7567.12158,1650.83712
5337.68897,1067.9386
1695.38151,823.42681
117.63239,890.96078
-60.57102,2161.22943
-59.95939,2025.37459
-59.25409,2088.76486
-61.41229,2201.85515
-60.10368,2211.04645
-59.73973,2304.4723
-60.07515,2578.04048
-62.24155,2735.87085
-63.96202,2936.67325
-69.74296,2921.41908
724.78195,3016.22666
4948.63576,2700.82602
8660.2514,2890.53075
10816.66652,3112.05542
11169.08056,2976.26259
12122.40777,2770.02186
11567.08657,2857.69258
9649.39824,3035.41654
8672.89508,3083.3685
8333.45231,2859.73178
7597.89479,2822.45255
6252.21647,2709.67126
2488.17365,3085.95774
196.28053,3331.39988
-49.28,3172.43887
-60.00223,2911.05421
-58.9736,3069.92029
-61.79413,3005.61239
-61.78423,2948.4213
-61.17964,2830.47605
-60.55574,2674.19137
-61.55318,2786.46273
-62.57817,2705.69203
-68.01526,2563.07915
1161.86373,2291.60507
7081.56842,2201.89408
12567.8671,2440.5989
14007.04447,2674.22828
14972.75823,2813.33552
14992.01315,2831.44533
15401.61038,2878.1224
15442.58898,2799.23528
15024.46542,2852.20804
13469.69786,2927.64153
11255.8294,2894.85195
9027.28273,2709.68162
3837.75916,2382.51479
348.72998,2134.46096
-63.3397,1970.10917
-60.66291,1906.74814
-59.92617,1926.1585
-61.6901,2232.49672
-61.77098,2348.55279
-61.73597,2938.31996
-62.38307,2569.32079
-62.52087,2653.1816
-63.50262,2413.57709
-70.12755,1974.41898
1267.88289,1580.74349
7088.48139,985.18841
12059.16202,673.43426
13876.83406,561.14881
15037.15652,474.36654
14718.22594,265.39563
15375.34363,131.50094
14913.68792,119.63681
14931.53026,258.30938
13550.53554,528.75586
11570.0634,775.19638
10074.02355,1332.76363
4399.21422,1865.82002
417.39025,2181.02709
69.03205,2602.3166
299.1807,2916.7991
918.44903,3117.06345
1818.64495,3130.97364
2243.06059,3111.85512
1719.63501,2804.58345
1489.83868,2744.19423
1596.30636,2570.97575
378.95775,1928.58524
40.15943,1586.21411
1379.63372,1593.64522
6345.54882,1353.0061
10455.5581,939.58869
12764.73106,479.78924
13715.82379,143.8457
13808.31162,63.88406
14499.43831,77.86626
14407.31422,133.95873
13458.0915,416.05891
13008.1972,1055.69303
11599.27588,1533.15283
9018.94167,2006.33905
4369.01519,2407.59436
491.66526,2683.81291
100.58293,2750.51891
34.5777,2826.48249
35.76166,2818.59349
28.10338,2496.49325
-9.68968,2408.39461
-14.7015,2389.75947
-14.48735,2216.88559
-17.52058,2025.56671
-18.98759,2139.30126
-19.88205,2009.22094
1428.2856,1715.89863
7544.84529,1268.05604
12525.26014,676.89318
14206.3607,361.76506
14974.73107,128.47759
14692.03452,60.93412
15427.88271,61.33949
14428.63196,107.16642
15797.86948,288.14543
15022.55964,781.9597
13758.92304,1440.08851
11119.15379,1947.87435
4800.26182,2181.30012
418.94632,2428.52574
-9.64889,2827.63073
-16.67415,3180.4404
-15.48442,3260.75672
-15.82213,3542.82943
-11.27909,3559.33075
-11.62548,3734.58483
-10.9678,3501.90949
-11.45861,3362.95015
-13.2429,3115.44709
-13.53109,3004.39853
1533.01394,2902.4373
7919.00278,2625.17093
13105.0001,2158.15143
14893.24235,1589.21062
15828.03169,1301.86165
15946.07287,1255.13376
16081.80468,1245.22051
16213.00406,1559.47725
15651.37231,2096.73706
14803.30145,2714.22338
12777.24616,3024.43711
10593.35991,2888.64459
4679.4947,2888.28039
469.7711,2836.41312
-10.63067,2858.8704
-12.11099,3093.28809
-11.40326,3162.62853
-11.04874,3035.54173
-9.39517,3015.04717
-9.04026,3130.53323
-9.52742,3500.98609
-12.26946,3301.6034
-11.83451,3095.10668
-12.73733,2966.20523
1582.43473,2909.13464
7598.2303,2789.37848
11223.5295,2648.15655
11483.45103,2557.96746
11735.73354,2366.03461
12056.69903,2387.09303
11893.78538,2723.69086
12387.05984,3040.14478
13075.33824,3075.65746
13223.80524,3365.07188
11730.70068,3270.14404
9708.02275,3176.55392
4690.34147,3297.41172
388.92034,3062.28851
-13.2243,3016.69453
-12.61241,3094.65751
-12.05711,2969.73
-12.24364,2870.65613
-13.10535,3035.55607
-12.73111,2916.80589
-12.91385,2777.77594
-15.52034,2728.06354
-16.61245,2728.29257
-19.47418,2633.07476
1163.24148,2769.98384
6576.56061,2675.83262
10348.87892,2811.41929
12582.98194,3256.21305
13743.3036,3177.24446
13821.21385,3144.38812
13744.99722,3126.18895
14139.19783,3235.53834
13865.85453,3609.51995
12619.93758,3831.77829
11672.98454,4284.23302
9856.70292,4289.86292
3774.58361,4319.57228
421.30452,4316.54084
51.63905,4164.69047
-2.66503,4232.56878
-11.18606,4294.80389
-12.08252,4178.72033
-9.12276,4086.24578
-8.438,3894.2471
-10.01187,3527.61499
-11.20726,3437.10645
-15.33822,3613.2697
-15.97681,3434.60927
1339.6198,3195.13148
7155.08322,3075.58653
11782.63826,2906.64193
13710.70702,2560.80986
14546.73946,2158.74465
14841.80538,2072.86261
14639.47398,2712.84519
14432.19704,3141.56376
14358.43424,3227.48453
13389.59807,3953.2387
12866.29065,3967.78611
9865.87506,4115.22023
4123.5969,4221.49242
349.76104,4049.62917
-12.26706,3953.68009
-9.41829,3998.34508
-7.96984,3969.58164
-8.10427,4130.57813
-7.93325,4301.49667
-8.96654,4537.43505
-10.48116,4542.27873
-12.97738,4532.24171
-14.28727,4378.50093
-16.63541,4158.33911
1531.6956,3816.862
7330.25715,3376.24958
11861.50115,2876.09203
13324.5181,2168.05726
14341.89007,1523.11118
14552.99092,1094.20963
14648.58868,1106.44073
14347.44196,1228.27142
14168.93593,1737.69143
12656.21516,2609.25809
12340.56007,3359.74511
9725.29279,3699.72797
4741.54483,3752.59682
498.85011,3630.73896
3.93106,3722.91126
5.7415,3858.87944
7.09616,4149.14431
7.0096,4182.00519
8.08534,4054.50104
7.8909,3739.81339
8.85428,3350.21699
6.10263,3173.77462
4.50174,2976.6438
6.13202,2646.86018
1232.94329,2345.82777
4697.12001,2077.96626
8196.21007,1860.61298
11680.48617,1804.9748
13650.40916,1899.60405
14277.84514,1937.9076
14391.05823,1895.09819
14373.03042,2055.53692
14329.99654,2343.47738
13498.35448,2601.62932
12522.15879,2884.05954
9003.52968,3349.23342
3835.22332,3505.28577
357.73625,3299.10117
11.28502,3342.30908
8.77445,3289.94798
9.64568,3154.87116
9.22049,2845.99365
8.65307,2584.54338
8.46156,2571.31449
8.72062,2598.39973
6.79923,2323.86834
5.31102,2108.24731
9.29132,1740.59767
753.13172,1534.60812
3379.92316,1446.61895
5882.94839,1166.01258
6459.5242,971.96221
8794.73447,748.78177
10787.41834,705.1796
10682.90635,943.5699
10110.32485,766.3311
8975.41856,745.72828
7233.05201,861.12862
6045.79576,1229.8162
4858.92801,1917.02059
2040.4749,2183.68286
248.75348,2033.30427
8.13027,1823.92353
7.19836,1711.01761
7.68556,1662.55531
5.55472,1588.30328
5.70559,1607.36719
5.41833,1542.43842
5.68862,1550.25289
-0.84242,1664.86303
-1.90075,1679.5089
3.98247,1608.15035
1118.41026,1365.31243
5673.46616,990.54771
9494.15778,636.6267
12691.2259,366.12883
14388.20741,261.51992
14717.09239,288.45542
14091.63805,310.71852
14217.84302,325.25736
14121.97916,465.55344
13363.79493,1074.97345
10626.38841,1846.96882
9720.12642,1549.32155
4438.29871,2041.40448
377.24656,2702.90742
-27.79394,2793.78959
-27.36781,2797.32009
-28.21647,2580.45895
-29.92517,2608.95525
-25.56683,2824.00583
-3.86626,3013.35264
17.86235,2882.20915
16.43695,2928.15959
14.68036,2682.21975
25.28847,2072.57075
1923.28965,1496.68906
6720.66851,1213.46567
9699.2926,1263.31145
10773.77754,1168.05294
11895.07308,883.83653
11716.59585,660.98707
12120.41064,751.79009
12589.67808,775.83254
13017.66194,1110.3162
13044.06447,1649.07215
11911.0596,2453.67693
10764.5703,2914.76327
5359.93543,3445.89998
629.46186,3716.28754
27.91659,3887.14442
-8.27071,4067.05549
-8.02726,4158.90741
-8.56247,4203.37892
-6.82849,4137.14667
-13.58022,4105.07243
-24.91581,4011.8555
-38.58395,3714.24236
-50.49158,3398.91465
-41.58623,3247.71246
1976.50892,3055.46264
7842.45534,2897.81328
13040.86168,2498.49501
14734.14583,2223.86061
15329.81523,2419.10575
15822.50635,2413.12342
15044.37712,2627.81908
15158.41364,2785.59482
14671.44898,2849.17228
14262.28412,3175.19083
13346.33143,3254.80967
10457.36299,3458.96301
5019.1297,3354.09914
506.82523,3493.64829
-4.77624,3790.10802
-28.44649,3649.88443
-49.4103,3365.17141
-49.61523,3573.36949
-48.03737,3495.64238
-55.93002,3477.35285
-59.85789,3455.82413
-60.75942,3340.27038
-60.8039,3043.28377
-53.19934,2890.43211
2029.47448,2538.17305
8555.32362,2072.0913
13045.51153,1841.67372
14477.29181,1690.82802
14920.98045,1391.19863
15826.94131,1404.58791
16020.11002,1429.21979
15915.34676,1615.1578
15532.09324,1816.76698
14636.96557,1765.20618
13084.60611,1973.66422
9626.95989,2091.21361
4005.14,2035.26781
661.41919,1889.08895
-68.59371,1756.10636
-64.14168,1805.33176
-64.78663,1708.55083
-67.3525,1470.35867
-65.32565,1461.88175
-65.00093,1520.03961
-61.7273,1708.42913
-62.89968,1700.61727
-63.59933,1624.63279
-52.79111,1356.72032
907.02732,998.71532
4079.9772,849.5564
6598.77945,696.64795
9507.67595,954.73949
12039.71307,1463.23514
13098.00101,1813.98432
13173.01297,2195.68291
12544.97169,2369.23495
11386.87901,2420.80541
9547.29554,2247.58025
7433.73171,2180.84437
5072.69528,1995.34563
2234.21439,1867.60506
338.56793,1862.1557
-27.14528,2061.38005
-24.25956,1798.24725
-26.46392,1620.8788
-38.92336,2085.52915
-66.33469,2141.80979
-66.40729,1871.999
-65.85719,1800.56495
-65.74411,1828.80138
-66.07588,1598.93533
-63.59712,1438.63106
520.87436,1518.16182
3118.64319,1875.89117
6716.9433,2287.7744
8618.29054,2930.2808
10245.5486,3922.52697
10546.3567,4345.80461
11561.20631,4324.08024
11106.76509,4155.55016
9886.9882,4046.16161
9270.69364,3979.93817
8696.14717,3882.84719
7887.70975,3898.36334
3901.20419,3483.16412
402.81767,2987.45817
-57.75691,2763.17728
-65.20962,2749.88617
-66.56921,2723.11851
-68.07548,2626.4891
-66.19716,3088.64048
-67.25118,3208.9172
-67.55711,3143.10766
-67.38642,2887.01836
-67.40052,2995.42415
-48.55768,3108.84254
1780.47439,3327.97787
5423.46642,3245.56351
8674.32365,3136.41724
10471.91811,3196.23538
11567.98877,3195.54491
11567.27187,3139.10617
11618.68043,3357.79022
11032.44285,3448.32378
10708.86897,3432.9574
10273.23608,3482.63401
9509.06785,3679.43962
7663.5566,3688.32925
5148.81605,3625.22042
640.88347,3739.03198
-64.99968,3538.13808
-65.36957,3452.2908
-65.37611,3418.52603
-67.79033,3621.57532
-66.763,3494.35588
-66.77966,3343.80083
-66.87919,2746.96985
-67.83515,2492.46111
-66.43695,1725.0542
-41.58676,985.05063
2293.79663,530.62466
6673.19182,254.08059
10590.97514,174.74138
12832.71762,139.94414
14156.45602,187.80854
14935.49759,396.70934
14342.06175,802.36661
13706.5635,1071.0766
12075.168,1680.44239
10793.16829,2206.46038
7594.17346,2332.9162
4244.95106,2530.279
1578.82296,2257.92659
105.28257,1807.06751
-61.44451,1750.06949
-60.4301,1692.93697
-59.42133,1811.66742
-60.18953,2438.54116
-60.2475,2292.60743
-60.49266,2174.9175
-62.82411,1992.40962
-63.97268,1720.54707
-64.22109,1327.2562
-65.35122,1235.64334
641.03749,1273.44699
2832.4679,1619.81004
5693.84702,1608.81303
8267.25036,1695.43595
10288.43229,1945.7089
10694.32632,2085.80697
9306.69959,2688.15234
9843.39742,2750.07389
9356.99154,2703.076
9191.14406,2664.78956
7944.29829,2899.3224
5332.68604,2397.0386
2259.92715,2307.98808
340.46899,1968.81805
-17.03771,2246.62387
-17.43825,2552.82492
-55.25847,2728.56191
-56.49041,2467.44393
-56.56367,1918.6541
-56.66544,1807.39043
-58.08279,2168.97569
-58.4555,2093.49737
-58.64742,2422.65568
-41.70532,2761.34643
2127.83774,2740.71643
7714.05512,2803.78163
10956.88448,2929.98871
11963.77441,3322.48053
12602.64132,3452.46465
12447.2228,3573.57231
11305.41737,3727.09884
9785.51409,3928.39454
9833.22897,3914.18904
9522.14568,3800.65264
10154.19292,3660.97522
9354.74374,3776.20308
5578.434,3659.96512
841.26377,3409.83642
-58.28308,3096.47442
-58.62673,3207.79175
-43.65011,3202.17181
-36.69737,2926.6296
-49.49231,2761.22396
-43.21921,2845.3151
-40.30193,2753.30196
-40.59804,2365.80541
-43.1539,2459.75925
-13.84762,2488.46926
1880.13867,2701.69868
