maxcap_ws,maxcap_ws
6489.25398,206.89682
1201.22629,200.50517
-1.64949,148.00162
-16.20484,127.13535
-17.97786,122.2209
-16.08097,88.4734
-16.46775,96.51839
-17.82175,109.16367
-17.62953,202.3895
-17.63757,174.91198
-17.52395,126.17704
-18.5486,126.20181
-18.28786,161.63943
-19.04819,213.5194
-19.73539,282.45686
-4.74745,274.34834
1396.89781,408.42955
4638.04423,395.25502
7709.86766,334.20665
8253.45563,386.60578
8926.42717,356.7274
8499.8462,514.13875
7364.95132,570.82253
5923.5891,529.71471
3994.2336,529.4214
925.1054,667.068
-18.46522,571.34212
-18.79168,860.32977
-18.25498,1065.17852
-17.83264,1114.48791
-18.75716,1041.40482
-19.47787,1078.72602
-18.37044,1096.40195
-18.50009,1100.2144
-18.15718,886.29986
-18.47397,563.80825
-17.57307,512.61057
-18.42317,469.72775
-18.00683,356.11559
-4.99155,308.30635
530.71672,386.18558
1836.92368,401.79595
3960.569,333.16787
5315.4719,316.34176
5502.89404,325.11921
5075.60099,381.07145
4477.27499,646.07756
3563.709,682.10177
2129.44797,741.10551
418.86637,608.89627
51.39349,565.02414
-3.69839,557.91675
-14.9689,419.79105
-14.6288,302.07296
-14.04099,216.97766
-17.39569,175.87652
-18.08378,227.17939
-17.05839,206.29338
-15.71183,171.60092
-17.30634,144.0668
-19.34032,141.10786
-21.08883,160.87002
-20.26923,213.63623
-11.12742,269.57992
1663.18207,271.90938
6873.51075,281.00365
9408.25432,295.30947
10654.44566,375.92379
10629.28737,565.96553
9207.75939,682.01595
8507.80275,612.7508
7188.52044,695.6879
3765.76642,626.83461
836.20417,541.00838
272.63174,548.08853
0.82785,625.41685
1.85906,788.0399
1.7907,990.72798
1.80986,1100.96378
0.79327,1098.7874
-2.58101,1081.52714
-2.01403,1187.59594
-4.48436,1417.12501
-4.33242,1436.39203
-4.89595,1452.9207
-6.00812,1595.92672
-6.67087,1618.63749
-3.99266,1574.55618
481.15549,1530.42893
1830.63478,1391.05011
2605.45444,1666.63324
3007.21474,1596.77877
2876.34655,1237.73025
2734.6591,1027.3342
1879.09089,1135.52414
1443.57588,945.29344
681.95797,727.87079
90.25087,599.18059
-21.01847,923.55651
-18.08487,811.84435
-19.14178,790.53315
-20.58445,645.72123
-20.2927,559.40247
-21.20296,502.86386
-20.6181,501.42091
-20.88388,588.76436
-19.98402,581.09517
-19.23216,570.152
-20.24372,585.8899
-19.99356,700.0111
-19.52686,950.7096
-18.14822,1059.86486
112.60188,1037.54396
563.36258,1117.23273
1185.82934,935.66301
1542.60303,958.48195
1937.38165,1051.57083
2604.256,946.30092
3012.59493,1066.43518
2878.03295,1152.20076
1809.78941,1325.34221
416.43911,1186.32888
-19.36257,1128.20812
-19.91306,1375.95947
-21.31082,1657.40246
-21.58995,1341.26767
-21.23104,1013.57621
-21.3389,813.7962
-21.27091,764.49182
-22.86869,775.63935
-22.89902,806.83681
-20.8685,946.28501
-21.41892,1100.06592
-22.26293,1275.02537
-21.78914,1440.51181
-8.18512,1301.12748
856.24891,913.38404
3830.55388,603.97325
4960.07414,831.75045
5789.5881,1041.75662
6615.25997,879.06731
6547.07608,904.67473
6079.1931,1113.6009
5409.44392,1577.66527
3127.90047,1785.84273
695.44197,1761.5117
-17.12621,1520.02719
-38.61314,1468.97418
-40.55635,1418.52155
-40.14536,1236.17387
-38.12026,1209.86595
-40.45049,1443.22271
-40.9816,1435.28121
-40.43873,1637.33011
-40.49941,1833.5554
-39.9442,1902.53627
-38.74181,1537.0668
-38.13364,1179.65061
-40.42378,1035.01687
-20.99712,1088.45124
533.23293,1338.5528
1810.82518,1659.19719
3397.4684,1680.82323
3883.46354,1969.89831
3569.36217,1882.97876
3797.3028,2289.35673
4026.66618,2962.14446
2150.23342,2426.81787
1341.64638,1871.58544
455.96566,1724.92751
-34.6976,1962.10667
-32.62741,2232.72642
-33.35768,2330.06101
-33.81114,2426.89161
-32.97122,2641.69836
-32.49557,2588.90362
-18.80686,2526.91987
-8.77805,2422.57346
-5.45814,2262.89656
-5.9713,2283.75369
-5.05948,2132.55579
-5.91742,1993.11647
-6.47641,1669.73006
3.00905,1548.90875
1524.5527,1424.9829
5876.47534,1524.67494
7224.35167,1881.41437
8796.876,1967.63579
9749.57692,1861.08109
9643.982,1282.90044
9696.74088,888.11335
9297.85582,696.36435
6395.81881,575.75473
1685.83798,746.33285
38.15229,682.86921
19.87222,553.06983
4.95406,316.18318
8.17262,234.39597
-4.35223,185.27605
-14.5708,179.6764
-15.86902,196.02199
-17.60494,194.39125
-15.07458,197.04004
-15.7084,218.72567
-12.23488,218.00451
-12.21821,244.62452
-14.72917,249.23226
10.55204,271.76008
1695.93316,265.64603
6638.98861,260.51259
10070.7711,287.90288
11044.74399,275.67792
11507.10817,296.22009
11473.24098,309.84699
11551.79929,282.40659
10871.99383,268.9835
7676.25671,241.5506
2033.66866,243.47984
121.1784,259.2253
-13.0981,264.99172
-13.1042,255.04547
-13.15734,241.08008
-13.52541,231.85787
-14.04162,272.00865
-13.02263,251.71418
-14.64331,212.89656
-14.30914,219.48327
-14.74756,211.78066
-15.29032,184.50548
-16.01052,216.9458
-15.5747,267.26854
12.59173,503.47609
1479.75983,576.22185
4776.60359,751.35826
6718.76559,952.60977
7873.39003,1127.92852
8456.64102,1206.4264
9355.74682,1447.87357
7894.40463,2432.60855
5022.42079,2329.36667
3074.76907,2076.0795
797.17816,2031.22497
-13.5363,2461.16519
-11.41231,2855.95213
-11.8504,2921.60651
-11.20835,2883.95494
-11.79871,3064.77243
-11.66195,2674.18038
-12.63735,3256.6106
-14.24014,3804.3662
-13.65392,3308.97892
-45.83134,3323.97117
-52.69792,2858.67309
-53.21312,2622.30467
-56.43706,2615.0276
-54.12657,2282.77038
1251.97357,1917.87319
5946.668,2260.61573
9407.74831,2509.45112
10397.39816,3042.46589
10904.90038,3227.31425
10824.68362,3084.36468
10191.56708,2579.43333
9095.6336,2384.41166
6690.63815,2283.79837
1990.23222,2180.15792
150.44619,2263.46085
-55.25267,2704.07428
-48.23051,3312.80495
-46.48706,3356.34058
-46.44465,3299.18973
-46.67806,3498.85132
-46.90702,3582.26259
-47.04792,2955.37094
-44.60791,2694.3944
-44.25559,2092.18692
-41.89255,1790.15963
-40.24712,1720.5257
-42.63228,1499.49162
-26.875,1331.85986
2165.68517,1085.55593
7889.54428,743.52271
10371.578,1182.12057
10797.5054,1421.59372
11289.72688,1489.75272
10764.83266,1132.31955
11358.95632,884.61544
10098.96895,840.6968
8092.04471,731.73265
2774.14038,563.28905
16.14379,521.88514
-45.79505,495.19752
-46.10482,441.15754
-45.63001,435.24908
-44.79907,432.25841
-46.16193,481.11385
-45.14568,477.70914
-46.58559,400.28752
-47.04489,359.2118
-47.14667,330.0843
-43.20081,329.92818
-42.68067,299.64872
-45.88043,324.60696
-21.27764,247.88576
2160.08017,209.24394
7397.46472,126.82126
10445.94857,155.11998
11819.47651,126.41388
11742.46309,111.8348
12147.74875,146.6105
12099.65769,210.95586
10387.96117,587.619
8203.66436,540.53167
2752.43457,566.74492
160.81671,705.05072
-44.27334,1201.63089
-45.52784,919.75539
-38.04185,647.83691
-26.25332,438.11879
-23.10379,262.70584
-19.65335,197.85054
-19.7483,187.19997
-21.47964,205.12432
-22.26047,328.04265
-20.016,389.07501
-19.82177,417.52509
-20.59461,426.58122
8.14204,442.74496
2223.20575,449.73581
8299.71786,460.64474
11637.93656,525.46647
12249.81279,730.17454
12109.16816,826.88813
12156.76345,687.21792
11926.44108,522.14628
11375.80997,445.28522
8633.07629,349.02683
2713.57054,238.43745
145.45722,228.09573
-15.82221,255.66582
-17.51538,301.77577
-17.07726,280.10513
-16.20656,282.73248
-17.53853,341.84084
-20.29993,370.09867
-19.46868,383.66738
-24.44738,323.1868
-23.17387,335.80025
-21.15663,307.95388
-19.67127,305.31278
-20.5973,319.25033
14.20191,340.95565
2425.80652,348.97604
8086.16822,267.26356
10701.13874,170.59408
10786.1781,168.91345
11056.57803,141.90144
11159.89038,129.02858
11155.71976,137.0952
10934.61432,129.25522
9059.6999,131.05724
2965.06176,121.70402
382.36649,160.34849
39.14172,213.5265
-47.74418,218.64956
-52.32951,199.18726
-50.44701,254.15005
-48.33198,220.92038
-49.97325,228.44663
-50.53635,266.85341
-38.84578,384.63318
-28.02021,469.6069
-18.43143,455.76176
-19.14026,504.09263
-22.20309,520.41813
12.08124,530.09008
2370.081,526.79026
8304.345,616.55325
11420.7081,710.93048
12209.76138,790.18258
12288.30503,869.11992
12085.33261,872.32281
11572.11845,798.79138
10731.24265,715.2053
7285.07534,537.66519
1967.12721,383.22508
19.66595,338.29735
-7.62865,378.07469
-12.71044,387.65942
-14.22133,381.54601
-14.23011,367.95755
-14.85022,289.49669
-14.30336,283.60702
-13.80495,269.10801
-13.75326,247.99211
-14.00898,222.44654
-15.71838,226.92949
-17.89986,263.26769
-18.56799,230.59239
0.39192,204.10378
1859.54883,209.40401
5643.99165,184.20282
9171.92489,140.56517
11414.2835,126.68275
11867.50399,129.42039
12004.70365,128.32913
12004.50129,114.65838
11280.55032,100.75226
8451.92003,98.65191
2677.1718,107.10022
72.62401,167.97526
-10.86828,221.21248
-10.19903,286.31509
-10.08956,315.77608
-10.18169,327.89404
-11.35677,276.14935
-10.34275,215.53496
-10.81552,144.42005
-10.72527,129.26267
-10.75976,163.1974
-11.32892,145.67009
-13.07859,169.92722
-13.84084,194.96126
21.34802,210.88426
1919.5797,204.06433
6386.73452,170.57385
8172.43098,185.06391
9757.38099,157.74118
8955.13624,130.17164
8421.37822,116.12585
8489.43546,120.99489
5572.9118,117.0995
3936.76421,100.40206
784.67006,74.98164
0.4185,70.71438
-14.15899,76.43454
-15.16012,73.46801
-14.94879,76.42727
-14.625,87.95098
-14.67432,84.70713
-13.99625,99.59754
-14.72137,79.71138
-14.83492,56.24911
-14.97635,61.06922
-15.42766,70.78217
-18.03512,41.97532
-19.87207,37.76065
-12.57293,55.16974
820.22928,208.46296
3805.58506,262.46588
5985.92493,235.79077
8132.88621,294.28356
9032.62264,354.18937
7844.24327,471.9589
5877.68005,676.32903
5077.95479,871.11553
3507.75754,377.44975
1238.24095,198.11125
77.19531,270.74523
-14.75142,228.54882
-14.1507,464.37113
-15.87832,432.16676
-14.87594,408.56826
-14.65906,415.78439
-14.35832,451.30473
-13.88548,372.38733
-13.95414,231.44396
-13.93702,123.42341
-14.20741,83.16693
-15.87967,73.85249
-17.27191,82.68398
-2.66774,91.09507
1129.38297,86.96837
3939.8178,89.33713
6292.77887,96.70423
7785.19931,87.73612
9904.81387,74.63639
10478.26457,80.74438
9563.64652,85.58755
8818.24859,92.09317
6607.11103,99.08725
2118.65924,86.01156
42.21089,71.93719
-17.4364,82.01017
-14.802,111.67164
-13.6553,172.84035
-13.56432,269.65867
-14.86233,175.73214
-13.93542,173.1027
-15.45398,163.57811
-15.08637,141.45954
-14.36238,163.64149
-15.27848,218.14977
-15.36701,251.15888
-21.42499,234.78561
7.80351,169.01244
1196.56909,113.37786
3087.67223,115.38303
5436.60358,99.08252
7193.61772,161.88334
7432.54084,280.25212
6417.24273,369.32774
6421.7073,475.98931
6589.39532,519.20787
5176.80054,451.85466
1691.1648,583.09455
39.53008,549.20179
-13.37813,241.72025
-12.81552,147.81519
-13.1121,162.4256
-12.33344,242.10769
-13.86672,494.51209
-12.59856,505.47803
-13.82936,440.77919
-14.00411,419.74979
-15.41809,338.73697
-15.5646,231.74946
-16.64718,241.27749
-17.23306,289.79779
26.38755,315.77413
2126.31188,301.43121
7627.29356,296.32106
9181.75509,243.1445
9466.57469,234.15964
8898.9595,252.61819
9159.81181,219.40935
8276.48615,192.47686
7806.72516,214.1241
4428.17023,383.75331
1162.89084,603.84109
11.2506,1155.62411
-47.55165,1408.29405
-48.41367,1868.72153
-47.94554,2030.31381
-47.21049,1817.85022
-46.188,1659.16179
-48.86298,1721.53568
-51.77923,1658.31941
-51.68715,1585.56547
-51.52446,1630.28188
-49.15517,1721.51238
-49.07465,1546.68074
-51.49092,1132.12587
-49.12106,1067.32365
562.43666,1178.13278
2520.69833,969.23231
4331.05405,1296.14053
5387.70867,1412.28092
4923.97659,1042.68224
3832.64228,1130.87854
3975.84504,1424.44069
4149.52948,1502.75866
2586.09808,1366.21865
1188.41584,1636.47638
-0.18182,1649.73789
-50.11211,1427.45707
-52.62209,1403.63465
-52.66033,1244.08767
-54.20292,1978.40509
-54.45897,2362.4883
-54.66498,2561.65531
-54.32251,2645.8003
-53.96773,2509.76874
-55.88748,2390.40908
-57.08597,2396.41847
-59.31928,2158.66295
-60.65283,1921.9157
-26.22057,1653.75672
1895.86858,1266.8991
5827.51723,1344.25973
8464.75976,1717.07436
9622.97628,1934.1925
9809.2867,1898.97044
9817.4287,2196.4623
9771.41536,2542.22291
8437.48819,2523.38254
6474.3871,2640.28431
2641.39162,2580.72923
78.93033,1862.99913
-29.56089,1501.03287
-23.80619,1186.85042
-29.45025,1198.09072
-46.11154,1087.69394
-49.6417,1240.44666
-50.03507,1345.72764
-49.82507,1547.56804
-49.96504,1622.1205
-43.52666,1593.3216
-19.68428,1798.30101
-18.34914,1801.7054
-23.44825,2331.62424
11.6218,2820.43277
1512.42089,2639.96457
5007.89424,1794.34098
7546.80539,1957.89535
8075.96724,1908.6368
8403.47768,1759.64285
9253.63591,2170.50936
8317.25899,2114.79157
7972.30447,2601.8989
6608.57174,2822.49525
2032.35023,2450.89077
80.08056,2248.59156
-52.68884,2136.8144
-51.86475,2009.53132
-53.18369,2005.66429
-53.43802,1771.71752
-52.88065,1459.22074
-53.44586,1657.49078
-52.72892,1719.79735
-54.21988,1585.0528
-54.30021,1424.36605
-55.04319,1128.33591
-91.49723,1063.8262
-96.82321,1164.22844
-66.2128,1207.77145
2252.125,1522.2866
6284.64855,1623.63346
8488.38915,1713.68946
8343.06696,2149.67516
8389.12859,2273.91048
8460.01933,2216.23591
7522.88849,2004.91365
6546.25542,1907.25667
3846.35306,1688.17411
1355.27323,1610.34234
17.31988,1837.67216
-19.86905,1967.88142
-16.46407,2220.58753
-17.21732,2061.06223
-18.10848,2106.11288
-18.04376,2223.13823
-19.7362,2500.43919
-18.95489,3113.26619
-16.07184,2893.69764
-18.60841,2243.72222
-19.32127,2066.66297
-22.57206,2348.50714
-26.14717,2140.03562
51.05516,1453.7465
3085.92927,1664.98377
8807.23427,1921.80702
10237.35236,2140.13325
10982.28872,2066.28792
10950.68209,1942.17891
10820.21069,1889.82262
10021.28994,1923.44426
11065.56316,1986.51204
8984.64962,1946.08931
3579.21491,1860.80911
219.20911,1735.99119
0.18358,1634.14923
0.99722,1642.71108
4.46011,1820.45855
4.42174,1597.34675
-10.46961,1214.51269
-11.4117,620.61784
-10.08948,225.30807
-10.28013,135.94308
-10.14499,133.55467
-11.32406,140.78762
-15.58494,151.84463
-16.71635,212.64178
82.14762,228.65767
3410.25987,237.53294
9883.94851,273.73761
12676.49235,312.5823
12967.95831,391.70756
12403.33697,407.43606
12568.38997,299.73998
12669.94079,249.48011
11924.42129,213.88281
10305.47823,187.92535
4357.46775,147.1662
266.25523,123.9741
0.64984,134.49967
0.52793,127.44305
-0.94585,122.36075
-2.97162,131.80993
-8.65423,186.43706
-11.45592,158.01825
-10.71685,146.78128
-11.33886,135.36791
-37.6574,103.51455
-43.2649,119.57945
-60.3157,107.32581
-62.94686,96.46863
58.49084,88.43129
3488.75494,100.35991
9943.48871,78.17924
12351.78726,89.74101
12407.62283,118.10552
12298.17163,135.43029
12139.71998,171.24038
11868.3536,201.94215
11262.56089,250.58633
9041.28077,279.53769
3722.70145,233.14493
222.52194,278.2412
6.8175,340.69285
5.69864,386.42996
5.38838,491.94624
5.6425,593.49365
5.31638,654.11657
4.41351,614.97065
4.84858,628.1024
4.9569,711.54574
-3.35289,656.39083
-30.10922,723.9884
-35.14094,931.99304
-35.1135,1073.22927
-10.67625,1128.25483
1189.75156,1330.32552
5363.90455,1586.61771
7001.92573,1734.67363
8598.39748,1647.87319
8904.17991,2079.43305
8923.11225,2322.2284
9446.94054,2485.30843
8451.09499,2562.90456
6621.82231,2310.63968
2768.49367,2116.13636
138.54002,1938.74857
-48.28298,1626.6818
-47.90046,1610.9237
-48.26172,1680.68732
-48.20463,1468.95144
-48.32223,1491.33178
-47.68593,1392.4781
-46.82531,1295.83286
-46.90331,1230.38147
-48.11562,1209.48303
-50.44531,1230.18487
-51.80558,1426.38154
-54.44457,1207.49573
50.45675,1257.28563
3131.52445,1470.37924
7718.30982,1563.67991
9037.94367,1745.97908
9606.8479,2009.13609
10319.56809,2373.65643
9988.38903,2629.93035
8648.83018,2850.60041
7218.10438,2837.2957
5794.08814,3277.43576
2437.60854,3299.98517
109.5291,2506.12331
-57.76241,2413.50012
-57.68555,2330.30527
-57.71007,2072.27853
-57.34867,2019.33961
-57.58794,2062.48862
-52.32385,2335.58102
-50.3207,2502.60821
-52.00145,2288.13044
-51.06865,1928.7866
-54.1297,1559.99615
-57.53503,1181.93797
-60.103,1316.01434
68.74511,1440.89367
3766.18638,842.68691
10454.16464,352.45434
12629.70144,118.1605
12932.68239,84.68702
12542.35358,74.6321
12436.2122,95.03563
12511.40791,104.11055
12047.86868,91.79
10808.75517,97.40198
5123.54487,112.89838
608.08183,84.52014
297.51389,68.64675
62.83922,77.14946
-35.22683,90.89801
-34.33537,139.38158
-34.26256,225.49121
-35.50283,232.48522
-35.18477,176.22333
-35.41108,142.62853
-35.56874,138.14681
-33.02408,162.99715
-33.40921,192.95062
-37.24442,186.40954
122.33043,181.87573
3399.85804,211.77988
8394.62819,170.37342
10190.99035,167.35052
10692.17233,150.66223
10792.99124,143.5241
10125.00517,158.62366
8705.96271,133.59215
6025.64673,140.80185
3581.26605,204.3361
1202.68598,196.07407
299.02416,159.96744
76.70969,178.9753
-24.34487,312.31443
-23.78797,385.55213
-23.02583,309.91617
-22.51564,279.55288
-22.80328,592.29128
-22.72435,943.41082
-23.07602,1373.79648
-37.39997,1487.12294
-43.8432,1888.54088
-42.27959,2031.22148
-44.17431,1628.33255
-44.49831,1473.73589
521.84083,1492.28581
1730.81058,2139.89171
3099.71345,2475.35013
3739.64738,2890.67519
4148.65443,2585.83054
4647.11783,2020.52824
3592.43213,1887.27403
2602.25388,1913.53445
1695.3955,1574.06387
634.64536,1192.30979
-14.02017,1118.85211
-42.79077,1235.80133
-43.77298,1459.8169
-43.60928,1608.70373
-43.75464,1684.98754
-45.57452,1646.88054
-45.26293,1309.18294
-43.7971,1424.11891
-43.66231,1510.50705
-43.70267,1625.99423
-46.28983,1336.93018
-51.67227,1227.31624
-65.17195,990.07125
-51.42882,1466.39927
312.57922,1716.56261
754.22446,1867.1272
1480.58494,1399.5439
2626.46742,2100.04252
3457.26192,3126.40525
4531.26316,2533.85926
4484.47162,2527.94732
3337.29157,2811.39711
2555.95448,2978.27112
1440.74534,2594.68531
92.37575,2469.40375
-38.6126,2307.20406
-48.04974,2022.09742
-59.47508,1763.57599
-62.45295,1778.81016
-60.23239,1901.47663
-53.70948,2052.69338
-49.1124,2481.73675
-49.52727,2734.42906
-48.45622,1970.4039
-52.222,2444.72048
-63.57388,2384.63299
-52.25789,1966.95777
27.6083,1495.18552
1643.36195,1315.31226
4162.80844,1285.53528
6539.97185,1476.25055
7098.4332,1946.47166
7934.71011,2042.69665
7500.69267,2140.06377
6634.06875,2089.73202
6017.34879,1875.99792
3651.47706,1907.60306
1442.84572,1534.75556
10.4165,1807.15295
-57.95731,2126.45986
-56.50396,1878.6652
-57.57932,1765.25166
-55.04571,1531.11978
-57.68264,2017.88326
-47.37533,2212.46891
-45.46976,2053.21902
-46.92455,2676.61183
-47.51235,2834.28824
-47.95271,2759.60883
-48.87482,2935.01343
-50.0864,2893.26342
92.4473,2827.70958
3792.42067,2605.11878
8415.32372,2729.2133
10192.95866,2454.40697
9909.25326,2459.38915
8601.15739,3185.23637
8441.05925,3616.63139
8228.83711,3746.88813
9084.38609,3119.38223
8435.36394,2945.58019
4166.36598,2810.64006
170.50811,2637.05685
-35.02932,2397.25352
-35.41257,2350.23215
-34.54648,2735.14874
-35.06272,3564.67832
-35.06491,3586.24717
-34.84175,3388.19052
-34.76948,3209.70565
-34.65818,2497.71434
-34.31106,2067.75649
-36.81963,2185.34473
-38.58631,2530.92024
-40.38811,2470.38245
172.35475,2183.78026
3721.97601,2193.44596
8278.50092,1773.67425
10524.19783,1468.4841
10466.42973,1355.25537
9631.42755,1409.58688
8306.89739,1842.24446
7551.74045,2171.58021
8362.77787,2461.50031
7779.10258,2392.34682
3178.13778,1879.82445
180.61494,1522.81875
-36.00317,1385.34756
-38.07608,1466.53163
-38.09488,2259.99261
-37.46026,2922.70289
-38.33642,2847.0739
-37.88363,2912.72853
-36.6827,3059.15426
-36.77155,3099.13989
-36.89184,2955.33678
-38.69237,2929.94481
-40.50905,2986.13871
-44.18334,3034.70511
124.31802,2975.52229
3697.76904,2832.40154
9689.31733,2527.17279
12317.22852,2507.50522
12557.78464,2341.81791
12107.57106,2245.98767
11779.26655,2281.20191
10836.43353,2296.24361
10428.85506,2539.08145
8678.83752,2789.20506
4483.69352,2588.39422
382.16388,2317.87583
-25.49721,2297.97574
-24.64193,2416.09752
-23.90625,2270.04177
-24.19149,2041.92698
-24.49537,1898.08361
-25.2429,1912.54378
-24.66539,1847.09617
-25.12821,1604.94801
-24.72632,1168.43369
-24.27209,877.78215
-25.90953,694.70211
-29.44119,660.34947
253.5783,549.08065
4807.70112,343.36117
10858.72811,236.52121
13156.03305,215.71017
13625.1332,257.7558
12895.24496,299.95105
12844.06845,292.28025
13356.95646,388.59975
13249.009,638.65346
11598.19294,645.63352
6178.00719,894.6226
898.37908,1146.50889
208.37428,1340.33177
8.21641,1603.96492
-12.8924,1954.30278
-12.36927,2074.03831
-13.12417,2198.39507
-12.69644,2146.49212
-13.53403,2342.68986
-12.97711,2270.30672
-13.29512,2525.73906
-14.22695,2582.50428
-15.87859,1745.30414
-19.87285,1400.27734
245.24718,1581.73498
3964.59553,1782.74969
8742.16837,2034.62767
9138.69279,2169.20392
10535.32873,2165.72805
10939.77824,2006.22297
9068.91393,2272.19403
6092.29019,2172.69672
4599.4993,2064.35422
4203.59542,1627.67918
1494.5649,1589.24283
107.42941,1235.95021
-2.75238,1237.77155
-2.21665,1239.37459
-1.12222,1171.1255
-1.02537,1168.77131
-2.66719,1057.51059
-5.68387,943.64957
-4.65177,1149.1836
-10.8486,943.77309
-17.00261,864.55571
-13.42651,893.86213
-7.07056,942.17464
-11.21547,889.70251
38.86957,959.24091
1121.91238,1027.69739
3660.86715,1346.3037
