name,PlantType,maxcap,mincap,opcost,minup,ramp,st_cost,var_om,fix_om,regcost
10191_G_EXIS,Onshore Wind,8.7,8.7,0.03061466298053181,0.0,8.7,0.0,0.0,39550.0,9999.0
10437_G_SUN2,Solar PV,20.0,20.0,0.040334498579104296,0.0,20.0,0.0,0.0,27750.0,9999.0
10438_G_SUN3,Solar PV,13.8,13.8,0.017430015031321966,0.0,13.8,0.0,0.0,27750.0,9999.0
10439_B_3U100,Solar Thermal,36.0,36.0,,0.0,36.0,0.0,,,9999.0
10440_B_4U100,Solar Thermal,36.0,36.0,,0.0,36.0,0.0,,,9999.0
10441_B_5U100,Solar Thermal,36.0,36.0,,0.0,36.0,0.0,,,9999.0
10442_B_6U100,Solar Thermal,36.0,36.0,,0.0,36.0,0.0,,,9999.0
10443_B_7U100,Solar Thermal,36.0,36.0,,0.0,36.0,0.0,,,9999.0
10444_B_HTFHTR,Solar Thermal,88.0,88.0,,0.0,88.0,0.0,,,9999.0
10446_B_HTFHTR,Solar Thermal,88.0,88.0,,0.0,88.0,0.0,,,9999.0
10586_G_EXIS,Onshore Wind,59.6,59.6,0.03658543931027229,0.0,59.6,0.0,0.0,39550.0,9999.0
10597_G_WGN1,Onshore Wind,29.0,29.0,0.039602745927470547,0.0,29.0,0.0,0.0,39550.0,9999.0
10718_G_WND,Onshore Wind,11.7,11.7,0.01679348032503315,0.0,11.7,0.0,0.0,39550.0,9999.0
50276_G_EXIS,Onshore Wind,5.9,5.9,0.008353507179634073,0.0,5.9,0.0,0.0,39550.0,9999.0
50281_G_WGEN,Onshore Wind,31.0,31.0,0.04210911635347178,0.0,31.0,0.0,0.0,39550.0,9999.0
50532_G_15SLE,Onshore Wind,1.5,1.5,0.04417632103131233,0.0,1.5,0.0,0.0,39550.0,9999.0
50532_G_WGNS,Onshore Wind,19.6,19.6,0.04432186093418962,0.0,19.6,0.0,0.0,39550.0,9999.0
50535_G_WGNS,Onshore Wind,49.9,49.9,0.018365067513364565,0.0,49.9,0.0,0.0,39550.0,9999.0
50536_G_WGNS,Onshore Wind,76.9,76.9,0.006362991222503562,0.0,76.9,0.0,0.0,39550.0,9999.0
50552_G_WGNS,Onshore Wind,39.7,39.7,0.021511175061006874,0.0,39.7,0.0,0.0,39550.0,9999.0
50553_G_1,Onshore Wind,20.0,20.0,0.013559797550232233,0.0,20.0,0.0,0.0,39550.0,9999.0
50690_G_GEN1,Onshore Wind,43.4,43.4,0.0055728218821256,0.0,43.4,0.0,0.0,39550.0,9999.0
50754_G_GEN1,Onshore Wind,3.5,3.5,0.0342126374108027,0.0,3.5,0.0,0.0,39550.0,9999.0
50754_G_GEN2,Onshore Wind,4.2,4.2,0.026041779431690473,0.0,4.2,0.0,0.0,39550.0,9999.0
50754_G_GEN3,Onshore Wind,23.1,23.1,0.006056824249536569,0.0,23.1,0.0,0.0,39550.0,9999.0
50754_G_GEN4,Onshore Wind,3.7,3.7,0.027020114523559458,0.0,3.7,0.0,0.0,39550.0,9999.0
50820_G_GEN1,Onshore Wind,3.0,3.0,0.039668531965822866,0.0,3.0,0.0,0.0,39550.0,9999.0
50821_G_GEN1,Onshore Wind,30.0,30.0,0.04759871692390992,0.0,30.0,0.0,0.0,39550.0,9999.0
50822_G_GEN1,Onshore Wind,25.0,25.0,0.04123891569572987,0.0,25.0,0.0,0.0,39550.0,9999.0
50823_G_GEN1,Onshore Wind,30.0,30.0,0.048990222704905745,0.0,30.0,0.0,0.0,39550.0,9999.0
52142_G_GEN1,Onshore Wind,29.0,29.0,0.014311363539724453,0.0,29.0,0.0,0.0,39550.0,9999.0
52143_G_GEN1,Onshore Wind,23.5,23.5,0.03289109214994332,0.0,23.5,0.0,0.0,39550.0,9999.0
52144_G_GEN1,Onshore Wind,22.5,22.5,0.03378368987942656,0.0,22.5,0.0,0.0,39550.0,9999.0
52162_G_WGNS,Onshore Wind,14.1,14.1,0.02438721362865714,0.0,14.1,0.0,0.0,39550.0,9999.0
52163_G_WTGN,Onshore Wind,21.2,21.2,0.019231806141711112,0.0,21.2,0.0,0.0,39550.0,9999.0
52165_G_WGNS,Onshore Wind,1.8,1.8,0.038415827094877904,0.0,1.8,0.0,0.0,39550.0,9999.0
54298_G_GEWE,Onshore Wind,7.5,7.5,0.03335026256275248,0.0,7.5,0.0,0.0,39550.0,9999.0
54299_G_GEWE,Onshore Wind,3.0,3.0,0.033040342040393904,0.0,3.0,0.0,0.0,39550.0,9999.0
54300_G_GEWE,Onshore Wind,4.5,4.5,0.002871498998921124,0.0,4.5,0.0,0.0,39550.0,9999.0
54453_G_GEN2,Onshore Wind,15.5,15.5,0.015059315644201127,0.0,15.5,0.0,0.0,39550.0,9999.0
54454_G_GEN11,Onshore Wind,49.5,49.5,0.038402644257227454,0.0,49.5,0.0,0.0,39550.0,9999.0
54647_G_EXIS,Onshore Wind,28.7,28.7,0.028093468744006946,0.0,28.7,0.0,0.0,39550.0,9999.0
54650_G_EXI2,Onshore Wind,9.1,9.1,0.047289272741143,0.0,9.1,0.0,0.0,39550.0,9999.0
54650_G_EXIS,Onshore Wind,9.6,9.6,0.025372126038324117,0.0,9.6,0.0,0.0,39550.0,9999.0
54750_G_VW1,Onshore Wind,6.5,6.5,0.032632012054730784,0.0,6.5,0.0,0.0,39550.0,9999.0
54909_G_EXI2,Onshore Wind,8.3,8.3,0.043948984462808795,0.0,8.3,0.0,0.0,39550.0,9999.0
54909_G_EXIS,Onshore Wind,13.6,13.6,0.03404040788036019,0.0,13.6,0.0,0.0,39550.0,9999.0
54931_G_WGN1,Onshore Wind,46.9,46.9,0.04684304614802044,0.0,46.9,0.0,0.0,39550.0,9999.0
55396_G_WGNS,Onshore Wind,16.5,16.5,0.003798361879551887,0.0,16.5,0.0,0.0,39550.0,9999.0
55719_G_GEN2,Onshore Wind,22.2,22.2,0.003271079789698239,0.0,22.2,0.0,0.0,39550.0,9999.0
55719_G_GENI,Onshore Wind,44.4,44.4,0.0015750773029936827,0.0,44.4,0.0,0.0,39550.0,9999.0
56011_G_V-47,Onshore Wind,41.0,41.0,0.00699688563218644,0.0,41.0,0.0,0.0,39550.0,9999.0
56012_G_1,Onshore Wind,61.5,61.5,0.018488626376747103,0.0,61.5,0.0,0.0,39550.0,9999.0
56075_G_1,Onshore Wind,145.8,145.8,0.02418718874662916,0.0,145.8,0.0,0.0,39550.0,9999.0
56075_G_2,Onshore Wind,16.2,16.2,0.03759685262241469,0.0,16.2,0.0,0.0,39550.0,9999.0
56112_G_V47,Onshore Wind,22.4,22.4,0.04425413142352897,0.0,22.4,0.0,0.0,39550.0,9999.0
56271_G_VEST,Onshore Wind,18.0,18.0,0.006058083629030636,0.0,18.0,0.0,0.0,39550.0,9999.0
56275_G_WGNS,Onshore Wind,2.4,2.4,0.04415513364450869,0.0,2.4,0.0,0.0,39550.0,9999.0
56276_G_WGNS,Onshore Wind,1.6,1.6,0.02616564262823076,0.0,1.6,0.0,0.0,39550.0,9999.0
56295_G_1,Onshore Wind,50.0,50.0,0.02982394231142963,0.0,50.0,0.0,0.0,39550.0,9999.0
56302_G_1,Onshore Wind,60.0,60.0,0.029954735936256745,0.0,60.0,0.0,0.0,39550.0,9999.0
56362_G_1,Onshore Wind,150.0,150.0,0.03843768245849112,0.0,150.0,0.0,0.0,39550.0,9999.0
56433_G_1,Onshore Wind,135.0,135.0,0.04644610859588911,0.0,135.0,0.0,0.0,39550.0,9999.0
56446_G_1,Onshore Wind,38.0,38.0,0.049216869026434185,0.0,38.0,0.0,0.0,39550.0,9999.0
56570_G_WGNS,Onshore Wind,7.4,7.4,0.04444895796829165,0.0,7.4,0.0,0.0,39550.0,9999.0
56654_G_1,Onshore Wind,101.2,101.2,0.03486775310807472,0.0,101.2,0.0,0.0,39550.0,9999.0
56768_G_CR1,Solar PV,5.0,5.0,0.012032305710179976,0.0,5.0,0.0,0.0,27750.0,9999.0
56791_G_1,Onshore Wind,45.0,45.0,0.0032855008955104295,0.0,45.0,0.0,0.0,39550.0,9999.0
56813_G_1,Solar PV,0.5,0.5,0.0009923259701634767,0.0,0.5,0.0,0.0,27750.0,9999.0
56813_G_2,Solar PV,0.5,0.5,0.025736097400636728,0.0,0.5,0.0,0.0,27750.0,9999.0
56814_G_PV1,Solar PV,0.4,0.4,0.03564056698904134,0.0,0.4,0.0,0.0,27750.0,9999.0
56814_G_PV2,Solar PV,0.4,0.4,0.013620887398502014,0.0,0.4,0.0,0.0,27750.0,9999.0
56862_G_1,Solar PV,0.3,0.3,0.015609306983080124,0.0,0.3,0.0,0.0,27750.0,9999.0
56862_G_2,Solar PV,0.3,0.3,0.040456604770387795,0.0,0.3,0.0,0.0,27750.0,9999.0
56862_G_3,Solar PV,0.3,0.3,0.04910000850170124,0.0,0.3,0.0,0.0,27750.0,9999.0
56862_G_4,Solar PV,0.3,0.3,0.039801221216877423,0.0,0.3,0.0,0.0,27750.0,9999.0
56874_G_TBD,Onshore Wind,150.0,150.0,0.016827177102773063,0.0,150.0,0.0,0.0,39550.0,9999.0
56875_G_TBD,Solar PV,1.0,1.0,0.03957245437378904,0.0,1.0,0.0,0.0,27750.0,9999.0
56909_G_1,Solar PV,0.3,0.3,0.001098939467388399,0.0,0.3,0.0,0.0,27750.0,9999.0
56909_G_2,Solar PV,0.3,0.3,0.005600300972841649,0.0,0.3,0.0,0.0,27750.0,9999.0
56909_G_3,Solar PV,0.3,0.3,0.025489469722450493,0.0,0.3,0.0,0.0,27750.0,9999.0
56909_G_4,Solar PV,0.3,0.3,0.023305261491517532,0.0,0.3,0.0,0.0,27750.0,9999.0
56917_G_1,Solar PV,101.0,101.0,0.028570946246577317,0.0,101.0,0.0,0.0,27750.0,9999.0
56917_G_1A,Solar PV,64.6,64.6,0.03399306095469533,0.0,64.6,0.0,0.0,27750.0,9999.0
56917_G_1B,Solar PV,34.3,34.3,0.011121811673615811,0.0,34.3,0.0,0.0,27750.0,9999.0
56939_G_1,Solar PV,21.0,21.0,0.03352470202287912,0.0,21.0,0.0,0.0,27750.0,9999.0
56996_G_S1A,Solar PV,0.5,0.5,0.023944542113360834,0.0,0.5,0.0,0.0,27750.0,9999.0
56996_G_S1B,Solar PV,0.5,0.5,0.0367313247243457,0.0,0.5,0.0,0.0,27750.0,9999.0
57004_G_1,Solar PV,0.9,0.9,0.01004494310963508,0.0,0.9,0.0,0.0,27750.0,9999.0
57005_G_1,Solar PV,0.9,0.9,0.03089579157667053,0.0,0.9,0.0,0.0,27750.0,9999.0
57006_G_1,Solar PV,0.9,0.9,0.04055166401682214,0.0,0.9,0.0,0.0,27750.0,9999.0
57007_G_1,Solar PV,0.9,0.9,0.043480392733089235,0.0,0.9,0.0,0.0,27750.0,9999.0
57008_G_1,Solar PV,0.8,0.8,0.016716691151231446,0.0,0.8,0.0,0.0,27750.0,9999.0
57009_G_1,Solar PV,0.9,0.9,0.04764441758376125,0.0,0.9,0.0,0.0,27750.0,9999.0
57010_G_1,Solar PV,0.9,0.9,0.03450474988383398,0.0,0.9,0.0,0.0,27750.0,9999.0
57011_G_1,Solar PV,0.9,0.9,0.0011666588979243554,0.0,0.9,0.0,0.0,27750.0,9999.0
57012_G_1,Solar PV,0.9,0.9,0.01488480519890294,0.0,0.9,0.0,0.0,27750.0,9999.0
57041_G_1,Solar PV,2.0,2.0,0.02869315427242495,0.0,2.0,0.0,0.0,27750.0,9999.0
57073_B_BLR1,Solar Thermal,133.0,133.0,,0.0,133.0,0.0,,,9999.0
57074_B_BLR1,Solar Thermal,133.0,133.0,,0.0,133.0,0.0,,,9999.0
57075_B_BLR1,Solar Thermal,133.0,133.0,,0.0,133.0,0.0,,,9999.0
57201_G_S2.3,Onshore Wind,36.8,36.8,0.04579265402557739,0.0,36.8,0.0,0.0,39550.0,9999.0
57217_G_S003A,Solar PV,0.5,0.5,0.008784917773380297,0.0,0.5,0.0,0.0,27750.0,9999.0
57217_G_S003B,Solar PV,0.5,0.5,0.04230061872137079,0.0,0.5,0.0,0.0,27750.0,9999.0
57219_G_S005A,Solar PV,0.5,0.5,0.011965951630332806,0.0,0.5,0.0,0.0,27750.0,9999.0
57219_G_S005B,Solar PV,0.5,0.5,0.03375201339891703,0.0,0.5,0.0,0.0,27750.0,9999.0
57219_G_S005C,Solar PV,0.5,0.5,0.009125560564955488,0.0,0.5,0.0,0.0,27750.0,9999.0
57219_G_S005D,Solar PV,0.5,0.5,0.01593643398798226,0.0,0.5,0.0,0.0,27750.0,9999.0
57219_G_S005E,Solar PV,0.5,0.5,0.04433092680025958,0.0,0.5,0.0,0.0,27750.0,9999.0
57220_G_S006A,Solar PV,0.5,0.5,0.04935656026764184,0.0,0.5,0.0,0.0,27750.0,9999.0
57220_G_S006B,Solar PV,0.5,0.5,0.027871456130782638,0.0,0.5,0.0,0.0,27750.0,9999.0
57220_G_S006C,Solar PV,0.5,0.5,0.007693462702052978,0.0,0.5,0.0,0.0,27750.0,9999.0
57220_G_S006D,Solar PV,0.5,0.5,0.0006070585852348044,0.0,0.5,0.0,0.0,27750.0,9999.0
57221_G_S007A,Solar PV,0.5,0.5,0.02100870560972525,0.0,0.5,0.0,0.0,27750.0,9999.0
57221_G_S007B,Solar PV,0.5,0.5,0.029970393474569867,0.0,0.5,0.0,0.0,27750.0,9999.0
57221_G_S007C,Solar PV,0.5,0.5,0.008647514580711368,0.0,0.5,0.0,0.0,27750.0,9999.0
57221_G_S007D,Solar PV,0.5,0.5,0.03218164195952599,0.0,0.5,0.0,0.0,27750.0,9999.0
57221_G_S007E,Solar PV,0.5,0.5,0.04382231619533769,0.0,0.5,0.0,0.0,27750.0,9999.0
57222_G_S008A,Solar PV,0.5,0.5,0.0449582713294612,0.0,0.5,0.0,0.0,27750.0,9999.0
57222_G_S008B,Solar PV,0.5,0.5,0.004440132907138722,0.0,0.5,0.0,0.0,27750.0,9999.0
57222_G_S008C,Solar PV,0.5,0.5,0.03169828797784255,0.0,0.5,0.0,0.0,27750.0,9999.0
57222_G_S008D,Solar PV,0.5,0.5,0.019961522583612407,0.0,0.5,0.0,0.0,27750.0,9999.0
57223_G_S009A,Solar PV,0.5,0.5,0.01870069317085865,0.0,0.5,0.0,0.0,27750.0,9999.0
57223_G_S009B,Solar PV,0.5,0.5,0.0495274331014337,0.0,0.5,0.0,0.0,27750.0,9999.0
57224_G_S010A,Solar PV,0.5,0.5,0.000449981741436778,0.0,0.5,0.0,0.0,27750.0,9999.0
57224_G_S010B,Solar PV,0.5,0.5,0.044247025639543615,0.0,0.5,0.0,0.0,27750.0,9999.0
57224_G_S010C,Solar PV,0.5,0.5,0.00027991722767436447,0.0,0.5,0.0,0.0,27750.0,9999.0
57225_G_S011A,Solar PV,0.5,0.5,0.026644975125195404,0.0,0.5,0.0,0.0,27750.0,9999.0
57225_G_S011B,Solar PV,0.5,0.5,0.016585084519488837,0.0,0.5,0.0,0.0,27750.0,9999.0
57225_G_S011C,Solar PV,0.5,0.5,0.033289502056411936,0.0,0.5,0.0,0.0,27750.0,9999.0
57225_G_S011D,Solar PV,0.5,0.5,0.03767296397329928,0.0,0.5,0.0,0.0,27750.0,9999.0
57225_G_S011E,Solar PV,0.5,0.5,0.015183769430356965,0.0,0.5,0.0,0.0,27750.0,9999.0
57225_G_S011F,Solar PV,0.5,0.5,0.029613635913108262,0.0,0.5,0.0,0.0,27750.0,9999.0
57225_G_S011G,Solar PV,0.5,0.5,0.004521257224067482,0.0,0.5,0.0,0.0,27750.0,9999.0
57226_G_S012A,Solar PV,0.5,0.5,0.014720686801454731,0.0,0.5,0.0,0.0,27750.0,9999.0
57227_G_S013A,Solar PV,0.5,0.5,0.03771466932802897,0.0,0.5,0.0,0.0,27750.0,9999.0
57227_G_S013B,Solar PV,0.5,0.5,0.02713907765775013,0.0,0.5,0.0,0.0,27750.0,9999.0
57227_G_S013C,Solar PV,0.5,0.5,0.03496377219647241,0.0,0.5,0.0,0.0,27750.0,9999.0
57227_G_S013D,Solar PV,0.5,0.5,0.008426545133614844,0.0,0.5,0.0,0.0,27750.0,9999.0
57227_G_S013E,Solar PV,0.5,0.5,0.012858806313140087,0.0,0.5,0.0,0.0,27750.0,9999.0
57227_G_S013F,Solar PV,0.5,0.5,0.025480336641504165,0.0,0.5,0.0,0.0,27750.0,9999.0
57227_G_S013G,Solar PV,0.5,0.5,0.0473014470461115,0.0,0.5,0.0,0.0,27750.0,9999.0
57229_G_S015A,Solar PV,0.5,0.5,0.005300454577559866,0.0,0.5,0.0,0.0,27750.0,9999.0
57229_G_S015B,Solar PV,0.5,0.5,0.013290688596873546,0.0,0.5,0.0,0.0,27750.0,9999.0
