name,maxcap,mincap,opcost,minup,ramp,st_cost,var_om,fix_om,regcost
50134_G_GTBG,75.0,30.0,43.84517096,2,25.65,1914.184082,15.45,7340,9999.0
50134_G_GTCG,75.0,30.0,43.86601355,2,25.65,1914.184082,15.45,7340,9999.0
50134_G_GTDG,75.0,30.0,43.8690775,2,25.65,1914.184082,15.45,7340,9999.0
535_G_1,77.0,30.8,57.91455044,2,26.334,1965.228991,15.45,7340,9999.0
56090_G_D190,0.3,0.12,4.470697562,8,0.135,30.62694531,4.47,37800,9999.0
56803_G_1,97.0,38.8,50.53458617,2,33.174,2475.678079,15.45,7340,9999.0
56803_G_2,97.0,38.8,50.51651508,2,33.174,2475.678079,15.45,7340,9999.0
56803_G_3,97.0,38.8,50.50759617,2,33.174,2475.678079,15.45,7340,9999.0
56803_G_4,97.0,38.8,50.52716296,2,33.174,2475.678079,15.45,7340,9999.0
57267_G_1,191.8,76.72,59.47528409,3,65.5956,4895.206759000001,15.45,7340,9999.0
57267_G_2,191.0,76.4,59.47022798,3,65.322,4874.788795,15.45,7340,9999.0
57267_G_3,190.6,76.24,59.47600975,3,65.1852,4864.579813,15.45,7340,9999.0
57267_G_4,192.3,76.92,59.46340291,3,65.7666,4907.967986,15.45,7340,9999.0
57482_G_CTG1,100.0,40.0,50.49503161,2,34.2,2552.2454420000004,15.45,7340,9999.0
57482_G_CTG2,100.0,40.0,50.52757277,2,34.2,2552.2454420000004,15.45,7340,9999.0
57482_G_CTG3,100.0,40.0,50.49611657,2,34.2,2552.2454420000004,15.45,7340,9999.0
57482_G_CTG4,100.0,40.0,50.51718927,2,34.2,2552.2454420000004,15.45,7340,9999.0
57482_G_CTG5,100.0,40.0,50.53652248,2,34.2,2552.2454420000004,15.45,7340,9999.0
57482_G_CTG6,100.0,40.0,50.50410504,2,34.2,2552.2454420000004,15.45,7340,9999.0
57482_G_CTG7,100.0,40.0,50.51822062,2,34.2,2552.2454420000004,15.45,7340,9999.0
57482_G_CTG8,100.0,40.0,50.53957116,2,34.2,2552.2454420000004,15.45,7340,9999.0
57515_G_GT1,97.0,38.8,50.50007358,2,33.174,2475.678079,15.45,7340,9999.0
57515_G_GT2,97.0,38.8,50.53817871,2,33.174,2475.678079,15.45,7340,9999.0
57515_G_GT3,97.0,38.8,50.52521681,2,33.174,2475.678079,15.45,7340,9999.0
57515_G_GT4,97.0,38.8,50.51696324,2,33.174,2475.678079,15.45,7340,9999.0
57515_G_GT5,97.0,38.8,50.49176709,2,33.174,2475.678079,15.45,7340,9999.0
57555_G_CTG1,97.0,38.8,50.49326943,2,33.174,2475.678079,15.45,7340,9999.0
57555_G_CTG2,97.0,38.8,50.51269356,2,33.174,2475.678079,15.45,7340,9999.0
57555_G_CTG3,97.0,38.8,50.49079664,2,33.174,2475.678079,15.45,7340,9999.0
6099_G_1,1122.0,1009.8,8.653586787,20,89.76,572723.8773,2.14,93280,9999.0
6099_G_2,1118.0,1006.2,8.666817007,20,89.44,570682.0809,2.14,93280,9999.0
50571_G_GEN1,60.9,24.36,8.769946883,4,60.9,3108.634949,8.75,392820,9999.0
50831_G_GEN1,2.0,0.8,8.759915445,4,2.0,102.0898177,8.75,392820,9999.0
10472_B_B300,59.2,23.68,8.781265273999999,4,59.2,3021.858604,8.75,392820,9999.0
10387_G_3,39.8,15.92,8.763589895,4,39.8,2031.587372,8.75,392820,9999.0
10387_G_1A,126.2,50.48,8.78035584,4,126.2,6441.867497,8.75,392820,9999.0
10748_G_U4J16,37.0,14.8,8.791700834,4,37.0,1888.661627,8.75,392820,9999.0
6704_G_10,3.6,0.9,199.072675,1,1.2312,91.88083593,15.45,7340,9999.0
6211_G_GEN1,189.6,47.4,260.2643016,3,64.8432,4839.057359,15.45,7340,9999.0
6704_G_14,4.2,1.05,199.0560456,1,1.4364,107.19430859999999,15.45,7340,9999.0
10175_G_5083,16.5,4.125,216.05942489999998,1,5.643,421.12049800000005,15.45,7340,9999.0
50632_B_1,47.9,19.16,8.77136686,4,47.9,4890.102268,8.75,392820,9999.0
10496_G_GTAG,293.6,117.44,44.32191178,3,100.4112,7493.392619,15.45,7340,9999.0
151_G_1,242.0,96.8,69.76536169,3,82.764,6176.433971,15.45,7340,9999.0
341_G_CT3,296.8,118.72,65.4651434,3,101.5056,7575.064473,15.45,7340,9999.0
6060_G_4,52.7,21.08,68.41589658,1,18.0234,1345.033348,15.45,7340,9999.0
10110_G_GEN1,269.4,107.76,57.33893186,3,92.1348,6875.7492219999995,15.45,7340,9999.0
50299_G_GEN1,299.2,119.68,51.55552016,3,102.3264,7636.318364,15.45,7340,9999.0
50750_G_GEN1,235.6,94.24,65.17301808,3,80.5752,6013.090262,15.45,7340,9999.0
52169_G_B,282.7,113.08,58.71857415,3,96.6834,7215.1978659999995,15.45,7340,9999.0
57585_G_1,287.5,115.0,60.27453199,3,98.325,7337.705647,15.45,7340,9999.0
10349_G_GEN1,95.5,38.2,43.82570088,2,32.661,2437.394398,15.45,7340,9999.0
10156_G_GEN3,263.0,105.2,52.50347439,3,89.946,6712.405514,15.45,7340,9999.0
399_G_GT14,280.8,112.32,51.54563413,3,96.0336,7166.705201999999,15.45,7340,9999.0
55510_G_CPP4,272.6,109.04,53.30208049,3,93.2292,6957.4210760000005,15.45,7340,9999.0
55541_G_CTG3,274.8,109.92,51.73410113,3,93.9816,7013.570476000001,15.45,7340,9999.0
55698_G_HEP1,274.2,109.68,51.69560406,3,93.7764,6998.257003,15.45,7340,9999.0
55810_G_S5,300.0,120.0,56.96859696,3,102.6,7656.736327,15.45,7340,9999.0
55951_G_AMP1,266.3,106.52,53.41655518,3,91.0746,6796.629612999999,15.45,7340,9999.0
56232_G_1,277.8,111.12,54.5565079,3,95.0076,7090.137839,15.45,7340,9999.0
7449_G_NA1,141.1,56.44,51.14072891,3,48.2562,3601.2183189999996,15.45,7340,9999.0
246_G_IC1,270.4,108.16,50.77620413,3,92.4768,6901.271676,15.45,7340,9999.0
56135_G_2,291.0,116.4,50.49056731,3,99.522,7427.034237000001,15.45,7340,9999.0
56471_G_1,292.5,117.0,50.49782452,3,100.035,7465.317919,15.45,7340,9999.0
56569_G_2,256.9,102.76,50.73170004,3,87.8598,6556.7185420000005,15.45,7340,9999.0
57001_G_GEN1,291.2,116.48,50.4624342,3,99.5904,7432.138728,15.45,7340,9999.0
57483_G_CTG2,299.0,119.6,52.35913306,3,102.258,7631.213873000001,15.45,7340,9999.0
59074_G_EG6B,228.5,91.4,51.65595711,3,78.14699999999999,5831.880836,15.45,7340,9999.0
59557_G_AC2FC,13.0,5.2,71.93391179,1,4.446000000000001,331.79190750000004,43.0,0,9999.0
10661_B_4,35.0,14.0,5.3083493310000005,4,35.0,3573.143619,5.26,105630,9999.0
10052_B_BLR1,296.6,118.64,5.272748973000001,4,296.6,30279.839930000002,5.26,105630,9999.0
50049_B_BLRC,183.6,73.44,5.276558566,4,183.6,18743.69053,5.26,105630,9999.0
10144_B_BLR3,26.5,10.6,5.307393714,4,26.5,2705.380169,5.26,105630,9999.0
54238_B_BIOMS1,111.1,44.44,5.26721175,4,111.1,11342.17875,5.26,105630,9999.0
10601_G_GEN1,44.8,17.92,5.285202033,4,44.8,4573.623833,5.26,105630,9999.0
10091_G_GEN1,18.6,7.44,5.266320962,4,18.6,1898.870609,5.26,105630,9999.0
10091_G_G2,46.0,18.4,5.295276071,4,46.0,4696.131614,5.26,105630,9999.0
57696_G_1,11.0,4.4,5.299571767,4,11.0,1122.987995,5.26,105630,9999.0
60918_G_00003,26.0,10.4,5.281864383,4,26.0,2654.3352600000003,5.26,105630,9999.0
50119_G_GENA,45.6,18.24,4.470378228,8,20.52,4655.295687,4.47,37800,9999.0
56090_G_D182,11.2,4.48,4.506009993,8,5.04,1143.405958,4.47,37800,9999.0
