DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[163829.59661400848],[82676.29641570785],[0.0],[10522.006460916688],[-70631.29373738394]
[161283.4219967248],[82968.30007278215],[0.0],[10178.322],[-68136.79992394264]
[152139.1506734066],[76325.27908248742],[0.0],[9702.658039030614],[-66111.21355188856]
[150171.76952784753],[71686.91766688332],[0.0],[10705.829054544603],[-67779.0228064196]
[135270.93924683245],[60313.60838411088],[0.0],[11173.667054544603],[-63783.66380817696]
[216301.26504826057],[72226.09333946639],[0.0],[11138.306406372087],[-132936.86530242208]
[218882.4649910024],[81246.81872549435],[0.0],[10878.462],[-126757.18426550805]
[145721.98081158643],[66439.290079734],[0.0],[10124.433445402701],[-69158.25728644973]
[158577.05476971148],[94411.82545617217],[0.0],[10379.636054544604],[-53785.593258994704]
[153367.6545624583],[67420.0165076141],[0.0],[9719.493707695794],[-76228.14434714842]
[168138.7846928179],[68719.22175020548],[0.0],[10916.23946091669],[-88503.32348169571]
[154136.959964873],[68009.91724469062],[0.0],[10650.969000000001],[-75476.0737201824]
[148065.08163632598],[104038.60893527028],[0.0],[10228.029000000002],[-33798.44370105569]
[223461.3947032501],[80034.34927270038],[0.0],[10474.419445402702],[-132952.62598514702]
[148740.98607891132],[69306.26505380821],[0.0],[10129.3894454027],[-69305.3315797004]
[153610.74031591314],[77130.48233445955],[0.0],[9663.966445402699],[-66816.29153605089]
[149070.13450515727],[111802.20484674149],[0.0],[9401.574],[-27866.355658415792]
[151558.93480506405],[106785.57134316751],[0.0],[10424.197039030614],[-34349.166422865936]
[138326.9093924399],[57444.81354821274],[0.0],[10525.788],[-70356.30784422717]
[161691.41153991575],[80980.83434548958],[0.0],[10525.870460916689],[-70184.70673350948]
[155943.12239498988],[106189.29223451584],[0.0],[10453.548000000003],[-39300.282160474046]
