DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[473048.365871018],[0.0],[0.0],[6977.15976637668],[-466071.2061046413]
[475725.3977674559],[0.0],[0.0],[6794.676719827576],[-468930.7210476283]
[1158890.7396230903],[0.0],[454.42672416646127],[6953.510161335576],[-1151482.8027375883]
[506464.35785540845],[258901.35163451624],[0.0],[8314.068000000007],[-239248.93822089222]
[496244.673035281],[253537.25950692734],[0.0],[8673.518],[-234033.8955283537]
[465151.0557879327],[0.0],[0.0],[8049.167766376679],[-457101.888021556]
[482502.54101309873],[0.0],[0.0],[7621.964719827576],[-474880.57629327115]
[775820.4853867805],[575684.9938672491],[0.0],[7389.964486204253],[-192745.52703332715]
[821701.2502113406],[924247.1945442113],[0.0],[7905.688000000002],[110451.63233287062]
[1058007.7897816403],[1131039.92310166],[0.0],[9785.678719827578],[82817.81203984749]
[1183669.8267081263],[1105005.3623360477],[0.0],[10308.487766376678],[-68355.97660570196]
[605687.334131575],[338973.41630004393],[0.0],[9884.279999999999],[-256829.637831531]
[368065.0133572095],[0.0],[0.0],[8690.528000000002],[-359374.4853572095]
[470925.109083302],[0.0],[0.0],[8125.496486204253],[-462799.61259709776]
[584615.9226664732],[0.0],[261.365445672],[7133.525766376679],[-577221.0314544245]
[638059.9048283922],[0.0],[0.0],[7124.468486204254],[-630935.4363421879]
[473148.1490492086],[220002.6843159073],[0.0],[8172.878719827581],[-244972.58601347374]
[490851.96537346026],[0.0],[0.0],[8582.518719827574],[-482269.4466536327]
[474615.559147006],[0.0],[0.0],[8674.400719827576],[-465941.15842717845]
[453054.86681166175],[0.0],[0.0],[8193.395766376685],[-444861.47104528506]
[342842.21607251005],[0.0],[0.0],[7766.822],[-335075.39407251007]
[502361.0256983105],[280045.4177288653],[0.0],[7517.398719827575],[-214798.20924961765]
[540503.1741838682],[300594.18389291485],[0.0],[7765.387766376681],[-232143.6025245767]
[515781.5318204388],[403064.1185600932],[0.0],[8488.62776637668],[-104228.78549396893]
[513766.99411837175],[270197.22847088473],[0.0],[8225.17576637668],[-235344.58988111035]
