DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[473048.365871018],[0.0],[0.0],[6977.15976637668],[-466071.2061046413]
[475725.3977674559],[0.0],[0.0],[6794.676719827576],[-468930.7210476283]
[1158890.7396230903],[0.0],[454.42672416646127],[6953.510161335576],[-1151482.8027375883]
[506464.35785540845],[258901.35163451624],[0.0],[8314.068000000007],[-239248.93822089222]
[496244.673035281],[253537.25950692734],[0.0],[8673.518],[-234033.8955283537]
[465151.0557879327],[0.0],[0.0],[8049.167766376679],[-457101.888021556]
[482502.54101309873],[0.0],[0.0],[7621.964719827576],[-474880.57629327115]
[775820.4853867805],[575684.9938672491],[0.0],[7389.964486204253],[-192745.52703332715]
[821701.2502113406],[924247.1945442113],[0.0],[7905.688000000002],[110451.63233287062]
[1058007.7897816403],[1131039.92310166],[0.0],[9785.678719827578],[82817.81203984749]
[1183669.8267081263],[1105005.3623360477],[0.0],[10308.487766376678],[-68355.97660570196]
