Hour,pr_e,pr_fre_u,pr_fre_d
0,30.60831454148315,2.6660749703112274,8.0
1,30.60831454148315,2.6595900715582688,8.0
2,30.60831454148315,2.6638171251961857,8.0
3,30.60831454148315,2.6613408089912403,8.0
4,30.60831454148315,2.7008314541483154,8.0
5,30.599373454581066,2.5466437961516224,8.0
6,30.51788512384381,0.0010654587888237882,0.00186112322224073
7,30.51788512384381,0.0012785900610706126,8.0
8,30.51788512384381,0.0015046772552772415,0.0009785922106222782
9,30.51788512384381,0.0013327824985744595,8.0
10,30.51788512384381,0.0012785900610706126,8.0
11,30.51788512384381,0.0013327824985744595,8.0
12,30.51788512384381,0.0015046772552772415,8.0
13,30.51788512384381,0.00186112322224073,8.0
14,30.51788512384381,2.6594677462018343,8.0
15,30.51788512384381,2.6594677462018343,8.0
16,30.51788512384381,2.5429846599080306,8.0
17,67.08531985268733,2.6594677462018343,8.0
18,83.84930191051507,2.8054551287410487,8.0
19,72.43594369985733,2.6863489075000864,8.0
20,31.97431932293307,2.772386520102386,8.0
21,31.65455128741048,2.772386520102386,8.0
22,31.65455128741048,2.7478489029333817,8.0
23,31.65455128741048,2.8054551287410487,8.0
