DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[6526165.137532966],[0.0],[1945102.7082006484],[8471267.845733615]
[0.0],[6410998.45627947],[0.0],[1960529.9654891584],[8371528.421768628]
[0.0],[6396081.593588824],[0.0],[1829542.3378729215],[8225623.931461746]
[0.0],[6669683.0820505945],[0.0],[1950896.2733595287],[8620579.355410123]
[0.0],[6645063.346990125],[0.0],[1969047.8725653598],[8614111.219555486]
[0.0],[6699698.844799193],[0.0],[1949463.9287607635],[8649162.773559956]
[0.0],[6496629.68043795],[0.0],[1941658.240103893],[8438287.920541843]
[0.0],[6658306.799391106],[0.0],[1947778.9725863452],[8606085.77197745]
[0.0],[6444683.307059417],[0.0],[1962593.8036177238],[8407277.11067714]
[0.0],[6527970.221496168],[0.0],[1966629.1225653598],[8494599.344061527]
[0.0],[6494041.361504246],[0.0],[1962078.3487058762],[8456119.710210122]
[0.0],[6601361.763591622],[0.0],[1961045.8036177238],[8562407.567209346]
[0.0],[5567353.19507078],[709.5],[1812708.4687410945],[7380771.163811875]
[0.0],[6588430.5364518585],[0.0],[1942716.4480555197],[8531146.984507378]
[0.0],[6198256.666499875],[0.0],[1948036.6488434765],[8146293.315343351]
[0.0],[6408844.269162528],[0.0],[1949606.2733595287],[8358450.542522057]
[0.0],[6530857.006004911],[0.0],[1969821.386951057],[8500678.392955968]
[0.0],[6715955.669665104],[0.0],[1968790.4176535122],[8684746.087318616]
[0.0],[6539036.2839292865],[0.0],[1960788.3487058762],[8499824.632635163]
[0.0],[5481766.446266839],[0.0],[1733816.8066340678],[7215583.252900907]
[0.0],[6573539.854394435],[0.0],[1960175.215489158],[8533715.069883592]
[0.0],[6516288.154134015],[0.0],[1969306.0939106436],[8485594.248044658]
[0.0],[5630066.731407248],[0.0],[1818342.657927663],[7448409.3893349115]
[0.0],[6043529.89439168],[0.0],[1821351.0889508645],[7864880.983342545]
[0.0],[6398285.237096117],[0.0],[1941486.690093779],[8339771.927189896]
[0.0],[6440761.320647845],[0.0],[1960530.0249630075],[8401291.345610853]
[0.0],[6635373.556525845],[0.0],[1954123.5357090682],[8589497.092234913]
