,demand,date,time,EVdemand,demandW/OEV,demandZEV,demand1/2ZEV,demand3/4ZEV
2298,25086,20180406,18,637.4464800000001,21580.04436,75125.54868,48352.79652,61739.172600000005
2299,25105,20180406,19,578.91192,21920.98444,70549.58572,46235.28508,58392.4354
2300,25143,20180406,20,466.77096,22575.759720000002,61784.52036,42180.14004,51982.3302
2301,24984,20180406,21,377.1402,22909.728900000002,54589.5057,38749.6173,46669.561499999996
2302,25169,20180406,22,311.76683999999995,23454.28238,49642.696939999994,36548.48966,43095.59329999999
2303,25403,20180406,23,247.78248,24040.19636,44853.92468,34447.06052,39650.4926
2304,25459,20180407,0,204.38844000000003,24334.86358,41503.49254000001,32919.178060000006,37211.335300000006
2305,25471,20180407,1,162.34799999999998,24578.086,38215.318,31396.701999999997,34806.009999999995
2306,25788,20180407,2,126.07116000000002,25094.60862,35684.58606,30389.59734,33037.0917
2307,26819,20180407,3,102.35651999999999,26256.03914,34853.98682,30555.01298,32704.4999
2308,26806,20180407,4,91.35912,26303.52484,33977.69092,30140.60788,32059.1494
2309,25878,20180407,5,110.1138,25272.3741,34521.933300000004,29897.153700000003,32209.5435
2310,24231,20180407,6,181.11396000000002,23234.87322,38448.44586000001,30841.65954,34645.0527
2311,22515,20180407,7,341.0701199999999,20639.11434,49289.00442,34964.05938,42126.531899999994
2312,21232,20180407,8,508.5361200000001,18435.051339999998,61152.08542,39793.56838,50472.8269
2313,20263,20180407,9,526.7767200000001,17365.728039999998,61614.97252000001,39490.35028,50552.6614
2314,19677,20180407,10,509.48352000000006,16874.84064,59671.45632,38273.14848,48972.3024
2315,19302,20180407,11,490.36380000000014,16604.9991,57795.55830000001,37200.27870000001,47497.918500000014
2316,19414,20180407,12,493.9575599999999,16697.23342,58189.668459999986,37443.450939999995,47816.5597
2317,19919,20180407,13,487.01004000000023,17240.444779999998,58149.28814000002,37694.866460000005,47922.07730000001
2318,20616,20180407,14,478.89312000000024,17982.08784,58209.10992000002,38095.598880000005,48152.35440000001
2319,20978,20180407,15,521.46084,18109.96538,61912.67594,40011.32066,50961.9983
2320,21851,20180407,16,558.8269199999999,18777.45194,65718.91321999999,42248.18257999999,53983.54789999999
2321,22493,20180407,17,620.3554799999997,19081.04486,71190.90517999997,45135.97501999999,58163.440099999985
2322,22572,20180407,18,637.4464800000001,19066.04436,72611.54868,45838.79652,59225.172600000005
2323,22395,20180407,19,578.91192,19210.98444,67839.58572,43525.28508,55682.4354
2324,21977,20180407,20,466.77096,19409.759720000002,58618.52036,39014.14004,48816.3302
2325,21593,20180407,21,377.1402,19518.728900000002,51198.5057,35358.6173,43278.561499999996
2326,21439,20180407,22,311.76683999999995,19724.28238,45912.696939999994,32818.48966,39365.59329999999
2327,21578,20180407,23,247.78248,20215.19636,41028.92468,30622.06052,35825.4926
2328,21895,20180408,0,204.38844000000003,20770.86358,37939.49254000001,29355.178060000002,33647.335300000006
2329,22949,20180408,1,162.34799999999998,22056.086,35693.318,28874.701999999997,32284.01
2330,23691,20180408,2,126.07116000000002,22997.60862,33587.58606,28292.59734,30940.0917
2331,24953,20180408,3,102.35651999999999,24390.03914,32987.98682,28689.01298,30838.4999
2332,25422,20180408,4,91.35912,24919.52484,32593.690919999997,28756.60788,30675.1494
2333,24570,20180408,5,110.1138,23964.3741,33213.933300000004,28589.153700000003,30901.5435
2334,23220,20180408,6,181.11396000000002,22223.87322,37437.44586000001,29830.65954,33634.0527
2335,21950,20180408,7,341.0701199999999,20074.11434,48724.00442,34399.05938,41561.531899999994
2336,20868,20180408,8,508.5361200000001,18071.051339999998,60788.08542,39429.56838,50108.8269
2337,20363,20180408,9,526.7767200000001,17465.728039999998,61714.97252000001,39590.35028,50652.6614
2338,19771,20180408,10,509.48352000000006,16968.84064,59765.45632,38367.14848,49066.3024
2339,19465,20180408,11,490.36380000000014,16767.9991,57958.55830000001,37363.27870000001,47660.918500000014
2340,19443,20180408,12,493.9575599999999,16726.23342,58218.668459999986,37472.450939999995,47845.5597
2341,19790,20180408,13,487.01004000000023,17111.444779999998,58020.28814000002,37565.866460000005,47793.07730000001
2342,20186,20180408,14,478.89312000000024,17552.08784,57779.10992000002,37665.598880000005,47722.35440000001
2343,20108,20180408,15,521.46084,17239.96538,61042.67594,39141.32066,50091.9983
2344,20134,20180408,16,558.8269199999999,17060.45194,64001.91321999999,40531.18257999999,52266.54789999999
2345,19905,20180408,17,620.3554799999997,16493.04486,68602.90517999997,42547.97501999999,55575.440099999985
2346,19522,20180408,18,637.4464800000001,16016.04436,69561.54868,42788.79652,56175.172600000005
2347,19191,20180408,19,578.91192,16006.98444,64635.58572,40321.28508,52478.4354
2348,19041,20180408,20,466.77096,16473.759720000002,55682.52036,36078.14004,45880.3302
2349,19150,20180408,21,377.1402,17075.728900000002,48755.5057,32915.6173,40835.561499999996
2350,19412,20180408,22,311.76683999999995,17697.28238,43885.696939999994,30791.48966,37338.59329999999
2351,19949,20180408,23,247.78248,18586.19636,39399.92468,28993.06052,34196.4926
2352,21143,20180409,0,204.38844000000003,20018.86358,37187.49254000001,28603.178060000002,32895.335300000006
2353,22519,20180409,1,162.34799999999998,21626.086,35263.318,28444.701999999997,31854.01
2354,23576,20180409,2,126.07116000000002,22882.60862,33472.58606,28177.59734,30825.0917
2355,24978,20180409,3,102.35651999999999,24415.03914,33012.98682,28714.01298,30863.4999
2356,25609,20180409,4,91.35912,25106.52484,32780.69092,28943.60788,30862.1494
2357,24561,20180409,5,110.1138,23955.3741,33204.933300000004,28580.153700000003,30892.5435
2358,22884,20180409,6,181.11396000000002,21887.87322,37101.44586000001,29494.65954,33298.0527
2359,21635,20180409,7,341.0701199999999,19759.11434,48409.00442,34084.05938,41246.531899999994
2360,20843,20180409,8,508.5361200000001,18046.051339999998,60763.08542,39404.56838,50083.8269
2361,20002,20180409,9,526.7767200000001,17104.728039999998,61353.97252000001,39229.35028,50291.6614
2362,19792,20180409,10,509.48352000000006,16989.84064,59786.45632,38388.14848,49087.3024
2363,19763,20180409,11,490.36380000000014,17065.9991,58256.55830000001,37661.27870000001,47958.918500000014
2364,19975,20180409,12,493.9575599999999,17258.23342,58750.668459999986,38004.450939999995,48377.5597
2365,21168,20180409,13,487.01004000000023,18489.444779999998,59398.28814000002,38943.866460000005,49171.07730000001
2366,23166,20180409,14,478.89312000000024,20532.08784,60759.10992000002,40645.598880000005,50702.35440000001
2367,24084,20180409,15,521.46084,21215.96538,65018.67594,43117.32066,54067.9983
2368,24272,20180409,16,558.8269199999999,21198.45194,68139.91321999999,44669.18257999999,56404.54789999999
2369,24708,20180409,17,620.3554799999997,21296.04486,73405.90517999997,47350.97501999999,60378.440099999985
2370,24866,20180409,18,637.4464800000001,21360.04436,74905.54868,48132.79652,61519.172600000005
2371,25008,20180409,19,578.91192,21823.98444,70452.58572,46138.28508,58295.4354
2372,25169,20180409,20,466.77096,22601.759720000002,61810.52036,42206.14004,52008.3302
2373,25819,20180409,21,377.1402,23744.728900000002,55424.5057,39584.6173,47504.561499999996
2374,26562,20180409,22,311.76683999999995,24847.28238,51035.696939999994,37941.48966,44488.59329999999
2375,27502,20180409,23,247.78248,26139.19636,46952.92468,36546.06052,41749.4926
2376,28358,20180410,0,204.38844000000003,27233.86358,44402.49254000001,35818.178060000006,40110.335300000006
2377,28906,20180410,1,162.34799999999998,28013.086,41650.318,34831.702,38241.009999999995
2378,29289,20180410,2,126.07116000000002,28595.60862,39185.58606,33890.59734,36538.0917
2379,30035,20180410,3,102.35651999999999,29472.03914,38069.98682,33771.01298,35920.4999
2380,29858,20180410,4,91.35912,29355.52484,37029.69092,33192.607879999996,35111.149399999995
2381,28018,20180410,5,110.1138,27412.3741,36661.933300000004,32037.153700000003,34349.5435
2382,25625,20180410,6,181.11396000000002,24628.87322,39842.44586000001,32235.65954,36039.0527
2383,23427,20180410,7,341.0701199999999,21551.11434,50201.00442,35876.05938,43038.531899999994
2384,22040,20180410,8,508.5361200000001,19243.051339999998,61960.08542,40601.56838,51280.8269
2385,21229,20180410,9,526.7767200000001,18331.728039999998,62580.97252000001,40456.35028,51518.6614
2386,20770,20180410,10,509.48352000000006,17967.84064,60764.45632,39366.14848,50065.3024
2387,20672,20180410,11,490.36380000000014,17974.9991,59165.55830000001,38570.27870000001,48867.918500000014
2388,20598,20180410,12,493.9575599999999,17881.23342,59373.668459999986,38627.450939999995,49000.5597
2389,21562,20180410,13,487.01004000000023,18883.444779999998,59792.28814000002,39337.866460000005,49565.07730000001
2390,23515,20180410,14,478.89312000000024,20881.08784,61108.10992000002,40994.598880000005,51051.35440000001
2391,24398,20180410,15,521.46084,21529.96538,65332.67594,43431.32066,54381.9983
2392,24724,20180410,16,558.8269199999999,21650.45194,68591.91321999999,45121.18257999999,56856.54789999999
2393,25338,20180410,17,620.3554799999997,21926.04486,74035.90517999997,47980.97501999999,61008.440099999985
2394,25678,20180410,18,637.4464800000001,22172.04436,75717.54868,48944.79652,62331.172600000005
2395,26062,20180410,19,578.91192,22877.98444,71506.58572,47192.28508,59349.4354
2396,26578,20180410,20,466.77096,24010.759720000002,63219.52036,43615.14004,53417.3302
2397,27196,20180410,21,377.1402,25121.728900000002,56801.5057,40961.6173,48881.561499999996
2398,27716,20180410,22,311.76683999999995,26001.28238,52189.696939999994,39095.48966,45642.59329999999
2399,28281,20180410,23,247.78248,26918.19636,47731.92468,37325.06052,42528.4926
2400,28653,20180411,0,204.38844000000003,27528.86358,44697.49254000001,36113.178060000006,40405.335300000006
2401,28911,20180411,1,162.34799999999998,28018.086,41655.318,34836.702,38246.009999999995
2402,28926,20180411,2,126.07116000000002,28232.60862,38822.58606,33527.59734,36175.0917
2403,29404,20180411,3,102.35651999999999,28841.03914,37438.98682,33140.01298,35289.4999
2404,29262,20180411,4,91.35912,28759.52484,36433.69092,32596.60788,34515.149399999995
2405,27531,20180411,5,110.1138,26925.3741,36174.933300000004,31550.153700000003,33862.5435
2406,25209,20180411,6,181.11396000000002,24212.87322,39426.44586000001,31819.65954,35623.0527
2407,23069,20180411,7,341.0701199999999,21193.11434,49843.00442,35518.05938,42680.531899999994
2408,22021,20180411,8,508.5361200000001,19224.051339999998,61941.08542,40582.56838,51261.8269
2409,21345,20180411,9,526.7767200000001,18447.728039999998,62696.97252000001,40572.35028,51634.6614
2410,20725,20180411,10,509.48352000000006,17922.84064,60719.45632,39321.14848,50020.3024
2411,20529,20180411,11,490.36380000000014,17831.9991,59022.55830000001,38427.27870000001,48724.918500000014
2412,20461,20180411,12,493.9575599999999,17744.23342,59236.668459999986,38490.450939999995,48863.5597
2413,21444,20180411,13,487.01004000000023,18765.444779999998,59674.28814000002,39219.866460000005,49447.07730000001
2414,23510,20180411,14,478.89312000000024,20876.08784,61103.10992000002,40989.598880000005,51046.35440000001
2415,24504,20180411,15,521.46084,21635.96538,65438.67594,43537.32066,54487.9983
2416,24749,20180411,16,558.8269199999999,21675.45194,68616.91321999999,45146.18257999999,56881.54789999999
2417,25021,20180411,17,620.3554799999997,21609.04486,73718.90517999997,47663.97501999999,60691.440099999985
2418,24970,20180411,18,637.4464800000001,21464.04436,75009.54868,48236.79652,61623.172600000005
2419,24928,20180411,19,578.91192,21743.98444,70372.58572,46058.28508,58215.4354
2420,24854,20180411,20,466.77096,22286.759720000002,61495.52036,41891.14004,51693.3302
2421,25104,20180411,21,377.1402,23029.728900000002,54709.5057,38869.6173,46789.561499999996
2422,25526,20180411,22,311.76683999999995,23811.28238,49999.696939999994,36905.48966,43452.59329999999
2423,26171,20180411,23,247.78248,24808.19636,45621.92468,35215.06052,40418.4926
2424,26695,20180412,0,204.38844000000003,25570.86358,42739.49254000001,34155.178060000006,38447.335300000006
2425,26819,20180412,1,162.34799999999998,25926.086,39563.318,32744.701999999997,36154.009999999995
2426,27229,20180412,2,126.07116000000002,26535.60862,37125.58606,31830.59734,34478.0917
2427,28110,20180412,3,102.35651999999999,27547.03914,36144.98682,31846.01298,33995.4999
2428,28061,20180412,4,91.35912,27558.52484,35232.69092,31395.60788,33314.149399999995
2429,26612,20180412,5,110.1138,26006.3741,35255.933300000004,30631.153700000003,32943.5435
2430,24423,20180412,6,181.11396000000002,23426.87322,38640.44586000001,31033.65954,34837.0527
2431,22514,20180412,7,341.0701199999999,20638.11434,49288.00442,34963.05938,42125.531899999994
2432,21732,20180412,8,508.5361200000001,18935.051339999998,61652.08542,40293.56838,50972.8269
2433,21110,20180412,9,526.7767200000001,18212.728039999998,62461.97252000001,40337.35028,51399.6614
2434,20719,20180412,10,509.48352000000006,17916.84064,60713.45632,39315.14848,50014.3024
2435,20570,20180412,11,490.36380000000014,17872.9991,59063.55830000001,38468.27870000001,48765.918500000014
2436,20553,20180412,12,493.9575599999999,17836.23342,59328.668459999986,38582.450939999995,48955.5597
2437,21646,20180412,13,487.01004000000023,18967.444779999998,59876.28814000002,39421.866460000005,49649.07730000001
2438,23747,20180412,14,478.89312000000024,21113.08784,61340.10992000002,41226.598880000005,51283.35440000001
2439,24681,20180412,15,521.46084,21812.96538,65615.67594,43714.32066,54664.9983
2440,24818,20180412,16,558.8269199999999,21744.45194,68685.91321999999,45215.18257999999,56950.54789999999
2441,24668,20180412,17,620.3554799999997,21256.04486,73365.90517999997,47310.97501999999,60338.440099999985
2442,24058,20180412,18,637.4464800000001,20552.04436,74097.54868,47324.79652,60711.172600000005
2443,23536,20180412,19,578.91192,20351.98444,68980.58572,44666.28508,56823.4354
2444,23370,20180412,20,466.77096,20802.759720000002,60011.52036,40407.14004,50209.3302
2445,23182,20180412,21,377.1402,21107.728900000002,52787.5057,36947.6173,44867.561499999996
2446,23093,20180412,22,311.76683999999995,21378.28238,47566.696939999994,34472.48966,41019.59329999999
2447,23086,20180412,23,247.78248,21723.19636,42536.92468,32130.06052,37333.4926
2448,23611,20180413,0,204.38844000000003,22486.86358,39655.49254000001,31071.178060000002,35363.335300000006
2449,24138,20180413,1,162.34799999999998,23245.086,36882.318,30063.701999999997,33473.009999999995
2450,24989,20180413,2,126.07116000000002,24295.60862,34885.58606,29590.59734,32238.0917
2451,26729,20180413,3,102.35651999999999,26166.03914,34763.98682,30465.01298,32614.4999
2452,27406,20180413,4,91.35912,26903.52484,34577.69092,30740.60788,32659.1494
2453,26307,20180413,5,110.1138,25701.3741,34950.933300000004,30326.153700000003,32638.5435
2454,24294,20180413,6,181.11396000000002,23297.87322,38511.44586000001,30904.65954,34708.0527
2455,22421,20180413,7,341.0701199999999,20545.11434,49195.00442,34870.05938,42032.531899999994
2456,21761,20180413,8,508.5361200000001,18964.051339999998,61681.08542,40322.56838,51001.8269
2457,21170,20180413,9,526.7767200000001,18272.728039999998,62521.97252000001,40397.35028,51459.6614
2458,20676,20180413,10,509.48352000000006,17873.84064,60670.45632,39272.14848,49971.3024
2459,20502,20180413,11,490.36380000000014,17804.9991,58995.55830000001,38400.27870000001,48697.918500000014
2460,20479,20180413,12,493.9575599999999,17762.23342,59254.668459999986,38508.450939999995,48881.5597
2461,21864,20180413,13,487.01004000000023,19185.444779999998,60094.28814000002,39639.866460000005,49867.07730000001
2462,24045,20180413,14,478.89312000000024,21411.08784,61638.10992000002,41524.598880000005,51581.35440000001
2463,24874,20180413,15,521.46084,22005.96538,65808.67594,43907.32066,54857.9983
2464,24293,20180413,16,558.8269199999999,21219.45194,68160.91321999999,44690.18257999999,56425.54789999999
2465,23840,20180413,17,620.3554799999997,20428.04486,72537.90517999997,46482.97501999999,59510.440099999985
2466,23594,20180413,18,637.4464800000001,20088.04436,73633.54868,46860.79652,60247.172600000005
2467,23122,20180413,19,578.91192,19937.98444,68566.58572,44252.28508,56409.4354
2468,22763,20180413,20,466.77096,20195.759720000002,59404.52036,39800.14004,49602.3302
2469,22756,20180413,21,377.1402,20681.728900000002,52361.5057,36521.6173,44441.561499999996
2470,22869,20180413,22,311.76683999999995,21154.28238,47342.696939999994,34248.48966,40795.59329999999
2471,23284,20180413,23,247.78248,21921.19636,42734.92468,32328.06052,37531.4926
2472,24068,20180414,0,204.38844000000003,22943.86358,40112.49254000001,31528.178060000002,35820.335300000006
2473,24522,20180414,1,162.34799999999998,23629.086,37266.318,30447.701999999997,33857.009999999995
2474,25168,20180414,2,126.07116000000002,24474.60862,35064.58606,29769.59734,32417.0917
2475,26306,20180414,3,102.35651999999999,25743.03914,34340.98682,30042.01298,32191.4999
2476,26829,20180414,4,91.35912,26326.52484,34000.69092,30163.60788,32082.1494
2477,25845,20180414,5,110.1138,25239.3741,34488.933300000004,29864.153700000003,32176.5435
2478,24217,20180414,6,181.11396000000002,23220.87322,38434.44586000001,30827.65954,34631.0527
2479,22418,20180414,7,341.0701199999999,20542.11434,49192.00442,34867.05938,42029.531899999994
2480,21323,20180414,8,508.5361200000001,18526.051339999998,61243.08542,39884.56838,50563.8269
2481,20779,20180414,9,526.7767200000001,17881.728039999998,62130.97252000001,40006.35028,51068.6614
2482,20236,20180414,10,509.48352000000006,17433.84064,60230.45632,38832.14848,49531.3024
2483,19949,20180414,11,490.36380000000014,17251.9991,58442.55830000001,37847.27870000001,48144.918500000014
2484,20008,20180414,12,493.9575599999999,17291.23342,58783.668459999986,38037.450939999995,48410.5597
2485,20619,20180414,13,487.01004000000023,17940.444779999998,58849.28814000002,38394.866460000005,48622.07730000001
2486,20966,20180414,14,478.89312000000024,18332.08784,58559.10992000002,38445.598880000005,48502.35440000001
2487,21025,20180414,15,521.46084,18156.96538,61959.67594,40058.32066,51008.9983
2488,21042,20180414,16,558.8269199999999,17968.45194,64909.91321999999,41439.18257999999,53174.54789999999
2489,21105,20180414,17,620.3554799999997,17693.04486,69802.90517999997,43747.97501999999,56775.440099999985
2490,20960,20180414,18,637.4464800000001,17454.04436,70999.54868,44226.79652,57613.172600000005
2491,20799,20180414,19,578.91192,17614.98444,66243.58572,41929.28508,54086.4354
2492,20738,20180414,20,466.77096,18170.759720000002,57379.52036,37775.14004,47577.3302
2493,20836,20180414,21,377.1402,18761.728900000002,50441.5057,34601.6173,42521.561499999996
2494,21270,20180414,22,311.76683999999995,19555.28238,45743.696939999994,32649.48966,39196.59329999999
2495,22018,20180414,23,247.78248,20655.19636,41468.92468,31062.06052,36265.4926
2496,22876,20180415,0,204.38844000000003,21751.86358,38920.49254000001,30336.178060000002,34628.335300000006
2497,23443,20180415,1,162.34799999999998,22550.086,36187.318,29368.701999999997,32778.009999999995
2498,24404,20180415,2,126.07116000000002,23710.60862,34300.58606,29005.59734,31653.0917
2499,25377,20180415,3,102.35651999999999,24814.03914,33411.98682,29113.01298,31262.4999
2500,25746,20180415,4,91.35912,25243.52484,32917.69092,29080.60788,30999.1494
2501,24635,20180415,5,110.1138,24029.3741,33278.933300000004,28654.153700000003,30966.5435
2502,23191,20180415,6,181.11396000000002,22194.87322,37408.44586000001,29801.65954,33605.0527
2503,21584,20180415,7,341.0701199999999,19708.11434,48358.00442,34033.05938,41195.531899999994
2504,20273,20180415,8,508.5361200000001,17476.051339999998,60193.08542,38834.56838,49513.8269
2505,19338,20180415,9,526.7767200000001,16440.728039999998,60689.97252000001,38565.35028,49627.6614
2506,18745,20180415,10,509.48352000000006,15942.84064,58739.456320000005,37341.14848,48040.3024
2507,18403,20180415,11,490.36380000000014,15705.999099999999,56896.55830000001,36301.2787,46598.91850000001
2508,18389,20180415,12,493.9575599999999,15672.23342,57164.668459999986,36418.450939999995,46791.5597
2509,18650,20180415,13,487.01004000000023,15971.444779999998,56880.28814000002,36425.866460000005,46653.07730000001
2510,18879,20180415,14,478.89312000000024,16245.087839999998,56472.10992000002,36358.598880000005,46415.35440000001
2511,19001,20180415,15,521.46084,16132.96538,59935.67594,38034.32066,48984.9983
2512,19192,20180415,16,558.8269199999999,16118.45194,63059.91321999999,39589.18257999999,51324.54789999999
2513,19274,20180415,17,620.3554799999997,15862.044860000002,67971.90517999997,41916.97501999999,54944.440099999985
2514,18994,20180415,18,637.4464800000001,15488.04436,69033.54868,42260.79652,55647.172600000005
2515,18873,20180415,19,578.91192,15688.98444,64317.58572,40003.28508,52160.4354
2516,19048,20180415,20,466.77096,16480.759720000002,55689.52036,36085.14004,45887.3302
2517,19629,20180415,21,377.1402,17554.728900000002,49234.5057,33394.6173,41314.561499999996
2518,19867,20180415,22,311.76683999999995,18152.28238,44340.696939999994,31246.48966,37793.59329999999
2519,20611,20180415,23,247.78248,19248.19636,40061.92468,29655.06052,34858.4926
2520,21807,20180416,0,204.38844000000003,20682.86358,37851.49254000001,29267.178060000002,33559.335300000006
2521,22917,20180416,1,162.34799999999998,22024.086,35661.318,28842.701999999997,32252.01
2522,23874,20180416,2,126.07116000000002,23180.60862,33770.58606,28475.59734,31123.0917
2523,25060,20180416,3,102.35651999999999,24497.03914,33094.98682,28796.01298,30945.4999
2524,25541,20180416,4,91.35912,25038.52484,32712.690919999997,28875.60788,30794.1494
2525,24490,20180416,5,110.1138,23884.3741,33133.933300000004,28509.153700000003,30821.5435
2526,22834,20180416,6,181.11396000000002,21837.87322,37051.44586000001,29444.65954,33248.0527
2527,21064,20180416,7,341.0701199999999,19188.11434,47838.00442,33513.05938,40675.531899999994
2528,19919,20180416,8,508.5361200000001,17122.051339999998,59839.08542,38480.56838,49159.8269
2529,19151,20180416,9,526.7767200000001,16253.72804,60502.97252000001,38378.350280000006,49440.661400000005
2530,18764,20180416,10,509.48352000000006,15961.84064,58758.456320000005,37360.14848,48059.3024
2531,18786,20180416,11,490.36380000000014,16088.999099999999,57279.55830000001,36684.2787,46981.91850000001
2532,19375,20180416,12,493.9575599999999,16658.23342,58150.668459999986,37404.450939999995,47777.5597
2533,20859,20180416,13,487.01004000000023,18180.444779999998,59089.28814000002,38634.866460000005,48862.07730000001
2534,23032,20180416,14,478.89312000000024,20398.08784,60625.10992000002,40511.598880000005,50568.35440000001
2535,24248,20180416,15,521.46084,21379.96538,65182.67594,43281.32066,54231.9983
2536,24407,20180416,16,558.8269199999999,21333.45194,68274.91321999999,44804.18257999999,56539.54789999999
2537,24382,20180416,17,620.3554799999997,20970.04486,73079.90517999997,47024.97501999999,60052.440099999985
2538,24082,20180416,18,637.4464800000001,20576.04436,74121.54868,47348.79652,60735.172600000005
2539,23683,20180416,19,578.91192,20498.98444,69127.58572,44813.28508,56970.4354
2540,23281,20180416,20,466.77096,20713.759720000002,59922.52036,40318.14004,50120.3302
2541,23370,20180416,21,377.1402,21295.728900000002,52975.5057,37135.6173,45055.561499999996
2542,23276,20180416,22,311.76683999999995,21561.28238,47749.696939999994,34655.48966,41202.59329999999
2543,23066,20180416,23,247.78248,21703.19636,42516.92468,32110.06052,37313.4926
2544,23225,20180417,0,204.38844000000003,22100.86358,39269.49254000001,30685.178060000002,34977.335300000006
2545,24061,20180417,1,162.34799999999998,23168.086,36805.318,29986.701999999997,33396.009999999995
2546,25022,20180417,2,126.07116000000002,24328.60862,34918.58606,29623.59734,32271.0917
2547,26543,20180417,3,102.35651999999999,25980.03914,34577.98682,30279.01298,32428.4999
2548,27229,20180417,4,91.35912,26726.52484,34400.69092,30563.60788,32482.1494
2549,26054,20180417,5,110.1138,25448.3741,34697.933300000004,30073.153700000003,32385.5435
2550,24124,20180417,6,181.11396000000002,23127.87322,38341.44586000001,30734.65954,34538.0527
2551,22282,20180417,7,341.0701199999999,20406.11434,49056.00442,34731.05938,41893.531899999994
2552,21206,20180417,8,508.5361200000001,18409.051339999998,61126.08542,39767.56838,50446.8269
2553,20435,20180417,9,526.7767200000001,17537.728039999998,61786.97252000001,39662.35028,50724.6614
2554,20049,20180417,10,509.48352000000006,17246.84064,60043.45632,38645.14848,49344.3024
2555,19993,20180417,11,490.36380000000014,17295.9991,58486.55830000001,37891.27870000001,48188.918500000014
2556,20462,20180417,12,493.9575599999999,17745.23342,59237.668459999986,38491.450939999995,48864.5597
2557,21888,20180417,13,487.01004000000023,19209.444779999998,60118.28814000002,39663.866460000005,49891.07730000001
2558,24083,20180417,14,478.89312000000024,21449.08784,61676.10992000002,41562.598880000005,51619.35440000001
2559,24772,20180417,15,521.46084,21903.96538,65706.67594,43805.32066,54755.9983
2560,23905,20180417,16,558.8269199999999,20831.45194,67772.91321999999,44302.18257999999,56037.54789999999
2561,23206,20180417,17,620.3554799999997,19794.04486,71903.90517999997,45848.97501999999,58876.440099999985
2562,22606,20180417,18,637.4464800000001,19100.04436,72645.54868,45872.79652,59259.172600000005
2563,22065,20180417,19,578.91192,18880.98444,67509.58572,43195.28508,55352.4354
2564,21608,20180417,20,466.77096,19040.759720000002,58249.52036,38645.14004,48447.3302
2565,21616,20180417,21,377.1402,19541.728900000002,51221.5057,35381.6173,43301.561499999996
2566,21680,20180417,22,311.76683999999995,19965.28238,46153.696939999994,33059.48966,39606.59329999999
2567,21954,20180417,23,247.78248,20591.19636,41404.92468,30998.06052,36201.4926
2568,22604,20180418,0,204.38844000000003,21479.86358,38648.49254000001,30064.178060000002,34356.335300000006
2569,23428,20180418,1,162.34799999999998,22535.086,36172.318,29353.701999999997,32763.01
2570,24601,20180418,2,126.07116000000002,23907.60862,34497.58606,29202.59734,31850.0917
2571,26267,20180418,3,102.35651999999999,25704.03914,34301.98682,30003.01298,32152.4999
2572,27092,20180418,4,91.35912,26589.52484,34263.69092,30426.60788,32345.1494
2573,26019,20180418,5,110.1138,25413.3741,34662.933300000004,30038.153700000003,32350.5435
2574,23976,20180418,6,181.11396000000002,22979.87322,38193.44586000001,30586.65954,34390.0527
2575,22306,20180418,7,341.0701199999999,20430.11434,49080.00442,34755.05938,41917.531899999994
2576,21210,20180418,8,508.5361200000001,18413.051339999998,61130.08542,39771.56838,50450.8269
2577,20429,20180418,9,526.7767200000001,17531.728039999998,61780.97252000001,39656.35028,50718.6614
2578,19963,20180418,10,509.48352000000006,17160.84064,59957.45632,38559.14848,49258.3024
2579,19844,20180418,11,490.36380000000014,17146.9991,58337.55830000001,37742.27870000001,48039.918500000014
2580,20320,20180418,12,493.9575599999999,17603.23342,59095.668459999986,38349.450939999995,48722.5597
2581,21798,20180418,13,487.01004000000023,19119.444779999998,60028.28814000002,39573.866460000005,49801.07730000001
2582,23658,20180418,14,478.89312000000024,21024.08784,61251.10992000002,41137.598880000005,51194.35440000001
2583,24740,20180418,15,521.46084,21871.96538,65674.67594,43773.32066,54723.9983
2584,24610,20180418,16,558.8269199999999,21536.45194,68477.91321999999,45007.18257999999,56742.54789999999
2585,24333,20180418,17,620.3554799999997,20921.04486,73030.90517999997,46975.97501999999,60003.440099999985
2586,23928,20180418,18,637.4464800000001,20422.04436,73967.54868,47194.79652,60581.172600000005
2587,23527,20180418,19,578.91192,20342.98444,68971.58572,44657.28508,56814.4354
2588,23173,20180418,20,466.77096,20605.759720000002,59814.52036,40210.14004,50012.3302
2589,23114,20180418,21,377.1402,21039.728900000002,52719.5057,36879.6173,44799.561499999996
2590,23271,20180418,22,311.76683999999995,21556.28238,47744.696939999994,34650.48966,41197.59329999999
2591,23256,20180418,23,247.78248,21893.19636,42706.92468,32300.06052,37503.4926
2592,23661,20180419,0,204.38844000000003,22536.86358,39705.49254000001,31121.178060000002,35413.335300000006
2593,24367,20180419,1,162.34799999999998,23474.086,37111.318,30292.701999999997,33702.009999999995
2594,25197,20180419,2,126.07116000000002,24503.60862,35093.58606,29798.59734,32446.0917
2595,26724,20180419,3,102.35651999999999,26161.03914,34758.98682,30460.01298,32609.4999
2596,27438,20180419,4,91.35912,26935.52484,34609.69092,30772.60788,32691.1494
2597,26378,20180419,5,110.1138,25772.3741,35021.933300000004,30397.153700000003,32709.5435
2598,24356,20180419,6,181.11396000000002,23359.87322,38573.44586000001,30966.65954,34770.0527
2599,22653,20180419,7,341.0701199999999,20777.11434,49427.00442,35102.05938,42264.531899999994
2600,21438,20180419,8,508.5361200000001,18641.051339999998,61358.08542,39999.56838,50678.8269
