,demand,date,time,EVdemand,demandW/OEV,demandZEV,demand1/2ZEV,demand3/4ZEV
35,19082,20180102,11,490.36380000000014,16384.9991,57575.55830000001,36980.27870000001,47277.918500000014
36,19146,20180102,12,493.9575599999999,16429.23342,57921.668459999986,37175.450939999995,47548.5597
37,19596,20180102,13,487.01004000000023,16917.444779999998,57826.28814000002,37371.866460000005,47599.07730000001
38,20891,20180102,14,478.89312000000024,18257.08784,58484.10992000002,38370.598880000005,48427.35440000001
39,22960,20180102,15,521.46084,20091.96538,63894.67594,41993.32066,52943.9983
40,24230,20180102,16,558.8269199999999,21156.45194,68097.91321999999,44627.18257999999,56362.54789999999
41,24761,20180102,17,620.3554799999997,21349.04486,73458.90517999997,47403.97501999999,60431.440099999985
42,24825,20180102,18,637.4464800000001,21319.04436,74864.54868,48091.79652,61478.172600000005
43,24672,20180102,19,578.91192,21487.98444,70116.58572,45802.28508,57959.4354
44,24608,20180102,20,466.77096,22040.759720000002,61249.52036,41645.14004,51447.3302
45,24722,20180102,21,377.1402,22647.728900000002,54327.5057,38487.6173,46407.561499999996
46,24887,20180102,22,311.76683999999995,23172.28238,49360.696939999994,36266.48966,42813.59329999999
47,25188,20180102,23,247.78248,23825.19636,44638.92468,34232.06052,39435.4926
48,25613,20180103,0,204.38844000000003,24488.86358,41657.49254000001,33073.178060000006,37365.335300000006
49,26492,20180103,1,162.34799999999998,25599.086,39236.318,32417.701999999997,35827.009999999995
50,28773,20180103,2,126.07116000000002,28079.60862,38669.58606,33374.59734,36022.0917
51,28825,20180103,3,102.35651999999999,28262.03914,36859.98682,32561.01298,34710.4999
52,28108,20180103,4,91.35912,27605.52484,35279.69092,31442.60788,33361.149399999995
53,27228,20180103,5,110.1138,26622.3741,35871.933300000004,31247.153700000003,33559.5435
54,25961,20180103,6,181.11396000000002,24964.87322,40178.44586000001,32571.65954,36375.0527
55,24100,20180103,7,341.0701199999999,22224.11434,50874.00442,36549.05938,43711.531899999994
56,22460,20180103,8,508.5361200000001,19663.051339999998,62380.08542,41021.56838,51700.8269
57,21479,20180103,9,526.7767200000001,18581.728039999998,62830.97252000001,40706.35028,51768.6614
58,20673,20180103,10,509.48352000000006,17870.84064,60667.45632,39269.14848,49968.3024
59,20210,20180103,11,490.36380000000014,17512.9991,58703.55830000001,38108.27870000001,48405.918500000014
60,20126,20180103,12,493.9575599999999,17409.23342,58901.668459999986,38155.450939999995,48528.5597
61,20479,20180103,13,487.01004000000023,17800.444779999998,58709.28814000002,38254.866460000005,48482.07730000001
62,21728,20180103,14,478.89312000000024,19094.08784,59321.10992000002,39207.598880000005,49264.35440000001
63,23898,20180103,15,521.46084,21029.96538,64832.67594,42931.32066,53881.9983
64,25077,20180103,16,558.8269199999999,22003.45194,68944.91321999999,45474.18257999999,57209.54789999999
65,25324,20180103,17,620.3554799999997,21912.04486,74021.90517999997,47966.97501999999,60994.440099999985
66,25677,20180103,18,637.4464800000001,22171.04436,75716.54868,48943.79652,62330.172600000005
67,25888,20180103,19,578.91192,22703.98444,71332.58572,47018.28508,59175.4354
68,25960,20180103,20,466.77096,23392.759720000002,62601.52036,42997.14004,52799.3302
69,26190,20180103,21,377.1402,24115.728900000002,55795.5057,39955.6173,47875.561499999996
70,26349,20180103,22,311.76683999999995,24634.28238,50822.696939999994,37728.48966,44275.59329999999
71,26323,20180103,23,247.78248,24960.19636,45773.92468,35367.06052,40570.4926
72,26346,20180104,0,204.38844000000003,25221.86358,42390.49254000001,33806.178060000006,38098.335300000006
73,27047,20180104,1,162.34799999999998,26154.086,39791.318,32972.702,36382.009999999995
74,28941,20180104,2,126.07116000000002,28247.60862,38837.58606,33542.59734,36190.0917
75,28907,20180104,3,102.35651999999999,28344.03914,36941.98682,32643.01298,34792.4999
76,28310,20180104,4,91.35912,27807.52484,35481.69092,31644.60788,33563.149399999995
77,27466,20180104,5,110.1138,26860.3741,36109.933300000004,31485.153700000003,33797.5435
78,26170,20180104,6,181.11396000000002,25173.87322,40387.44586000001,32780.65954,36584.0527
79,24290,20180104,7,341.0701199999999,22414.11434,51064.00442,36739.05938,43901.531899999994
80,22506,20180104,8,508.5361200000001,19709.051339999998,62426.08542,41067.56838,51746.8269
81,21436,20180104,9,526.7767200000001,18538.728039999998,62787.97252000001,40663.35028,51725.6614
82,20642,20180104,10,509.48352000000006,17839.84064,60636.45632,39238.14848,49937.3024
83,20087,20180104,11,490.36380000000014,17389.9991,58580.55830000001,37985.27870000001,48282.918500000014
84,19938,20180104,12,493.9575599999999,17221.23342,58713.668459999986,37967.450939999995,48340.5597
85,20485,20180104,13,487.01004000000023,17806.444779999998,58715.28814000002,38260.866460000005,48488.07730000001
86,21890,20180104,14,478.89312000000024,19256.08784,59483.10992000002,39369.598880000005,49426.35440000001
87,23925,20180104,15,521.46084,21056.96538,64859.67594,42958.32066,53908.9983
88,25031,20180104,16,558.8269199999999,21957.45194,68898.91321999999,45428.18257999999,57163.54789999999
89,25196,20180104,17,620.3554799999997,21784.04486,73893.90517999997,47838.97501999999,60866.440099999985
90,25089,20180104,18,637.4464800000001,21583.04436,75128.54868,48355.79652,61742.172600000005
91,24943,20180104,19,578.91192,21758.98444,70387.58572,46073.28508,58230.4354
92,24684,20180104,20,466.77096,22116.759720000002,61325.52036,41721.14004,51523.3302
93,24525,20180104,21,377.1402,22450.728900000002,54130.5057,38290.6173,46210.561499999996
94,24582,20180104,22,311.76683999999995,22867.28238,49055.696939999994,35961.48966,42508.59329999999
95,24952,20180104,23,247.78248,23589.19636,44402.92468,33996.06052,39199.4926
96,25511,20180105,0,204.38844000000003,24386.86358,41555.49254000001,32971.178060000006,37263.335300000006
97,26470,20180105,1,162.34799999999998,25577.086,39214.318,32395.701999999997,35805.009999999995
98,28555,20180105,2,126.07116000000002,27861.60862,38451.58606,33156.59734,35804.0917
99,28563,20180105,3,102.35651999999999,28000.03914,36597.98682,32299.01298,34448.4999
100,27925,20180105,4,91.35912,27422.52484,35096.69092,31259.60788,33178.149399999995
101,27112,20180105,5,110.1138,26506.3741,35755.933300000004,31131.153700000003,33443.5435
102,25856,20180105,6,181.11396000000002,24859.87322,40073.44586000001,32466.65954,36270.0527
103,24046,20180105,7,341.0701199999999,22170.11434,50820.00442,36495.05938,43657.531899999994
104,22282,20180105,8,508.5361200000001,19485.051339999998,62202.08542,40843.56838,51522.8269
105,21008,20180105,9,526.7767200000001,18110.728039999998,62359.97252000001,40235.35028,51297.6614
106,20359,20180105,10,509.48352000000006,17556.84064,60353.45632,38955.14848,49654.3024
107,20411,20180105,11,490.36380000000014,17713.9991,58904.55830000001,38309.27870000001,48606.918500000014
108,20277,20180105,12,493.9575599999999,17560.23342,59052.668459999986,38306.450939999995,48679.5597
109,20549,20180105,13,487.01004000000023,17870.444779999998,58779.28814000002,38324.866460000005,48552.07730000001
110,21757,20180105,14,478.89312000000024,19123.08784,59350.10992000002,39236.598880000005,49293.35440000001
111,23694,20180105,15,521.46084,20825.96538,64628.67594,42727.32066,53677.9983
112,24784,20180105,16,558.8269199999999,21710.45194,68651.91321999999,45181.18257999999,56916.54789999999
113,24935,20180105,17,620.3554799999997,21523.04486,73632.90517999997,47577.97501999999,60605.440099999985
114,24607,20180105,18,637.4464800000001,21101.04436,74646.54868,47873.79652,61260.172600000005
115,24689,20180105,19,578.91192,21504.98444,70133.58572,45819.28508,57976.4354
116,24648,20180105,20,466.77096,22080.759720000002,61289.52036,41685.14004,51487.3302
117,24908,20180105,21,377.1402,22833.728900000002,54513.5057,38673.6173,46593.561499999996
118,26039,20180105,22,311.76683999999995,24324.28238,50512.696939999994,37418.48966,43965.59329999999
119,26237,20180105,23,247.78248,24874.19636,45687.92468,35281.06052,40484.4926
120,25661,20180106,0,204.38844000000003,24536.86358,41705.49254000001,33121.178060000006,37413.335300000006
121,26365,20180106,1,162.34799999999998,25472.086,39109.318,32290.701999999997,35700.009999999995
122,28049,20180106,2,126.07116000000002,27355.60862,37945.58606,32650.59734,35298.0917
123,27869,20180106,3,102.35651999999999,27306.03914,35903.98682,31605.01298,33754.4999
124,27197,20180106,4,91.35912,26694.52484,34368.69092,30531.60788,32450.1494
125,26376,20180106,5,110.1138,25770.3741,35019.933300000004,30395.153700000003,32707.5435
126,25295,20180106,6,181.11396000000002,24298.87322,39512.44586000001,31905.65954,35709.0527
127,23766,20180106,7,341.0701199999999,21890.11434,50540.00442,36215.05938,43377.531899999994
128,22060,20180106,8,508.5361200000001,19263.051339999998,61980.08542,40621.56838,51300.8269
129,21276,20180106,9,526.7767200000001,18378.728039999998,62627.97252000001,40503.35028,51565.6614
130,20737,20180106,10,509.48352000000006,17934.84064,60731.45632,39333.14848,50032.3024
131,19948,20180106,11,490.36380000000014,17250.9991,58441.55830000001,37846.27870000001,48143.918500000014
132,19511,20180106,12,493.9575599999999,16794.23342,58286.668459999986,37540.450939999995,47913.5597
133,19572,20180106,13,487.01004000000023,16893.444779999998,57802.28814000002,37347.866460000005,47575.07730000001
134,20270,20180106,14,478.89312000000024,17636.08784,57863.10992000002,37749.598880000005,47806.35440000001
135,21474,20180106,15,521.46084,18605.96538,62408.67594,40507.32066,51457.9983
136,22346,20180106,16,558.8269199999999,19272.45194,66213.91321999999,42743.18257999999,54478.54789999999
137,22913,20180106,17,620.3554799999997,19501.04486,71610.90517999997,45555.97501999999,58583.440099999985
138,23182,20180106,18,637.4464800000001,19676.04436,73221.54868,46448.79652,59835.172600000005
139,23306,20180106,19,578.91192,20121.98444,68750.58572,44436.28508,56593.4354
140,23060,20180106,20,466.77096,20492.759720000002,59701.52036,40097.14004,49899.3302
141,22920,20180106,21,377.1402,20845.728900000002,52525.5057,36685.6173,44605.561499999996
142,22974,20180106,22,311.76683999999995,21259.28238,47447.696939999994,34353.48966,40900.59329999999
143,23170,20180106,23,247.78248,21807.19636,42620.92468,32214.06052,37417.4926
144,23464,20180107,0,204.38844000000003,22339.86358,39508.49254000001,30924.178060000002,35216.335300000006
145,24103,20180107,1,162.34799999999998,23210.086,36847.318,30028.701999999997,33438.009999999995
146,26010,20180107,2,126.07116000000002,25316.60862,35906.58606,30611.59734,33259.0917
147,26283,20180107,3,102.35651999999999,25720.03914,34317.98682,30019.01298,32168.4999
148,25757,20180107,4,91.35912,25254.52484,32928.69092,29091.60788,31010.1494
149,25519,20180107,5,110.1138,24913.3741,34162.933300000004,29538.153700000003,31850.5435
150,24827,20180107,6,181.11396000000002,23830.87322,39044.44586000001,31437.65954,35241.0527
151,23405,20180107,7,341.0701199999999,21529.11434,50179.00442,35854.05938,43016.531899999994
152,22085,20180107,8,508.5361200000001,19288.051339999998,62005.08542,40646.56838,51325.8269
153,20682,20180107,9,526.7767200000001,17784.728039999998,62033.97252000001,39909.35028,50971.6614
154,20056,20180107,10,509.48352000000006,17253.84064,60050.45632,38652.14848,49351.3024
155,19547,20180107,11,490.36380000000014,16849.9991,58040.55830000001,37445.27870000001,47742.918500000014
156,19352,20180107,12,493.9575599999999,16635.23342,58127.668459999986,37381.450939999995,47754.5597
157,19409,20180107,13,487.01004000000023,16730.444779999998,57639.28814000002,37184.866460000005,47412.07730000001
158,19834,20180107,14,478.89312000000024,17200.08784,57427.10992000002,37313.598880000005,47370.35440000001
159,20602,20180107,15,521.46084,17733.96538,61536.67594,39635.32066,50585.9983
160,21031,20180107,16,558.8269199999999,17957.45194,64898.91321999999,41428.18257999999,53163.54789999999
161,21470,20180107,17,620.3554799999997,18058.04486,70167.90517999997,44112.97501999999,57140.440099999985
162,22093,20180107,18,637.4464800000001,18587.04436,72132.54868,45359.79652,58746.172600000005
163,22253,20180107,19,578.91192,19068.98444,67697.58572,43383.28508,55540.4354
164,22365,20180107,20,466.77096,19797.759720000002,59006.52036,39402.14004,49204.3302
165,22388,20180107,21,377.1402,20313.728900000002,51993.5057,36153.6173,44073.561499999996
166,22608,20180107,22,311.76683999999995,20893.28238,47081.696939999994,33987.48966,40534.59329999999
167,22673,20180107,23,247.78248,21310.19636,42123.92468,31717.06052,36920.4926
168,23043,20180108,0,204.38844000000003,21918.86358,39087.49254000001,30503.178060000002,34795.335300000006
169,23876,20180108,1,162.34799999999998,22983.086,36620.318,29801.701999999997,33211.009999999995
170,26419,20180108,2,126.07116000000002,25725.60862,36315.58606,31020.59734,33668.0917
171,26720,20180108,3,102.35651999999999,26157.03914,34754.98682,30456.01298,32605.4999
172,26257,20180108,4,91.35912,25754.52484,33428.69092,29591.60788,31510.1494
173,25496,20180108,5,110.1138,24890.3741,34139.933300000004,29515.153700000003,31827.5435
174,24193,20180108,6,181.11396000000002,23196.87322,38410.44586000001,30803.65954,34607.0527
175,22686,20180108,7,341.0701199999999,20810.11434,49460.00442,35135.05938,42297.531899999994
176,21307,20180108,8,508.5361200000001,18510.051339999998,61227.08542,39868.56838,50547.8269
177,20182,20180108,9,526.7767200000001,17284.728039999998,61533.97252000001,39409.35028,50471.6614
178,19536,20180108,10,509.48352000000006,16733.84064,59530.45632,38132.14848,48831.3024
179,19218,20180108,11,490.36380000000014,16520.9991,57711.55830000001,37116.27870000001,47413.918500000014
180,19284,20180108,12,493.9575599999999,16567.23342,58059.668459999986,37313.450939999995,47686.5597
181,19940,20180108,13,487.01004000000023,17261.444779999998,58170.28814000002,37715.866460000005,47943.07730000001
182,21351,20180108,14,478.89312000000024,18717.08784,58944.10992000002,38830.598880000005,48887.35440000001
183,23710,20180108,15,521.46084,20841.96538,64644.67594,42743.32066,53693.9983
184,25271,20180108,16,558.8269199999999,22197.45194,69138.91321999999,45668.18257999999,57403.54789999999
185,26067,20180108,17,620.3554799999997,22655.04486,74764.90517999997,48709.97501999999,61737.440099999985
186,26517,20180108,18,637.4464800000001,23011.04436,76556.54868,49783.79652,63170.172600000005
187,26976,20180108,19,578.91192,23791.98444,72420.58572,48106.28508,60263.4354
188,27054,20180108,20,466.77096,24486.759720000002,63695.52036,44091.14004,53893.3302
189,27210,20180108,21,377.1402,25135.728900000002,56815.5057,40975.6173,48895.561499999996
190,27248,20180108,22,311.76683999999995,25533.28238,51721.696939999994,38627.48966,45174.59329999999
191,27078,20180108,23,247.78248,25715.19636,46528.92468,36122.06052,41325.4926
192,27030,20180109,0,204.38844000000003,25905.86358,43074.49254000001,34490.178060000006,38782.335300000006
193,27748,20180109,1,162.34799999999998,26855.086,40492.318,33673.702,37083.009999999995
194,29231,20180109,2,126.07116000000002,28537.60862,39127.58606,33832.59734,36480.0917
195,29082,20180109,3,102.35651999999999,28519.03914,37116.98682,32818.01298,34967.4999
196,28470,20180109,4,91.35912,27967.52484,35641.69092,31804.60788,33723.149399999995
197,27576,20180109,5,110.1138,26970.3741,36219.933300000004,31595.153700000003,33907.5435
198,26178,20180109,6,181.11396000000002,25181.87322,40395.44586000001,32788.65954,36592.0527
199,24050,20180109,7,341.0701199999999,22174.11434,50824.00442,36499.05938,43661.531899999994
200,22295,20180109,8,508.5361200000001,19498.051339999998,62215.08542,40856.56838,51535.8269
201,20955,20180109,9,526.7767200000001,18057.728039999998,62306.97252000001,40182.35028,51244.6614
202,20108,20180109,10,509.48352000000006,17305.84064,60102.45632,38704.14848,49403.3024
203,19685,20180109,11,490.36380000000014,16987.9991,58178.55830000001,37583.27870000001,47880.918500000014
204,19579,20180109,12,493.9575599999999,16862.23342,58354.668459999986,37608.450939999995,47981.5597
205,20099,20180109,13,487.01004000000023,17420.444779999998,58329.28814000002,37874.866460000005,48102.07730000001
206,21524,20180109,14,478.89312000000024,18890.08784,59117.10992000002,39003.598880000005,49060.35440000001
207,23877,20180109,15,521.46084,21008.96538,64811.67594,42910.32066,53860.9983
208,25239,20180109,16,558.8269199999999,22165.45194,69106.91321999999,45636.18257999999,57371.54789999999
209,25759,20180109,17,620.3554799999997,22347.04486,74456.90517999997,48401.97501999999,61429.440099999985
210,26048,20180109,18,637.4464800000001,22542.04436,76087.54868,49314.79652,62701.172600000005
211,26159,20180109,19,578.91192,22974.98444,71603.58572,47289.28508,59446.4354
212,25980,20180109,20,466.77096,23412.759720000002,62621.52036,43017.14004,52819.3302
213,26188,20180109,21,377.1402,24113.728900000002,55793.5057,39953.6173,47873.561499999996
214,26289,20180109,22,311.76683999999995,24574.28238,50762.696939999994,37668.48966,44215.59329999999
215,26351,20180109,23,247.78248,24988.19636,45801.92468,35395.06052,40598.4926
216,26237,20180110,0,204.38844000000003,25112.86358,42281.49254000001,33697.178060000006,37989.335300000006
217,26964,20180110,1,162.34799999999998,26071.086,39708.318,32889.702,36299.009999999995
218,28779,20180110,2,126.07116000000002,28085.60862,38675.58606,33380.59734,36028.0917
219,28926,20180110,3,102.35651999999999,28363.03914,36960.98682,32662.01298,34811.4999
220,28350,20180110,4,91.35912,27847.52484,35521.69092,31684.60788,33603.149399999995
221,27488,20180110,5,110.1138,26882.3741,36131.933300000004,31507.153700000003,33819.5435
222,26001,20180110,6,181.11396000000002,25004.87322,40218.44586000001,32611.65954,36415.0527
223,24095,20180110,7,341.0701199999999,22219.11434,50869.00442,36544.05938,43706.531899999994
224,22345,20180110,8,508.5361200000001,19548.051339999998,62265.08542,40906.56838,51585.8269
225,20952,20180110,9,526.7767200000001,18054.728039999998,62303.97252000001,40179.35028,51241.6614
226,20152,20180110,10,509.48352000000006,17349.84064,60146.45632,38748.14848,49447.3024
227,19748,20180110,11,490.36380000000014,17050.9991,58241.55830000001,37646.27870000001,47943.918500000014
228,19744,20180110,12,493.9575599999999,17027.23342,58519.668459999986,37773.450939999995,48146.5597
229,20353,20180110,13,487.01004000000023,17674.444779999998,58583.28814000002,38128.866460000005,48356.07730000001
230,21893,20180110,14,478.89312000000024,19259.08784,59486.10992000002,39372.598880000005,49429.35440000001
231,24401,20180110,15,521.46084,21532.96538,65335.67594,43434.32066,54384.9983
232,25754,20180110,16,558.8269199999999,22680.45194,69621.91321999999,46151.18257999999,57886.54789999999
233,25945,20180110,17,620.3554799999997,22533.04486,74642.90517999997,48587.97501999999,61615.440099999985
234,26142,20180110,18,637.4464800000001,22636.04436,76181.54868,49408.79652,62795.172600000005
235,25940,20180110,19,578.91192,22755.98444,71384.58572,47070.28508,59227.4354
236,25306,20180110,20,466.77096,22738.759720000002,61947.52036,42343.14004,52145.3302
237,25499,20180110,21,377.1402,23424.728900000002,55104.5057,39264.6173,47184.561499999996
238,25411,20180110,22,311.76683999999995,23696.28238,49884.696939999994,36790.48966,43337.59329999999
239,25202,20180110,23,247.78248,23839.19636,44652.92468,34246.06052,39449.4926
240,25396,20180111,0,204.38844000000003,24271.86358,41440.49254000001,32856.178060000006,37148.335300000006
241,26022,20180111,1,162.34799999999998,25129.086,38766.318,31947.701999999997,35357.009999999995
242,28369,20180111,2,126.07116000000002,27675.60862,38265.58606,32970.59734,35618.0917
243,28785,20180111,3,102.35651999999999,28222.03914,36819.98682,32521.01298,34670.4999
244,28238,20180111,4,91.35912,27735.52484,35409.69092,31572.60788,33491.149399999995
245,27499,20180111,5,110.1138,26893.3741,36142.933300000004,31518.153700000003,33830.5435
246,26272,20180111,6,181.11396000000002,25275.87322,40489.44586000001,32882.65954,36686.0527
247,24263,20180111,7,341.0701199999999,22387.11434,51037.00442,36712.05938,43874.531899999994
248,22465,20180111,8,508.5361200000001,19668.051339999998,62385.08542,41026.56838,51705.8269
249,21221,20180111,9,526.7767200000001,18323.728039999998,62572.97252000001,40448.35028,51510.6614
250,20343,20180111,10,509.48352000000006,17540.84064,60337.45632,38939.14848,49638.3024
251,19922,20180111,11,490.36380000000014,17224.9991,58415.55830000001,37820.27870000001,48117.918500000014
252,19778,20180111,12,493.9575599999999,17061.23342,58553.668459999986,37807.450939999995,48180.5597
253,20328,20180111,13,487.01004000000023,17649.444779999998,58558.28814000002,38103.866460000005,48331.07730000001
254,21981,20180111,14,478.89312000000024,19347.08784,59574.10992000002,39460.598880000005,49517.35440000001
255,24638,20180111,15,521.46084,21769.96538,65572.67594,43671.32066,54621.9983
256,25908,20180111,16,558.8269199999999,22834.45194,69775.91321999999,46305.18257999999,58040.54789999999
257,25595,20180111,17,620.3554799999997,22183.04486,74292.90517999997,48237.97501999999,61265.440099999985
258,25459,20180111,18,637.4464800000001,21953.04436,75498.54868,48725.79652,62112.172600000005
259,25336,20180111,19,578.91192,22151.98444,70780.58572,46466.28508,58623.4354
260,24731,20180111,20,466.77096,22163.759720000002,61372.52036,41768.14004,51570.3302
261,24512,20180111,21,377.1402,22437.728900000002,54117.5057,38277.6173,46197.561499999996
262,24612,20180111,22,311.76683999999995,22897.28238,49085.696939999994,35991.48966,42538.59329999999
263,24434,20180111,23,247.78248,23071.19636,43884.92468,33478.06052,38681.4926
264,24740,20180112,0,204.38844000000003,23615.86358,40784.49254000001,32200.178060000002,36492.335300000006
265,25697,20180112,1,162.34799999999998,24804.086,38441.318,31622.701999999997,35032.009999999995
266,27993,20180112,2,126.07116000000002,27299.60862,37889.58606,32594.59734,35242.0917
267,28298,20180112,3,102.35651999999999,27735.03914,36332.98682,32034.01298,34183.4999
268,27771,20180112,4,91.35912,27268.52484,34942.69092,31105.60788,33024.149399999995
269,26991,20180112,5,110.1138,26385.3741,35634.933300000004,31010.153700000003,33322.5435
270,25750,20180112,6,181.11396000000002,24753.87322,39967.44586000001,32360.65954,36164.0527
271,23974,20180112,7,341.0701199999999,22098.11434,50748.00442,36423.05938,43585.531899999994
272,22214,20180112,8,508.5361200000001,19417.051339999998,62134.08542,40775.56838,51454.8269
273,21101,20180112,9,526.7767200000001,18203.728039999998,62452.97252000001,40328.35028,51390.6614
274,20268,20180112,10,509.48352000000006,17465.84064,60262.45632,38864.14848,49563.3024
275,20128,20180112,11,490.36380000000014,17430.9991,58621.55830000001,38026.27870000001,48323.918500000014
276,20124,20180112,12,493.9575599999999,17407.23342,58899.668459999986,38153.450939999995,48526.5597
277,20600,20180112,13,487.01004000000023,17921.444779999998,58830.28814000002,38375.866460000005,48603.07730000001
278,21814,20180112,14,478.89312000000024,19180.08784,59407.10992000002,39293.598880000005,49350.35440000001
279,24273,20180112,15,521.46084,21404.96538,65207.67594,43306.32066,54256.9983
280,25618,20180112,16,558.8269199999999,22544.45194,69485.91321999999,46015.18257999999,57750.54789999999
281,25513,20180112,17,620.3554799999997,22101.04486,74210.90517999997,48155.97501999999,61183.440099999985
282,25003,20180112,18,637.4464800000001,21497.04436,75042.54868,48269.79652,61656.172600000005
283,24465,20180112,19,578.91192,21280.98444,69909.58572,45595.28508,57752.4354
284,24015,20180112,20,466.77096,21447.759720000002,60656.52036,41052.14004,50854.3302
285,23819,20180112,21,377.1402,21744.728900000002,53424.5057,37584.6173,45504.561499999996
286,24497,20180112,22,311.76683999999995,22782.28238,48970.696939999994,35876.48966,42423.59329999999
287,24783,20180112,23,247.78248,23420.19636,44233.92468,33827.06052,39030.4926
288,24785,20180113,0,204.38844000000003,23660.86358,40829.49254000001,32245.178060000002,36537.335300000006
289,25469,20180113,1,162.34799999999998,24576.086,38213.318,31394.701999999997,34804.009999999995
290,27573,20180113,2,126.07116000000002,26879.60862,37469.58606,32174.59734,34822.0917
291,27707,20180113,3,102.35651999999999,27144.03914,35741.98682,31443.01298,33592.4999
292,27048,20180113,4,91.35912,26545.52484,34219.69092,30382.60788,32301.1494
293,26281,20180113,5,110.1138,25675.3741,34924.933300000004,30300.153700000003,32612.5435
294,25320,20180113,6,181.11396000000002,24323.87322,39537.44586000001,31930.65954,35734.0527
295,23923,20180113,7,341.0701199999999,22047.11434,50697.00442,36372.05938,43534.531899999994
296,22278,20180113,8,508.5361200000001,19481.051339999998,62198.08542,40839.56838,51518.8269
297,21252,20180113,9,526.7767200000001,18354.728039999998,62603.97252000001,40479.35028,51541.6614
298,20427,20180113,10,509.48352000000006,17624.84064,60421.45632,39023.14848,49722.3024
299,20018,20180113,11,490.36380000000014,17320.9991,58511.55830000001,37916.27870000001,48213.918500000014
300,19958,20180113,12,493.9575599999999,17241.23342,58733.668459999986,37987.450939999995,48360.5597
301,20155,20180113,13,487.01004000000023,17476.444779999998,58385.28814000002,37930.866460000005,48158.07730000001
302,20722,20180113,14,478.89312000000024,18088.08784,58315.10992000002,38201.598880000005,48258.35440000001
303,21781,20180113,15,521.46084,18912.96538,62715.67594,40814.32066,51764.9983
304,22304,20180113,16,558.8269199999999,19230.45194,66171.91321999999,42701.18257999999,54436.54789999999
305,22663,20180113,17,620.3554799999997,19251.04486,71360.90517999997,45305.97501999999,58333.440099999985
306,22873,20180113,18,637.4464800000001,19367.04436,72912.54868,46139.79652,59526.172600000005
307,22785,20180113,19,578.91192,19600.98444,68229.58572,43915.28508,56072.4354
