Energy.Source.1,Technology,Utility.ID,Generator.ID,Prime.Mover,Nameplate.Capacity..MW.,Nameplate.Power.Factor,Summer.Capacity..MW.,Winter.Capacity..MW.,Minimum.Load..MW.,Planned.Retirement.Month,Planned.Retirement.Year,VOM,fuelTypes,unit,heatRateLow,heatRateHigh,fuelCost,Notes,capacityQuantile,capacityQuan
NG,Natural Gas Fired Combined Cycle,17609,MV4C,CA,189.2,0.83,188,197,60,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.903735632,A
NG,Natural Gas Fired Combined Cycle,17609,MV3A,CT,164.6,0.8,149,156,60,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.863505747,A
NG,Natural Gas Fired Combined Cycle,16609,STG,CA,229,0.85,222,229,70,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.952586207,A
NG,Natural Gas Fired Combined Cycle,16609,CTG2,CT,165,0.85,170,170.5,65,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.869252874,A
NG,Natural Gas Fired Combined Cycle,2507,2,CA,188.7,0.85,140,140,60,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.902298851,A
NG,Natural Gas Fired Combined Cycle,56835,GEN1,CT,23.5,0.9,21.5,22.1,21.5,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.474137931,B
NG,Natural Gas Fired Combined Cycle,17609,MV4A,CT,164.6,0.8,149,156,60,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.863505747,A
NG,Natural Gas Fired Combined Cycle,16534,2,CA,17.5,0.85,16.6,16.6,2,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.443965517,B
NG,Natural Gas Fired Combined Cycle,56918,NT2,CT,15,0.91,13.5,13.5,8,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.425287356,B
NG,Natural Gas Fired Combined Cycle,14534,GT5,CT,71,0.85,68,68,18,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.754310345,A
NG,Natural Gas Fired Combined Cycle,58453,ST1,CA,227,1,201,204,60,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.951149425,A
NG,Natural Gas Fired Combined Cycle,22269,CTG,CT,41.2,0.9,40,40,35,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.558908046,B
NG,Natural Gas Fired Combined Cycle,16295,2,CT,42,1,38,42,23,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.560344828,B
NG,Natural Gas Fired Combined Cycle,11208,7,CT,182.8,0.85,162,162,100,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.893678161,A
NG,Natural Gas Fired Combined Cycle,56918,STG,CA,3,0.91,3,3,0.5,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.204022989,C
NG,Natural Gas Fired Combined Cycle,2820,CT01,CT,168,0.85,175,185,90,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.876436782,A
NG,Natural Gas Fired Combined Cycle,9155,2,CS,409.5,0.9,345,366,170,1,2020,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.989942529,A
NG,Natural Gas Fired Combined Cycle,9155,1,CS,409.5,0.9,345,376,170,1,2020,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.989942529,A
NG,Natural Gas Fired Combined Cycle,16295,1,CT,42,1,38,42,23,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.560344828,B
NG,Natural Gas Fired Combined Cycle,8303,GEN1,CT,82.3,1,80.8,84.5,65,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.784482759,A
NG,Natural Gas Fired Combined Cycle,7724,TPP2,CT,84.4,0.85,81.8,87.4,58,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.78591954,A
NG,Natural Gas Fired Combined Cycle,2860,CTG4,CT,45,0.85,45,45,23,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.574712644,B
NG,Natural Gas Fired Combined Cycle,54802,CT1B,CT,233,0.85,165,165,80,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.956896552,A
NG,Natural Gas Fired Combined Cycle,11208,8,CA,264.4,0.85,209,209,62,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.971264368,A
NG,Natural Gas Fired Combined Cycle,22650,CT01,CT,212,0.95,175,185,110,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.935344828,A
NG,Natural Gas Fired Combined Cycle,2507,1,CT,198.9,0.85,161,165,104,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.91091954,A
NG,Natural Gas Fired Combined Cycle,54802,CT2A,CT,233,0.85,165,165,80,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.956896552,A
NG,Natural Gas Fired Combined Cycle,14328,B,CT,203.2,0.85,177,181.4,75,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.926724138,A
NG,Natural Gas Fired Combined Cycle,56918,ST1,CT,15,0.91,13.5,13.5,8,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.425287356,B
NG,Natural Gas Fired Combined Cycle,29116,M2,CT,40,0.8,42,42,22,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.543103448,B
NG,Natural Gas Fired Combined Cycle,58453,CT1,CT,182,1,156.5,160.5,110,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.890804598,A
NG,Natural Gas Fired Combined Cycle,2843,CTG2,CT,198.9,0.85,165,177,105,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.91091954,A
NG,Natural Gas Fired Combined Cycle,56905,STG2,CA,12.5,0.85,12.5,12.5,3,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.415229885,B
NG,Natural Gas Fired Combined Cycle,2843,STG3,CA,280.5,0.85,237,244,80,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.974137931,A
NG,Natural Gas Fired Combined Cycle,13584,5,CT,198,0.9,195,195,110,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.908045977,A
NG,Natural Gas Fired Combined Cycle,2843,CTG1,CT,198.9,0.85,165,177,105,NA,NA,10.9,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.91091954,A
NG,Natural Gas Fired Combustion Turbine,12745,2,GT,71.2,0.9,53.5,53.5,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.755747126,A
NG,Natural Gas Fired Combustion Turbine,40613,2,GT,27.4,0.95,21.8,24,21.8,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.5,B
NG,Natural Gas Fired Combustion Turbine,164,GEN1,GT,31.4,0.9,19,21,10,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.518678161,B
NG,Natural Gas Fired Combustion Turbine,11208,GT13,GT,60.5,0.85,47.4,47.4,15,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.709770115,B
NG,Natural Gas Fired Combustion Turbine,60662,KF2,GT,24.9,0.85,23,24,21,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.482758621,B
NG,Natural Gas Fired Combustion Turbine,54713,TG2,GT,3.4,0.9,2.7,2.9,1.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.254310345,B
NG,Natural Gas Fired Combustion Turbine,16088,2,GT,50,0.9,50,50,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.66091954,B
NG,Natural Gas Fired Combustion Turbine,40613,1,GT,27.4,0.95,21.8,24,21.8,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.5,B
NG,Natural Gas Fired Combustion Turbine,16609,CPP6,GT,48.7,0.85,48.7,48.7,16,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.617816092,B
NG,Natural Gas Fired Combustion Turbine,12745,NA1,GT,50.4,0.9,45,45,23,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.681034483,B
NG,Natural Gas Fired Combustion Turbine,59527,CPP7,GT,58.9,0.85,48,48.1,21,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.702586207,B
NG,Natural Gas Fired Combustion Turbine,7294,9,GT,57.4,0.85,48,48,25,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.693965517,B
NG,Natural Gas Fired Combustion Turbine,16088,3,GT,48,0.9,48,48,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.610632184,B
NG,Natural Gas Fired Combustion Turbine,40613,NA1,GT,50,0.95,49.3,49.9,40,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.66091954,B
NG,Natural Gas Fired Combustion Turbine,11208,GT12,GT,60.5,0.85,47.4,47.4,15,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.709770115,B
NG,Natural Gas Fired Combustion Turbine,1569,GEN1,GT,21.4,0.85,19.6,19.6,5.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.45545977,B
NG,Natural Gas Fired Combustion Turbine,164,GEN2,GT,31.4,0.9,19,21,10,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.518678161,B
NG,Natural Gas Fired Combustion Turbine,40613,1,GT,27.4,0.95,23.3,25.3,23.3,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.5,B
NG,Natural Gas Fired Combustion Turbine,22669,GEN1,GT,48.2,0.85,39,42,39,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.613505747,B
NG,Natural Gas Fired Combustion Turbine,54713,TG3,GT,3.4,0.9,2.7,2.9,1.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.254310345,B
NG,Natural Gas Fired Combustion Turbine,16655,1,GT,32.3,0.9,24.8,24.8,22,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.522988506,B
NG,Natural Gas Fired Combustion Turbine,15908,1,GT,58,0.9,54,54,54,12,2020,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.69683908,B
NG,Natural Gas Fired Combustion Turbine,13584,CT1,GT,63,0.9,65,65,47,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.74137931,B
NG,Natural Gas Fired Combustion Turbine,60662,KF1,GT,24.9,0.85,23,24,21,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.482758621,B
NG,Natural Gas Fired Combustion Turbine,54713,GTG1,GT,24,0.9,20.8,21.7,12,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.477011494,B
NG,Natural Gas Fired Combustion Turbine,1569,21Z,GT,4.8,0.8,5.7,5,2.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.32183908,B
NG,Natural Gas Fired Combustion Turbine,56887,CTG8,GT,100,0.85,100,100,45,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.800287356,A
NG,Natural Gas Fired Combustion Turbine,18390,GTCG,GT,75,1,75,78,70,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.757183908,A
NG,Natural Gas Fired Combustion Turbine,54713,GEN4,GT,3.1,0.9,2.7,2.9,1.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.21408046,C
NG,Natural Gas Fired Combustion Turbine,4382,C4,GT,11.2,1,9.5,11,6,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.400862069,B
NG,Natural Gas Fired Combustion Turbine,164,GEN3,GT,31.4,0.9,19,21,10,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.518678161,B
NG,Natural Gas Fired Combustion Turbine,11208,15,GT,108.2,0.85,99.4,99.4,52,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.829022989,A
NG,Natural Gas Fired Combustion Turbine,11208,16,GT,108.2,0.85,99.4,99.4,52,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.829022989,A
NG,Natural Gas Fired Combustion Turbine,22091,GEN1,GT,34,0.85,34,34,1,9,2019,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.527298851,B
NG,Natural Gas Fired Combustion Turbine,19281,2,GT,58,0.9,50,58,16,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.69683908,B
NG,Natural Gas Fired Combustion Turbine,18390,GTAG,GT,75,1,75,78,70,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.757183908,A
NG,Natural Gas Fired Combustion Turbine,2507,L1,GT,60.5,0.85,48,48,10,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.709770115,B
NG,Natural Gas Fired Combustion Turbine,59980,GT1,GT,100,0.85,97,97,48,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.800287356,A
NG,Natural Gas Fired Combustion Turbine,11208,11,GT,108.2,0.85,99.4,99.4,52,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.829022989,A
NG,Natural Gas Fired Combustion Turbine,54713,GTG2,GT,3.4,0.9,3,3.2,1.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.254310345,B
NG,Natural Gas Fired Combustion Turbine,59980,GT4,GT,100,0.85,97,97,48,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.800287356,A
NG,Natural Gas Fired Combustion Turbine,59980,GT5,GT,100,0.85,97,97,48,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.800287356,A
NG,Natural Gas Fired Combustion Turbine,15783,1,GT,18,0.85,16,17,14,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.445402299,B
NG,Natural Gas Fired Combustion Turbine,1569,PF,GT,4.8,0.8,5.7,5,2.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.32183908,B
NG,Natural Gas Fired Combustion Turbine,16655,2,GT,32.3,0.9,24.8,24.8,22,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.522988506,B
NG,Natural Gas Fired Combustion Turbine,3852,K100,GT,38.4,1,36,38,36,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.533045977,B
NG,Natural Gas Fired Combustion Turbine,16088,4,GT,10,0.8,10,10,8,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.385057471,B
NG,Natural Gas Fired Combustion Turbine,10077,KDHT1,GT,3.5,0.8,3.5,3.5,1.6,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.274425287,B
NG,Natural Gas Fired Combustion Turbine,19281,1,GT,49.5,0.9,49.5,49.5,16,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.626436782,B
NG,Natural Gas Fired Combustion Turbine,54713,GEN2,GT,3.1,0.9,2.7,2.9,1.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.21408046,C
NG,Natural Gas Fired Combustion Turbine,58104,1,GT,4.6,0.97,4.3,4.3,2.2,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.308908046,B
NG,Natural Gas Fired Combustion Turbine,18390,GTDG,GT,75,1,75,78,70,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.757183908,A
NG,Natural Gas Fired Combustion Turbine,54713,101A,GT,24.4,0.9,20.8,21.7,12,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.478448276,B
NG,Natural Gas Fired Combustion Turbine,54713,101B,GT,24.4,0.9,20.8,21.7,12,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.478448276,B
NG,Natural Gas Fired Combustion Turbine,15743,GEN1,GT,6,0.8,5.5,5.9,0.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.349137931,B
NG,Natural Gas Fired Combustion Turbine,19281,1,GT,24.9,0.9,23.5,24.9,11,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.482758621,B
NG,Natural Gas Fired Combustion Turbine,4382,D1,GT,11.2,1,9.5,11,6,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.400862069,B
NG,Natural Gas Fired Combustion Turbine,11208,GT10,GT,60.5,0.85,47.4,47.4,15,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.709770115,B
NG,Natural Gas Fired Combustion Turbine,17609,1,GT,49.8,0.85,49,49,45.9,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.632183908,B
NG,Natural Gas Fired Combustion Turbine,9216,2,GT,60.5,0.85,47.5,48.5,15,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.709770115,B
NG,Natural Gas Fired Combustion Turbine,59527,2,GT,69.9,0.85,55.6,60,23.9,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.748563218,B
NG,Natural Gas Fired Combustion Turbine,16655,2,GT,3.9,0.85,3.5,3.5,2.8,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.295977011,B
NG,Natural Gas Fired Combustion Turbine,18390,GTBG,GT,75,1,75,78,70,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.757183908,A
NG,Natural Gas Fired Combustion Turbine,56887,CTG7,GT,100,0.85,100,100,45,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.800287356,A
NG,Natural Gas Fired Combustion Turbine,56635,4,GT,207,0.9,191.8,202.2,120,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.929597701,A
NG,Natural Gas Fired Combustion Turbine,58847,CEC10,GT,131.8,0.85,105.5,105.5,24,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.843390805,A
NG,Natural Gas Fired Combustion Turbine,590,CPP1,GT,50,0.85,49.4,49.4,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.66091954,B
NG,Natural Gas Fired Combustion Turbine,590,CPP2,GT,50,0.85,48,48,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.66091954,B
NG,Natural Gas Fired Combustion Turbine,7726,GEN3,GT,4.5,0.83,4.2,4.4,2.2,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.306034483,B
NG,Natural Gas Fired Combustion Turbine,16295,2,GT,27.4,0.9,21.2,24.2,15,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.5,B
NG,Natural Gas Fired Combustion Turbine,16088,4,GT,48,0.9,48,48,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.610632184,B
NG,Natural Gas Fired Combustion Turbine,16534,1,GT,77,0.85,77,77,55,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.770114943,A
NG,Natural Gas Fired Combustion Turbine,11208,GT11,GT,60.5,0.85,47.4,47.4,15,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.709770115,B
NG,Natural Gas Fired Combustion Turbine,57477,5900,GT,4.5,0.8,4.9,4.9,0,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.306034483,B
NG,Natural Gas Fired Combustion Turbine,56127,CTG2,GT,59,0.85,49.1,49.1,0,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.704022989,B
NG,Natural Gas Fired Combustion Turbine,9216,3,GT,23.1,0.9,20.7,20.7,3,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.46408046,B
NG,Natural Gas Fired Combustion Turbine,58847,CEC 9,GT,131.8,0.85,105.5,105.5,24,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.843390805,A
NG,Natural Gas Fired Combustion Turbine,16534,1,GT,54,0.9,41.2,41.2,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.686781609,B
NG,Natural Gas Fired Combustion Turbine,59222,Q-TG1,GT,4.6,0.8,4,4,3.8,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.308908046,B
NG,Natural Gas Fired Combustion Turbine,11208,12,GT,108.2,0.85,99.4,99.4,52,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.829022989,A
NG,Natural Gas Fired Combustion Turbine,11208,13,GT,108.2,0.85,99.4,99.4,52,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.829022989,A
NG,Natural Gas Fired Combustion Turbine,590,CPP3,GT,50,0.85,48,48,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.66091954,B
NG,Natural Gas Fired Combustion Turbine,60637,CG,GT,1.4,0.8,1.2,1.2,1,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.114942529,C
NG,Natural Gas Fired Combustion Turbine,4382,C3,GT,11.2,1,9.5,11,6,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.400862069,B
NG,Natural Gas Fired Combustion Turbine,13584,CT2,GT,63,0.9,65,65,47,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.74137931,B
NG,Natural Gas Fired Combustion Turbine,3221,GEN1,GT,8,0.8,8,8,7,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.36637931,B
NG,Natural Gas Fired Combustion Turbine,17609,1,GT,49.8,0.85,46,46,1,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.632183908,B
NG,Natural Gas Fired Combustion Turbine,5533,GTG,GT,48.5,0.85,48.5,48.5,34,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.614942529,B
NG,Natural Gas Fired Combustion Turbine,20323,GEN3,GT,22.3,0.9,21.9,22.3,14,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.459770115,B
NG,Natural Gas Fired Combustion Turbine,23005,GEN2,GT,3.4,0.8,3.2,3.3,1.8,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.254310345,B
NG,Natural Gas Fired Combustion Turbine,56887,CTG6,GT,100,0.85,100,100,45,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.800287356,A
NG,Natural Gas Fired Combustion Turbine,49981,CTG2,GT,49.9,0.95,47.6,47.6,38.1,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.643678161,B
NG,Natural Gas Fired Combustion Turbine,49981,CTG1,GT,49.9,0.95,49.9,49.9,25,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.643678161,B
NG,Natural Gas Fired Combustion Turbine,19281,4,GT,58,0.9,50,58,16,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.69683908,B
NG,Natural Gas Fired Combustion Turbine,11208,14,GT,108.2,0.85,99.4,99.4,52,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.829022989,A
NG,Natural Gas Fired Combustion Turbine,60662,DC2,GT,24.9,0.85,23,24,21,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.482758621,B
NG,Natural Gas Fired Combustion Turbine,9297,GEN1,GT,6,0.8,5.6,5.6,0.2,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.349137931,B
NG,Natural Gas Fired Combustion Turbine,59879,GEN1,GT,49.5,0.89,49.5,49.5,42,12,2019,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.626436782,B
NG,Natural Gas Fired Combustion Turbine,60662,GEN1,GT,46,0.85,46,48,32,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.586206897,B
NG,Natural Gas Fired Combustion Turbine,16088,1,GT,10,0.8,10,10,8,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.385057471,B
NG,Natural Gas Fired Combustion Turbine,20323,CTG1,GT,49.9,0.9,45,49.9,24.3,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.643678161,B
NG,Natural Gas Fired Combustion Turbine,49972,CT1,GT,47,0.85,45,45,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.599137931,B
NG,Natural Gas Fired Combustion Turbine,3221,GEN3,GT,10,0.8,9.3,9.3,7,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.385057471,B
NG,Natural Gas Fired Combustion Turbine,54713,TG1,GT,3.4,0.9,2.7,2.9,1.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.254310345,B
NG,Natural Gas Fired Combustion Turbine,54713,TG4,GT,3.1,0.9,2.7,2.9,1.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.21408046,C
NG,Natural Gas Fired Combustion Turbine,60662,GEN1,GT,46,0.85,46,48,21,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.586206897,B
NG,Natural Gas Fired Combustion Turbine,16578,9911,GT,3.5,0.8,2.7,2.2,1.8,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.274425287,B
NG,Natural Gas Fired Combustion Turbine,54713,TG4,GT,3.4,0.9,2.7,2.9,1.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.254310345,B
NG,Natural Gas Fired Combustion Turbine,16088,1,GT,50,0.9,50,50,20,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.66091954,B
NG,Natural Gas Fired Combustion Turbine,1569,GEN2,GT,8.8,0.8,7,7.5,4.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.377873563,B
NG,Natural Gas Fired Combustion Turbine,1569,GEN1,GT,8.8,0.8,7,7.5,4.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.377873563,B
NG,Natural Gas Fired Combustion Turbine,7724,HEP1,GT,46.1,0.85,45.9,48.7,22,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.596264368,B
NG,Natural Gas Fired Combustion Turbine,22142,3,GT,4.4,0.9,4.4,4.4,0.5,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.300287356,B
NG,Natural Gas Fired Combustion Turbine,2806,3,GT,2.6,0.82,2.2,2.6,NA,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.166666667,C
NG,Natural Gas Fired Combustion Turbine,57435,T200,GT,5.2,1,4.1,4.7,3,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.334770115,B
NG,Natural Gas Fired Combustion Turbine,4382,D4,GT,11.2,1,9.5,11,6,NA,NA,4.5,gas,Mcf,0.8,1.1,1.6,Natural Gas,0.400862069,B
