Energy.Source.1,Technology,Utility.ID,Generator.ID,Prime.Mover,Nameplate.Capacity..MW.,Nameplate.Power.Factor,Summer.Capacity..MW.,Winter.Capacity..MW.,Minimum.Load..MW.,Planned.Retirement.Month,Planned.Retirement.Year,VOM,fuelTypes,unit,heatRateLow,heatRateHigh,fuelCost,Notes,capacityQuantile,capacityQuan
SUN,Solar Photovoltaic,58661,GBWXD,PV,3,NA,3,3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,17650,PV1,PV,102,NA,102,102,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.965994962,A
SUN,Solar Photovoltaic,60947,PV1,PV,3.7,NA,3.7,3.7,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.605793451,B
SUN,Solar Photovoltaic,60947,PV1,PV,3,NA,3,3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,61230,GEN01,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,59843,BLCK4,PV,33.2,NA,33.2,33.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.871536524,A
SUN,Solar Photovoltaic,58661,GBWXB,PV,3,NA,3,3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,59843,BLCK6,PV,32,NA,32,32,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.866498741,A
SUN,Solar Photovoltaic,59843,BLCK7,PV,32.1,NA,32.1,32.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.867758186,A
SUN,Solar Photovoltaic,59842,BLCK1,PV,38.7,NA,38.7,38.7,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.897984887,A
SUN,Solar Photovoltaic,59842,BLCK2,PV,36.3,NA,36.3,36.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.88790932,A
SUN,Solar Photovoltaic,58135,MUN,PV,4,NA,4,4,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.608312343,B
SUN,Solar Photovoltaic,60206,RCWD,PV,5,NA,4.1,2.7,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.625944584,B
SUN,Solar Photovoltaic,60059,MDRA1,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,59937,LEPV1,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,57104,BLDGF,PV,1.3,NA,1.3,1.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.362720403,B
SUN,Solar Photovoltaic,57104,BLDGG,PV,1.2,NA,1.2,1.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.345088161,B
SUN,Solar Photovoltaic,57104,BLDG1,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,57104,DULLE,PV,2,NA,2,2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.51511335,B
SUN,Solar Photovoltaic,61082,VBERG,PV,22.5,NA,20.6,15.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.837531486,A
SUN,Solar Photovoltaic,60277,RW4SF,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,59462,PV1,PV,3,NA,2.3,2.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,58661,DSR2,PV,5,NA,5,5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.625944584,B
SUN,Solar Photovoltaic,59969,GEN1,PV,3.3,NA,3.3,3.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.599496222,B
SUN,Solar Photovoltaic,60004,UNIT1,PV,1,NA,1,0.6,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,58290,DSL17,PV,29,NA,29,29,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.856423174,A
SUN,Solar Photovoltaic,62060,PV-1,PV,0.5,NA,0.5,0.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.026448363,C
SUN,Solar Photovoltaic,17650,STL3,PV,37.9,NA,38,38,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.891687657,A
SUN,Solar Photovoltaic,58269,2,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,58269,3,PV,0.7,NA,0.7,0.7,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.216624685,C
SUN,Solar Photovoltaic,58268,1,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,58268,2,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,58268,3,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,58468,ALAMO,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,59050,SKI10,PV,10,NA,10,10,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.675062972,B
SUN,Solar Photovoltaic,58544,SOLR,PV,1.7,NA,1.4,0.9,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.503778338,B
SUN,Solar Photovoltaic,58289,DSL11,PV,20.2,NA,20.2,20.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.829974811,A
SUN,Solar Photovoltaic,12397,2,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,60067,WSPV1,PV,2,NA,2,2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.51511335,B
SUN,Solar Photovoltaic,60059,CASTR,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,58661,ABSR,PV,20,NA,19,19,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,58289,DSL6,PV,25.2,NA,25.2,25.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.843828715,A
SUN,Solar Photovoltaic,58661,CADRB,PV,3,NA,3,3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,61575,PV,PV,4.3,NA,3.9,2.4,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.617128463,B
SUN,Solar Photovoltaic,60412,GEN01,PV,11.4,NA,11.4,11.4,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.691435768,B
SUN,Solar Photovoltaic,60025,MSF3,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,58661,ISP1,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,17609,S006D,PV,0.5,NA,0.5,0.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.026448363,C
SUN,Solar Photovoltaic,17609,S007A,PV,0.5,NA,0.5,0.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.026448363,C
SUN,Solar Photovoltaic,17650,PV1,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,60191,REBR1,PV,60,NA,60,60,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.939546599,A
SUN,Solar Photovoltaic,60991,W5328,PV,3,NA,2.3,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,61674,ROSE,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,58540,PV1,PV,2.2,NA,2.2,2.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.542821159,B
SUN,Solar Photovoltaic,60898,1,PV,25,NA,25,25,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.84256927,A
SUN,Solar Photovoltaic,57081,PVCR,PV,1.1,NA,1.1,1.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.324937028,B
SUN,Solar Photovoltaic,58661,BSHRB,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,58661,BSHRC,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,58661,BSHRA,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,61224,SOLSP,PV,1.1,NA,1.1,1.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.324937028,B
SUN,Solar Photovoltaic,61811,W7188,PV,1.9,NA,1.9,1.9,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.510075567,B
SUN,Solar Photovoltaic,61226,WASCO,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,60947,GEN 1,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,60059,USG1,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,60059,USG2,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,17650,STL,PV,75.9,NA,76,76,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.95465995,A
SUN,Solar Photovoltaic,17650,STL2,PV,34.1,NA,34,34,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.874055416,A
SUN,Solar Photovoltaic,57104,1,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,17650,STL4,PV,37.9,NA,38,38,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.891687657,A
SUN,Solar Photovoltaic,17650,STL5,PV,37.9,NA,38,38,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.891687657,A
SUN,Solar Photovoltaic,17650,STL6,PV,37.9,NA,38,38,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.891687657,A
SUN,Solar Photovoltaic,56769,WICA,PV,106.7,NA,100,100,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.971032746,A
SUN,Solar Photovoltaic,59622,57449,PV,1.1,NA,1.1,1.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.324937028,B
SUN,Solar Photovoltaic,58968,PV1,PV,100,NA,100,100,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.962216625,A
SUN,Solar Photovoltaic,61418,5001,PV,1,1,0.8,0.7,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,61417,5002,PV,1,1,1,0.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,61443,RPU2,PV,3,NA,3,3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,17650,BLKW,PV,12,NA,12,12,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.692695214,B
SUN,Solar Photovoltaic,60399,SJ1A,PV,19.8,NA,18.5,18.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.731738035,B
SUN,Solar Photovoltaic,61510,CR1,PV,1,NA,0.9,0.6,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,60445,SESI1,PV,2,NA,1.9,1.6,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.51511335,B
SUN,Solar Photovoltaic,58655,ORION,PV,8,NA,8,8,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.668765743,B
SUN,Solar Photovoltaic,60455,PV,PV,3,NA,3,3,NA,7,2047,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,60991,W5531,PV,2.9,NA,2.9,2.9,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.565491184,B
SUN,Solar Photovoltaic,61872,GDCPV,PV,1.4,NA,1.2,0.4,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.374055416,B
SUN,Solar Photovoltaic,59041,CPII,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,61591,UCMPV,PV,4.5,NA,4.3,1.8,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.619647355,B
SUN,Solar Photovoltaic,61600,UCRIV,PV,4,NA,3.5,2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.608312343,B
SUN,Solar Photovoltaic,60947,PV1,PV,1.1,NA,1.1,1.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.324937028,B
SUN,Solar Photovoltaic,60518,PV1,PV,2.7,NA,2.7,2.7,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.562972292,B
SUN,Solar Photovoltaic,60525,PB1,PV,9.5,NA,9.5,9.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.673803526,B
SUN,Solar Photovoltaic,60059,VAL1,PV,3,NA,3,3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,17609,S007D,PV,0.5,NA,0.5,0.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.026448363,C
SUN,Solar Photovoltaic,61686,SOLAR,PV,4,NA,4,4,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.608312343,B
SUN,Solar Photovoltaic,57405,1,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,59091,PV10,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,61766,SBRC,PV,1.3,NA,1.3,1.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.362720403,B
SUN,Solar Photovoltaic,61443,TWSP,PV,2.3,NA,1.8,2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.547858942,B
SUN,Solar Photovoltaic,17650,PV1,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,60728,DELA1,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,60729,BAKE1,PV,5.3,NA,5.3,5.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.658690176,B
SUN,Solar Photovoltaic,60730,BIND1,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,60614,WS526,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,60618,PV1,PV,1.9,NA,1.9,1.9,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.510075567,B
SUN,Solar Photovoltaic,16609,1,PV,4.3,NA,3.7,3.6,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.617128463,B
SUN,Solar Photovoltaic,60648,SCAIR,PV,7,NA,7,7,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.66372796,B
SUN,Solar Photovoltaic,58661,MCES1,PV,10.5,NA,10.5,10.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.685138539,B
SUN,Solar Photovoltaic,61348,APLEX,PV,1.5,1,1.1,0.9,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,61423,GEN01,PV,130,NA,130,130,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.981108312,A
SUN,Solar Photovoltaic,59622,57449,PV,1.3,NA,1.3,1.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.362720403,B
SUN,Solar Photovoltaic,59622,57449,PV,1.1,NA,1.1,1.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.324937028,B
SUN,Solar Photovoltaic,59622,57449,PV,1.1,NA,1.1,1.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.324937028,B
SUN,Solar Photovoltaic,58661,ANTX2,PV,105,NA,105,105,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.968513854,A
SUN,Solar Photovoltaic,11208,W4885,PV,1.1,NA,1.1,1.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.324937028,B
SUN,Solar Photovoltaic,56769,SPS50,PV,50,NA,50,50,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.919395466,A
SUN,Solar Photovoltaic,60947,PV1,PV,5.2,NA,5.2,5.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.65743073,B
SUN,Solar Photovoltaic,58289,DSL10,PV,30.2,NA,30.2,30.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.861460957,A
SUN,Solar Photovoltaic,62628,MFARM,PV,3.1,NA,3.1,2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.598236776,B
SUN,Solar Photovoltaic,61230,MTSG3,PV,252.3,NA,252.3,252.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.998740554,A
SUN,Solar Photovoltaic,62628,GFARM,PV,1.7,NA,1.7,1.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.503778338,B
SUN,Solar Photovoltaic,58661,GBWXC,PV,3,NA,3,3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,58289,DSL5,PV,25.2,NA,25.2,25.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.843828715,A
SUN,Solar Photovoltaic,61510,CR3,PV,0.6,NA,0.5,0.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.212846348,C
SUN,Solar Photovoltaic,61510,CR4,PV,0.3,NA,0.3,0.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.003778338,C
SUN,Solar Photovoltaic,60950,USPS1,PV,10.7,NA,10.7,10.7,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.686397985,B
SUN,Solar Photovoltaic,61210,CPOLY,PV,4.5,NA,4.5,4.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.619647355,B
SUN,Solar Photovoltaic,60947,PV1,PV,4.5,NA,4.5,4.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.619647355,B
SUN,Solar Photovoltaic,17650,PV2,PV,185,NA,185,185,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.994962217,A
SUN,Solar Photovoltaic,60991,W5691,PV,2.3,NA,2.3,2.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.547858942,B
SUN,Solar Photovoltaic,60991,W5694,PV,2.2,NA,2.2,2.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.542821159,B
SUN,Solar Photovoltaic,61012,PATT1,PV,2.5,NA,2.5,2.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.552896725,B
SUN,Solar Photovoltaic,17609,S007C,PV,0.5,NA,0.5,0.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.026448363,C
SUN,Solar Photovoltaic,58289,DSL2,PV,40.3,NA,40.3,40.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.908060453,A
SUN,Solar Photovoltaic,57389,PV,PV,1.5,NA,1.5,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.377833753,B
SUN,Solar Photovoltaic,58289,DSL4,PV,30.2,NA,30.2,30.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.861460957,A
SUN,Solar Photovoltaic,58661,PV1,PV,15,NA,15,14,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.705289673,B
SUN,Solar Photovoltaic,58661,PV1,PV,27,NA,26,25,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.855163728,A
SUN,Solar Photovoltaic,57130,GEN 1,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,60991,W5792,PV,2.9,NA,2,1.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.565491184,B
SUN,Solar Photovoltaic,61602,STANF,PV,3.4,NA,3.3,1.6,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.600755668,B
SUN,Solar Photovoltaic,56769,SPS,PV,20,NA,20,20,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.735516373,B
SUN,Solar Photovoltaic,58468,MSF2,PV,30,NA,30,30,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.858942065,A
SUN,Solar Photovoltaic,61227,KILRO,PV,1.1,NA,1.1,0.9,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.324937028,B
SUN,Solar Photovoltaic,60584,10276,PV,1,NA,1,1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,17609,S007B,PV,0.5,NA,0.5,0.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.026448363,C
SUN,Solar Photovoltaic,61987,SRJCP,PV,1.2,NA,1.1,0.6,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.345088161,B
SUN,Solar Photovoltaic,60059,IVCS,PV,3,NA,3,3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.570528967,B
SUN,Solar Photovoltaic,58289,DSL1,PV,40.3,NA,40.3,40.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.908060453,A
SUN,Solar Photovoltaic,59622,57449,PV,1.1,NA,1.1,1.1,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.324937028,B
SUN,Solar Photovoltaic,61510,CR2,PV,1,NA,0.8,0.4,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Photovoltaic,60991,W5791,PV,1.8,NA,1.8,0.8,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.506297229,B
SUN,Solar Photovoltaic,58289,DSL3,PV,40.3,NA,40.3,40.3,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.908060453,A
SUN,Solar Photovoltaic,62028,HELIX,PV,1.2,NA,1.2,1.2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.345088161,B
SUN,Solar Photovoltaic,61601,CSULB,PV,4.5,NA,3.3,1.8,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.619647355,B
SUN,Solar Photovoltaic,62067,SLPV1,PV,2,NA,2,2,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.51511335,B
SUN,Solar Photovoltaic,62628,HFARM,PV,2.2,NA,2.2,1.5,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.542821159,B
SUN,Solar Photovoltaic,61453,SCSP1,PV,1,NA,0.9,0.8,NA,NA,NA,0,otherRenewable,N/A,0,0,0,Solar,0.219143577,C
SUN,Solar Thermal without Energy Storage,55711,GEN1,ST,34.2,0.9,36,34,3,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.875314861,A
SUN,Solar Thermal without Energy Storage,56679,UNIT1,ST,7.5,0.8,3.2,2,NA,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.667506297,B
SUN,Solar Thermal without Energy Storage,56660,MSP1,ST,140,0.85,137.5,100,NA,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.986146096,A
SUN,Solar Thermal without Energy Storage,56660,MSP2,ST,140,0.85,137.5,100,NA,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.986146096,A
SUN,Solar Thermal without Energy Storage,57499,ST1,ST,133.4,0.9,133.4,133.4,NA,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.983627204,A
SUN,Solar Thermal without Energy Storage,55711,GEN1,ST,35,0.9,36,35,3,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.885390428,A
SUN,Solar Thermal without Energy Storage,55711,GEN1,ST,35,0.9,36,35,3,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.885390428,A
SUN,Solar Thermal without Energy Storage,61950,GEN1,ST,92,0.85,88,64,7,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.959697733,A
SUN,Solar Thermal without Energy Storage,56723,GEN02,ST,125,0.85,125,125,NA,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.976070529,A
SUN,Solar Thermal without Energy Storage,57499,ST1,ST,133,0.9,133,133,NA,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.982367758,A
SUN,Solar Thermal without Energy Storage,57499,ST1,ST,133.4,0.9,133.4,133.4,NA,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.983627204,A
SUN,Solar Thermal without Energy Storage,56723,GEN01,ST,125,0.85,125,125,NA,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.976070529,A
SUN,Solar Thermal without Energy Storage,55711,GEN1,ST,34.2,0.9,36,34,3,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.875314861,A
SUN,Solar Thermal without Energy Storage,61950,GEN1,ST,92,0.85,88,64,7,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.959697733,A
SUN,Solar Thermal without Energy Storage,55711,GEN1,ST,34.2,0.9,36,34,3,NA,NA,NA,otherRenewable,N/A,0,0,0,Solar,0.875314861,A
WAT,Conventional Hydroelectric,12397,1,HY,10.1,1,10.1,10.1,3.8,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.550632911,B
WAT,Conventional Hydroelectric,13402,1P,HY,12.1,0.99,12.1,12.1,0.5,NA,NA,1.7,otherRenewable,N/A,0,0,0,"Water at a Conventional Hydroelectric Turbine, and water used in Wave Buoy Hydrokinetic Technology, Current Hydrokinetic Technology, and Tidal Hydrokinetic Technology",0.580168776,B
