Hour,pr_e,pr_fre_u,pr_fre_d
0,38.01988562992075,2.6874675691847014,12.0
1,38.01988562992075,2.6853193650087115,12.0
2,38.01988562992075,2.6853138229585367,12.0
3,38.01988562992075,2.6853193650087115,12.0
4,38.01988562992075,2.7027376825255147,12.0
5,38.01988562992075,2.659482393782324,12.0
6,38.01988562992075,2.5466437961516224,0.0005767179249809138
7,38.01988562992075,0.0010654587888237882,12.0
8,38.01988562992075,0.0015046772552772415,3.2084175922428466
9,38.01988562992075,0.0012785900610706126,12.0
10,38.01988562992075,2.5429846599080306,12.0
11,38.01988562992075,2.54717333503316,12.0
12,38.01988562992075,2.6853138229585367,12.0
13,38.01988562992075,2.7062931913659405,12.0
14,38.01988562992075,2.7829619220830013,12.0
15,38.01988562992075,2.9155797970795803,12.0
16,46.53808767760486,3.6143377955411036,12.0
17,59.312187738365,4.411699743119164,12.0
18,65.95027124477299,4.411699743119164,12.0
19,59.75677719245546,3.1739575728999627,12.0
20,59.75677719245546,4.411699743119164,12.0
21,59.75677719245546,3.6143377955411036,12.0
22,65.94914582290343,4.411699743119164,12.0
23,65.96816454718815,4.411699743119164,12.0
