DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[199525.87606635422],[151694.9421132328],[0.0],[14440.24140637209],[-33390.69254674934]
[297218.14073351107],[315025.45709903474],[0.0],[14438.683039030613],[32245.999404554255]
[260032.50520298668],[286798.1190587623],[0.0],[13825.924039030615],[40591.53789480627]
[644063.0486702748],[637130.1748495982],[0.0],[13493.894054544604],[6561.020233868039]
[647934.3656171499],[729098.1826024667],[0.0],[14816.285054544605],[95980.10203986138]
[358845.81512953714],[298154.25120309694],[0.0],[14328.689406372087],[-46362.874520068115]
[339888.1603017865],[322091.23553078406],[0.0],[14320.404000000002],[-3476.520771002455]
[170634.9286289615],[139796.19910422596],[0.0],[13661.582406372087],[-17177.147118363442]
[158751.61971219452],[121797.59263060117],[0.0],[13292.937000000002],[-23661.090081593342]
[152028.14101353334],[110781.84339153979],[0.0],[12350.331000000002],[-28895.966621993546]
[152070.86870623438],[99619.78402475212],[0.0],[12048.467406372089],[-40402.61727511017]
[216289.8616635432],[156333.71436271258],[0.0],[13072.794000000002],[-46883.35330083064]
[310325.2944720492],[315829.0883465692],[0.0],[14627.096054544603],[20130.889929064608]
[619145.0255289761],[607227.0456261683],[0.0],[15464.208445402703],[3546.228542594821]
[326098.986726602],[320991.61847156525],[0.0],[15665.06640637209],[10557.698151335295]
[666342.1182014066],[563773.1742726248],[469.56000000000006],[14398.503],[-87700.8809287817]
[145152.48194180927],[120885.39201466537],[0.0],[12795.930000000004],[-11471.15992714389]
