Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,0.0,0.0,103.795
vehicle,1,2,0.0,0.0,101.09500000000006
vehicle,1,3,0.0,0.0,100.515
vehicle,1,4,0.0,0.0,102.23
vehicle,1,5,0.0,0.0,109.04000000000002
vehicle,1,6,0.0,0.0,118.05500000000002
vehicle,1,7,0.0,0.0,0.0
vehicle,1,8,0.0,0.0,121.705
vehicle,1,9,0.0,0.0,0.0
vehicle,1,10,0.0,0.0,118.22500000000004
vehicle,1,11,0.0,0.0,118.345
vehicle,1,12,0.0,0.0,119.30000000000005
vehicle,1,13,0.0,0.0,120.22
vehicle,1,14,0.0,0.0,123.675
vehicle,1,15,0.0,0.0,128.41499999999996
vehicle,1,16,0.0,0.0,132.99
vehicle,1,17,0.0,0.0,138.01000000000005
vehicle,1,18,0.0,0.0,141.07500000000007
vehicle,1,19,0.0,0.0,144.46500000000003
vehicle,1,20,0.0,0.0,145.07500000000007
vehicle,1,21,0.0,0.0,138.82000000000002
vehicle,1,22,0.0,0.0,128.285
vehicle,1,23,0.0,0.0,118.58500000000004
vehicle,1,24,0.0,0.0,111.16
