Hour,pr_e,pr_fre_u,pr_fre_d
0,30.486055729324644,2.6594677462018343,8.0
1,30.486055729324644,2.6595900715582688,8.0
2,30.486055729324644,2.6594677462018343,8.0
3,30.486055729324644,2.6594677462018343,8.0
4,31.97468286457417,2.6843548631021843,8.0
5,31.97468286457417,2.6847350300649904,8.0
6,30.47467569184701,2.54717333503316,0.0009962192295314939
7,26.54995326293332,0.00186112322224073,8.0
8,26.54995326293332,0.002079945380291471,2.294995326293332
9,26.54995326293332,0.0013327824985744595,8.0
10,26.54995326293332,0.0013327824985744595,8.0
11,26.54995326293332,0.0013327824985744595,8.0
12,26.54995326293332,0.0013327824985744595,8.0
13,26.54995326293332,0.0015046772552772415,8.0
14,26.54995326293332,0.0015435411455903987,8.0
15,26.54995326293332,0.002067150639027064,8.0
16,29.066437961516232,2.837468286457417,8.0
17,31.97468286457417,2.6605399918372683,8.0
18,65.95146552087236,2.837468286457417,8.0
19,59.75677719245546,2.837468286457417,8.0
20,31.97468286457417,2.837468286457417,8.0
21,31.97468286457417,2.837468286457417,8.0
22,31.97468286457417,2.837468286457417,8.0
23,31.97468286457417,2.837468286457417,8.0
