Hour,pr_e,pr_fre_u,pr_fre_d
0,35.10094473091628,2.726776612014443,0.00098460980635696
1,35.10094473091628,2.7152639008078343,0.0009785922106222782
2,35.10094473091628,2.71904947731492,0.0009785922106222782
3,35.10094473091628,2.7191489893678,0.00098460980635696
4,35.10094473091628,2.772386520102386,0.0009962192295314939
5,35.10094473091628,2.8054551287410487,8.0
6,35.10094473091628,2.6594677462018343,0.0010123572919188203
7,35.10094473091628,0.002079945380291471,8.0
8,35.10094473091628,0.002437053201569845,0.0013327824985744595
9,35.10094473091628,0.002067150639027064,8.0
10,35.10094473091628,0.002079945380291471,8.0
11,35.10094473091628,0.00218645516075118,8.0
12,35.10094473091628,0.002667048693718774,8.0
13,35.10094473091628,2.659482393782324,8.0
14,35.10094473091628,2.6660749703112274,8.0
15,35.10094473091628,2.804502262853616,8.0
16,35.10094473091628,2.837468286457417,8.0
17,65.98832579636397,3.734718946319824,8.0
18,65.98832579636397,3.734718946319824,8.0
19,65.98832579636397,3.734718946319824,8.0
20,37.22782256666878,3.264081471996611,8.0
21,37.22782256666878,2.8816614117451014,8.0
22,37.22782256666878,2.837468286457417,8.0
23,37.22782256666878,2.837468286457417,8.0
