DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[174049.16591768086],[129792.497993193],[0.0],[10710.452406372087],[-33546.21551811579]
[214293.23152907757],[76518.33515625051],[0.0],[10568.733],[-127206.16337282705]
[138209.30425489388],[75900.40429926993],[0.0],[10561.383000000002],[-51747.516955623956]
[141681.00909162872],[83460.78210800362],[0.0],[10605.021000000002],[-47615.205983625085]
[141107.64004205272],[92039.99009750225],[0.0],[10516.304054544602],[-38551.345890005876]
[127068.0169315708],[64567.814646590836],[0.0],[9539.681406372089],[-52960.52087860787]
[162287.73827481],[84620.0307206547],[0.0],[8964.256039030613],[-68703.45151512467]
[147118.09217805418],[100054.42663798277],[0.0],[10964.706445402699],[-36098.95909466871]
[149255.1430036135],[132582.5455683713],[0.0],[10361.253000000002],[-6311.344435242208]
[170677.69469047608],[90777.84191265964],[0.0],[10388.056039030613],[-69511.79673878584]
[146577.83020977394],[125051.30625746217],[0.0],[10651.442406372087],[-10875.081545939669]
[142250.18479279365],[91820.24212473177],[0.0],[10354.877054544602],[-40075.065613517276]
[152663.46065358038],[78234.39115219879],[0.0],[9631.007054544603],[-64798.06244683698]
[145898.504237017],[100497.73247341499],[0.0],[9262.404445402699],[-36138.36731819932]
[156996.52447029512],[107607.17159210757],[0.0],[10496.490445402698],[-38892.86243278485]
[161087.84825398485],[87685.65148829989],[0.0],[10667.346445402698],[-62734.85032028226]
[253777.68034172087],[73467.88444715475],[0.0],[10764.250039030614],[-169545.5458555355]
[146120.79863232985],[131764.43552993285],[0.0],[11268.936000000002],[-3087.4271023970214]
